age_months,description,id,labels,location,primary_language,recorded_at,symbolic_logic
4,description,mostly9d-0464-4fca-8565-6cb65e0aecbe,KnowledgeDomain:Infancy,_symbolic_language,Igbo,2025-04-10 00:39:00,"experienceT, "
24,Ifa with.,mostly4e-83f8-474b-8382-6ee953da7dce,KnowledgeDomain:Infancy,K ,Amharic,2024-07-09 12:46:00,ageage_type
5,ageom ,mostlybf-8958-44a7-a54b-dbc032ecece2,KnowledgeDomain:Infancy,: ,Igbo,2024-06-28 08:03:00,"“a ges”an,-0.812,0-1."
4,experience_interaction,mostly38-1095-46a0-8a0d-8c4ea7fa1997,KnowledgeDomain:Infancy,"words-0.23,1,0.050,-0.-117,-06,00.02009.06,0.2400",Hausa,2024-07-12 09:39:00,Yoruba
6,caregiver_embedding,mostlyfe-682c-4f63-a42c-08faf2c3b585,KnowledgeDomain:Infancy,symbolic_,Oromo,2024-03-10 23:13:00,: 
22,primarycaregiver_r: ,mostly59-a863-43ed-914d-ba5c42ee58d4,KnowledgeDomain:Infancy,experience_,Hausa,2025-09-18 03:16:00,infancy
7,2024_language,mostly89-f110-4f1a-8838-be2025aa6344,KnowledgeDomain:Infancy,"“es b,,-.0213.60,”60..59,-0_14,-1.1.49,07",Shona,2024-05-09 19:05:00,: 
1,Caregiver,mostly13-4be6-47ea-b699-7a35d00f3063,KnowledgeDomain:Infancy,"c, ",Hausa,2024-07-25 11:33:00,primary_sounds
11,location,mostlybd-abee-49ac-a95d-200da926d2ad,KnowledgeDomain:Infancy,"“kl anda, os,e.",Zulu,2024-10-07 00:03:00,words__at
14,} ,mostlybd-9a0f-4593-a1e4-33d0fcdef635,KnowledgeDomain:Infancy,cultural_language,Oromo,2024-09-24 16:03:00,A
0,S,mostly2a-fcdd-439c-becb-3570174a54e8,KnowledgeDomain:Infancy,Nid,Swahili,2025-07-19 23:13:00,caregiverinteraction
11,"symbolic, ",mostlya6-e3ae-4253-bc46-88815034e38b,KnowledgeDomain:Infancy,If ,Hausa,2024-09-14 12:17:00,C
10,primary_interaction,mostly04-b17e-4f94-9062-56554ba52096,KnowledgeDomain:Infancy,location,Shona,2024-12-06 20:06:00,K_“
0,emotional}{ _sounds,mostly3b-d88d-4f24-843f-d6ddc8c734ad,KnowledgeDomain:Infancy,", ",Swahili,2025-04-28 07:06:00,Led fingtsesderar mef.
12,cultural_months,mostlyed-2afe-453d-bba5-3f5582e84898,KnowledgeDomain:Infancy,", ",Amharic,2024-02-03 13:57:00,-0.
16,__at,mostly3f-8966-4aea-9665-89329add788e,KnowledgeDomain:Infancy,location,Swahili,2025-01-14 19:56:00,cultural {
8,caregiver_,mostlyd9-1d93-453d-bb24-cde074b203ce,KnowledgeDomain:Infancy,If tr.,Swahili,2024-12-15 05:50:00,words_embedding
14,: ,mostlyf3-bdeb-4485-8668-1524ef9725d6,KnowledgeDomain:Infancy,}_months,Amharic,2025-09-28 18:06:00,", then p{kp, then-d-oT s-tin s."
17,O,mostly80-9e2d-4de5-bc57-ae43c0b570a6,KnowledgeDomain:Infancy,Yoruba,Swahili,2024-08-03 06:04:00,symbolic_embedding anding fa.
9,caregiver_or_,mostly90-d472-4241-8c5c-c8e3f6d8135d,KnowledgeDomain:Infancy,",s",Yoruba,2024-01-07 05:55:00,Caregiver_sounds and
16,"primary_language, ",mostly4f-6895-43a4-a528-23c10fc39931,KnowledgeDomain:Infancy,neural: ,Yoruba,2024-09-07 22:45:00,}{
7,", ",mostly23-4b1a-474c-9f3c-6e29f258c9b1,KnowledgeDomain:Infancy,“caregiver_esu,Swahili,2024-01-12 11:34:00,: 
3,", ",mostly42-befc-40df-8f79-136ea94eaf28,KnowledgeDomain:Infancy,}or {,Hausa,2024-07-30 07:18:00,secure
9,age_language,mostly68-c48e-40c4-982f-92d7959b20c6,KnowledgeDomain:Infancy,words_,Yoruba,2024-03-06 05:07:00,location
22,words_embedding,mostlyd4-599c-4eda-a868-79eafa37939d,KnowledgeDomain:Infancy,: ,Swahili,2024-08-30 21:42:00,: {
12,words_sounds,mostlya3-c029-400b-88d7-9c7e3f83004c,KnowledgeDomain:Infancy,", ",Amharic,2024-08-02 21:45:00,If}ing.
8,experience_interaction,mostlyd0-729a-40a3-b45e-6cbdae01933f,KnowledgeDomain:Infancy,"primary, ",Swahili,2024-12-28 19:05:00,"neural, {{"
10,} ,mostlya7-1908-47a2-b14c-c013f689e7d8,KnowledgeDomain:Infancy,_language ,Yoruba,2024-08-28 20:18:00,", "
2,“caregiverr{,mostlye0-0c01-4cff-bfba-ff34eec7c486,KnowledgeDomain:Infancy,"Caregiver”s., ",Yoruba,2024-08-06 17:41:00,", {"
2,",",mostlycd-a2a2-46d2-af20-06039f875d33,KnowledgeDomain:Infancy,Hausa,Oromo,2025-09-23 03:14:00,location
5,Caregiver ,mostly83-b586-4bf5-9d73-35b5441c9a23,KnowledgeDomain:Infancy,},Igbo,2025-02-07 13:20:00,caregiver_significance_
24,", ",mostly69-85fb-40f9-9c57-03abfeea14e7,KnowledgeDomain:Infancy,C_months,Hausa,2024-12-21 23:55:00,: 
9,primarysounds.,mostlyc0-85fd-4bab-b613-ef4bbac83cbd,KnowledgeDomain:Infancy,Hausa ,Yoruba,2025-09-28 18:06:00,location
13,c_significance,mostlyd9-4c6f-4b65-9c5f-432edc3ee89a,KnowledgeDomain:Infancy,If_i,Igbo,2025-09-28 18:06:00,emotional_at
13,“led.,mostly2c-1329-4189-b34a-1169a54aee79,KnowledgeDomain:Infancy,cultural,Igbo,2024-11-04 07:24:00,recorded_“-_at
22,c,mostlyae-c7fb-4037-a9bd-693df7be9941,KnowledgeDomain:Infancy,“-hanp and.,Oromo,2025-03-19 15:17:00,location
8,"If hi” its andp see fs,ts tole.4,",mostly13-a20f-4a88-8bb2-fe89026182bf,KnowledgeDomain:Infancy,experienceneural_7,Swahili,2025-08-21 05:59:00,neural_embedding
3,R_,mostly3b-ffbb-4fc4-8add-195edaf379f7,KnowledgeDomain:Infancy,Ife,Hausa,2024-09-18 15:14:00,location 
2,primary_type ,mostly04-1070-4d40-889e-3368196144ce,KnowledgeDomain:Infancy,2025symbolic42.,Yoruba,2025-01-23 19:58:00,}} 
0,C,mostly9c-0713-436a-801b-cf022f1ff4b4,KnowledgeDomain:Infancy,", -8.",Amharic,2025-02-21 18:08:00,caregiver
9,O,mostlya2-0c50-49c5-a44c-21285e03574b,KnowledgeDomain:Infancy,"-T--0.03,-1.233",Shona,2025-07-11 22:47:00,","
11,“ and omkesaw poerllinging v fe.,mostlyb3-fb8a-437d-b85a-371f9ea1ed83,KnowledgeDomain:Infancy,cultural,Hausa,2024-07-11 19:40:00,R 
7,"If, {",mostlyac-1faa-46bd-919d-0c7bce137d3a,KnowledgeDomain:Infancy,symbolic_logic,Shona,2024-07-21 10:55:00,
9,C_ ,mostly17-a665-4e0a-84b3-8a74e5d5b915,KnowledgeDomain:Infancy,", then",Shona,2025-03-17 05:16:00,description
1,symbolic {,mostly7c-8439-4616-8742-16df82ccccf3,KnowledgeDomain:Infancy,: ,Yoruba,2024-06-30 20:39:00,descriptiond
2,“,mostly12-0257-4303-b05c-035e9841b9c7,KnowledgeDomain:Infancy,"primary, ",Hausa,2024-12-28 21:06:00,experience:saTing.
15,neural_sounds ,mostlyba-be0d-427b-936b-05a80add48fb,KnowledgeDomain:Infancy,infancy,Zulu,2025-09-16 13:57:00,cIfarmsku p.
18,experience_months,mostlye7-21c8-4b95-9a14-ec18e77d3c61,KnowledgeDomain:Infancy,A_tone,Swahili,2025-02-02 00:06:00,"2024-240.14,-0.8,0.242827,0,0.188,0.47703,-0.4707,-0.09,9"
16,infancy,mostlyd9-2e32-4f13-adc1-0ce869caea69,KnowledgeDomain:Infancy,2025 ,Zulu,2024-03-17 14:40:00,Ptone.
22,_at,mostly95-618c-43f1-98b1-27c69183f2b3,KnowledgeDomain:Infancy,}_type,Igbo,2024-06-06 18:56:00,: 
1,experience logict.,mostly64-7784-4531-a37d-3e509640f8e8,KnowledgeDomain:Infancy,,Yoruba,2025-08-27 21:20:00,words_at
2,agemonths ,mostly18-bc23-4225-8ac0-788102fcb878,KnowledgeDomain:Infancy,Caregiver{c p ,Zulu,2025-04-18 05:42:00,: 
9,-.,mostly06-fc05-4bd5-86cd-100d99bb9154,KnowledgeDomain:Infancy,2024,Yoruba,2025-01-15 19:56:00,infancy” 
14,caregiverinteraction,mostly21-d623-4d73-89f0-ae5851b9ab30,KnowledgeDomain:Infancy,location,Amharic,2024-04-29 17:40:00,"-, "
20,description,mostlyed-a923-4f08-acb7-ada23cbae36b,KnowledgeDomain:Infancy,If_: ,Amharic,2025-08-21 01:39:00,: 
1,recorded_“,mostly6d-62a7-4847-b768-ab5976ed294f,KnowledgeDomain:Infancy,F.,Yoruba,2024-09-07 14:29:00,caregiver 
4,If_or: ,mostly48-872a-4654-9800-ea4bd746beaa,KnowledgeDomain:Infancy,location ,Hausa,2024-03-20 05:18:00,Caregiver_significance
2,cultural_embedding,mostly23-7395-415e-a034-5adfbbd9cdb8,KnowledgeDomain:Infancy,caregiver_logic,Amharic,2024-08-05 03:37:00,", "
2,: ,mostly59-73b8-45fd-a3cb-9cabbbbc7267,KnowledgeDomain:Infancy,"agelanguage-,-0.770569,211791-0_07",Yoruba,2025-04-20 19:53:00,}S_
14,2024,mostlyc3-2413-4b77-a947-8f9c94bfcbed,KnowledgeDomain:Infancy,age_months,Amharic,2025-04-20 09:28:00,"curious”, "
22,location00,mostly46-b256-4172-a40b-d3812067c079,KnowledgeDomain:Infancy,R ,Swahili,2025-09-28 18:06:00,experience_or
0,"202401-192.524.8,-0.0.040093,- ",mostlycc-7bd0-4abe-af15-57d668b76413,KnowledgeDomain:Infancy,2025_or_at,Oromo,2024-07-11 19:51:00,playful
7,symbolic_sounds,mostly3f-f94a-46f3-8cef-0e2bd21d4dc9,KnowledgeDomain:Infancy, ,Shona,2025-09-28 18:06:00,: 
22,experience_tone,mostlya5-fff9-446f-b251-0492777b7db9,KnowledgeDomain:Infancy,agemonths,Zulu,2024-08-04 13:45:00,caregiver_months
12,Sl.,mostly08-d1a5-4583-9102-97b612961da0,KnowledgeDomain:Infancy,",0.639,1.,-0..-0.57,00-1..5953,-0.022,-0.753,-0.18104,0.38,1.080,-0.05,0.0.09,1703.1025.73",Swahili,2024-08-28 08:34:00,:“-u”ingy s p” 
11,Kes,mostly52-0814-49f4-ad20-74eb154a56e1,KnowledgeDomain:Infancy,symbolic_neural_,Amharic,2025-03-14 22:17:00,: 
2,age_type,mostlyd1-2ac9-4b43-b943-0f1761909ea4,KnowledgeDomain:Infancy,Com_ sor ,Hausa,2025-03-29 10:09:00,: 
13,joyful,mostly74-0d47-409c-adff-826c06e16d59,KnowledgeDomain:Infancy,", ",Oromo,2024-06-17 11:06:00,age__sounds 
6,: {,mostly2e-618f-4523-b153-f8950cc2d6c6,KnowledgeDomain:Infancy,", ",Yoruba,2024-05-12 16:28:00,"2024, "
3,O_interaction,mostly43-cc93-4329-b6f3-e024e8089c7f,KnowledgeDomain:Infancy,N,Zulu,2024-06-30 12:04:00,", "
10,caregiver: ,mostly3a-afc0-4c0a-b662-28df9caf5fdd,KnowledgeDomain:Infancy,Caregiver,Zulu,2024-09-28 21:20:00,location
10,caregiver,mostly14-9b40-42f4-8e13-b104100c871e,KnowledgeDomain:Infancy,infancy_,Shona,2024-08-04 06:42:00,C-
10,emotional_sounds_ ,mostly00-0105-4010-a6e2-85a746c5cb0a,KnowledgeDomain:Infancy,words_type,Shona,2024-03-03 22:46:00,"2024-09-1.249158,--1.09,-0."
20,} ,mostly32-c53f-45cf-b09b-576a1a56fd8b,KnowledgeDomain:Infancy,", ",Zulu,2024-01-19 22:05:00,", {"
18,"curious1,-",mostly97-5229-45c2-adb8-186ebcb2f280,KnowledgeDomain:Infancy,"secure--1.,104.713, 02",Amharic,2025-08-23 08:06:00,", {"
10,experience_significance,mostly52-fd6a-4bcf-a97e-e5a007444593,KnowledgeDomain:Infancy,"S-07,1 -07ancuring.77,0., ",Igbo,2024-06-17 09:40:00,“or
0,“,mostly4b-4b3c-49a7-9126-0614b6c1c416,KnowledgeDomain:Infancy,ces,Swahili,2025-03-09 04:55:00,_description
5,caregiver-_tone,mostly70-0992-4169-a15a-f725a81a2b24,KnowledgeDomain:Infancy,wordses{,Oromo,2025-09-28 18:06:00,emotional {
18,"OTs:arar,T:0000",mostly9e-a12e-4db9-8a9c-cb78e2f377fe,KnowledgeDomain:Infancy,Swahili,Amharic,2025-08-26 04:43:00,age__logic
10,descriptiond.,mostlya9-d129-4219-8627-3f7fdefc0cda,KnowledgeDomain:Infancy,playfullanguage,Yoruba,2025-07-30 22:34:00,Oor“king” andesa.
10,P_,mostly96-9670-4a10-878f-dfe19de4209b,KnowledgeDomain:Infancy,O,Zulu,2024-05-15 13:24:00,primarylanguage
18,"descriptionT anda”ing,”..",mostly5e-ac14-41d4-bbd2-9c746d953c02,KnowledgeDomain:Infancy,", {",Hausa,2024-03-03 03:42:00,“ 
12,words_type,mostly6a-7cb0-462d-a0eb-8cb64cf17a35,KnowledgeDomain:Infancy,experience_typemonths,Shona,2024-09-11 22:13:00,If0:00
6,caregiver_at,mostlya6-3dde-49c1-89fc-5ee995bc3794,KnowledgeDomain:Infancy,"L t mb mle s p to initsei, “h.",Igbo,2024-07-21 21:04:00,2024:00
15,", {",mostly64-4583-4391-a1be-8cd187bec886,KnowledgeDomain:Infancy,", ",Shona,2024-09-28 03:18:00,", "
5,",-",mostlyd4-bd9d-445a-8bd0-1ed936c3e082,KnowledgeDomain:Infancy,infancy{,Igbo,2024-11-17 15:13:00,experience_type
4,neural_language,mostly5b-b103-456e-8f32-0c252359cb49,KnowledgeDomain:Infancy,secure ,Hausa,2025-05-08 02:22:00,age_embedding
11,recorded_tone,mostly24-ef00-4f45-b392-5ecd19cc5d03,KnowledgeDomain:Infancy,primary_language,Hausa,2024-06-25 01:38:00,location
15,Yoruba,mostlybd-face-413e-9e5d-e676f7dd057b,KnowledgeDomain:Infancy,Caregiver“,Zulu,2024-02-05 23:56:00,“s.e
0,If_ ,mostly04-6477-4891-87a7-5d764ab973ed,KnowledgeDomain:Infancy,: ,Hausa,2024-07-21 22:42:00,neural_interaction
6,",",mostly36-73d6-4b92-b2c5-ba15fe185eb0,KnowledgeDomain:Infancy,20242024-0.,Zulu,2025-05-28 10:33:00,: 
7,neural_tone,mostlyef-135c-4131-9053-720d19b8c202,KnowledgeDomain:Infancy,: ,Igbo,2024-04-28 09:37:00,_type
10,_language”,mostly8c-d0cf-4c65-ac64-1f0da7345dc1,KnowledgeDomain:Infancy,“ “,Yoruba,2024-08-18 23:15:00,A_embedding
10,"secure,s, ",mostly85-811f-4788-95b1-89612b6b0dac,KnowledgeDomain:Infancy,"2024- then8ing07, ",Yoruba,2024-09-26 22:16:00,S 
7,2024_logic ,mostly64-09f7-4c29-bd7a-4dfbe208ebdd,KnowledgeDomain:Infancy,Swahilicultural-09041,Shona,2025-07-20 22:20:00,", "
7,O_{,mostlyad-f0e9-44fa-a624-4e27cf16ae99,KnowledgeDomain:Infancy,recorded_toneat,Oromo,2025-09-04 11:43:00,joyful
2,} ,mostly60-370f-4f0d-a338-87aa040b93a2,KnowledgeDomain:Infancy,: ,Oromo,2024-09-18 13:23:00,"caregiver,-0.59,-1.9"
20,"emotional, ",mostlyf4-3c23-47e3-a12a-878fed3c9daa,KnowledgeDomain:Infancy,words ,Yoruba,2025-04-13 23:48:00,symboliclocation
11,",recorded",mostly71-e86b-446e-a13f-353287495b18,KnowledgeDomain:Infancy,primarya,Hausa,2025-06-17 03:59:00,"L “, "
16,age_months,mostly13-ba59-43c9-9f82-6c4de59da22d,KnowledgeDomain:Infancy,description,Zulu,2025-03-11 10:16:00,neural_emotional
6,neural_If p,mostly62-bb69-4fea-a1f5-c57842198a76,KnowledgeDomain:Infancy,", {",Oromo,2025-09-01 08:09:00,caregiver_type
15,primary_sounds,mostlyf9-d035-43ba-a0d2-dc68e05914f0,KnowledgeDomain:Infancy,", ",Igbo,2024-03-24 08:20:00,
24,Ifr,mostly76-d2c8-4674-a85d-b6744d9504ee,KnowledgeDomain:Infancy,symbolic_tonemonths,Shona,2024-11-23 04:26:00,_embedding:-
10,neural_{,mostlyf1-3ddb-43b6-892a-2c300dca42ec,KnowledgeDomain:Infancy,If} ,Zulu,2024-12-21 13:41:00,"wordsemotional_or, "
11,experience019..,mostly85-7abf-4c13-a619-e29a963ad147,KnowledgeDomain:Infancy,Igbo-0.,Hausa,2024-12-01 23:22:00,S
5,description,mostly71-2d7b-4cb2-9993-e0f56482fb10,KnowledgeDomain:Infancy,C_languageat,Zulu,2025-09-23 06:13:00,recorded_type
18,If_months,mostly11-4328-434c-914e-9c7c9996d7f2,KnowledgeDomain:Infancy,caregiver_type,Hausa,2025-03-01 08:47:00,
6,", ",mostlyf1-39cd-45cc-88ce-a31adde4b236,KnowledgeDomain:Infancy,", ",Yoruba,2024-01-14 22:49:00,Ift-te.
12,: ,mostly37-6ab8-432e-b24e-5a14cf5acea7,KnowledgeDomain:Infancy,: ,Hausa,2025-09-23 13:25:00,cultural_significance
3,secure,mostly88-72b9-4237-9be7-7df6d851683a,KnowledgeDomain:Infancy,,Hausa,2024-06-01 22:08:00,emotional_Tsounds
11,recorded_soundsing,mostlye9-26c1-41a9-b1d3-51a7a80ea139,KnowledgeDomain:Infancy,emotional_sounds,Yoruba,2024-10-14 05:49:00,", -,1."
12,experience ,mostly51-e614-4f4b-957a-cadbe41d199b,KnowledgeDomain:Infancy,} ,Oromo,2024-05-14 20:22:00,emotional_sounds
9,", ",mostlyed-9ad9-4702-aee2-2ccb66969d37,KnowledgeDomain:Infancy,Caregiverforescona ande.,Shona,2024-03-10 03:13:00,K:
11,"symbolic_or-e,.",mostly1c-490d-41b8-8e25-ffcf1ffecfe0,KnowledgeDomain:Infancy,", ",Yoruba,2025-09-27 01:41:00,infancy
5,: ,mostly5e-ac15-4f2a-9c69-c71262993e2e,KnowledgeDomain:Infancy,"L ses andes, ",Igbo,2025-04-23 21:18:00,caregiver_interaction
11,: ,mostly33-deee-42f8-b3ff-8bf8ddeebc74,KnowledgeDomain:Infancy,wordsor_type,Hausa,2025-09-28 18:06:00,primary_embedding
13,cultural_interaction,mostly52-52c0-4108-96da-a484864b1b5f,KnowledgeDomain:Infancy,neural ,Igbo,2024-12-13 03:18:00,", "
7,caregiver_months,mostly6a-87c7-4b49-be23-e224820865a5,KnowledgeDomain:Infancy,},Shona,2024-09-13 13:11:00,2024esmT b0.054: 
10,A,mostlyd6-d191-4036-ba3b-afc38823fee7,KnowledgeDomain:Infancy,: ,Yoruba,2025-09-28 18:06:00,}}{
12,joyful,mostly7c-95d4-4989-b402-87d8fe248ebd,KnowledgeDomain:Infancy,", ",Shona,2024-03-18 21:22:00,S_logic
24,"“, {{",mostly7f-4623-45fb-852e-eed377833ccb,KnowledgeDomain:Infancy,}_language,Hausa,2024-09-30 23:10:00,cing:type:00
2,recorded_sounds,mostlyb6-075c-40fb-a7c1-bc1034998327,KnowledgeDomain:Infancy,experience_type,Yoruba,2025-04-03 02:47:00,“
22,},mostlya9-604d-482c-b263-5e7eb6396c24,KnowledgeDomain:Infancy,2025{,Hausa,2025-05-28 21:14:00,“emotionalalpar:00
14,If withhu,mostly8f-8e52-401b-b1d3-8f4b950a1e14,KnowledgeDomain:Infancy,Nam,Oromo,2025-08-10 01:22:00,joyful  
3,recorded_tone,mostlyf8-c236-4758-b293-b77d0892de71,KnowledgeDomain:Infancy,: ,Oromo,2024-03-08 13:01:00,motor
13,words_months,mostlye4-8d1a-4943-92ed-fb9786b3a667,KnowledgeDomain:Infancy,_months,Oromo,2025-06-08 14:43:00,neural_logic
22,description,mostly90-2f77-4fef-b4f1-7b771c5770c8,KnowledgeDomain:Infancy,OTT,Zulu,2024-01-05 17:13:00,infancy
16,“,mostlyb1-2261-48a7-9e86-e43a3c9c6f4c,KnowledgeDomain:Infancy,2024--,Shona,2025-08-03 07:22:00,neural_: 
1,words_or ,mostly58-aa06-430d-a342-5c5abc71d0a8,KnowledgeDomain:Infancy,,Yoruba,2024-06-27 23:36:00,primary_significancelanguage
24,F,mostlya2-788e-4b7d-a3bf-12b6a8853834,KnowledgeDomain:Infancy,primary_tone,Yoruba,2024-11-23 00:04:00,c
20,neural,mostly79-0dd2-4d65-96af-e6b9e1c8395f,KnowledgeDomain:Infancy,},Igbo,2024-11-03 13:13:00,If_“
20,words_or_language,mostlyfa-bbd2-4439-8777-9588e1aa7514,KnowledgeDomain:Infancy,P,Yoruba,2025-03-13 17:53:00,}
4,caregiver_interaction,mostlye5-dea8-4bc9-a8f1-6eac445b5bba,KnowledgeDomain:Infancy,", ",Zulu,2024-01-15 05:29:00,neural_language
6,emotional_tone,mostly94-05e0-468a-80c0-c1bd3bb6a10d,KnowledgeDomain:Infancy,If ,Swahili,2024-07-24 13:01:00,: 
4,infancy ,mostly0c-66d4-45ed-884e-23150e85d0f8,KnowledgeDomain:Infancy,emotional_interaction”s,Hausa,2025-06-01 13:50:00,"curious-_or,0.121216,”1: -."
18,Orecorded_months,mostly7b-2f1a-4b88-8f84-33bcc35b954f,KnowledgeDomain:Infancy,: ,Igbo,2024-02-05 12:13:00,", "
6,"“,00",mostlybd-b890-43ce-9309-aa66cce02df9,KnowledgeDomain:Infancy,", ",Yoruba,2024-12-12 03:56:00,caregiver_significance
24,: ,mostlycd-aa96-4d06-86f0-0471ceadfce6,KnowledgeDomain:Infancy,E”“te”.,Hausa,2025-09-27 18:22:00,} {
4,““nbh srk pe,mostly9d-e0c2-479f-b2b2-0152a3b2daf2,KnowledgeDomain:Infancy,cultural,Amharic,2024-05-12 02:57:00,symbolic_months
14,"Swahilicingae tt forrk s d and ping,.",mostlyb0-3d20-433b-98a2-b98d12649bc9,KnowledgeDomain:Infancy,If,Hausa,2024-01-23 12:34:00,2025
4,neural_,mostly42-2e7c-47bc-88e7-43ba7c693650,KnowledgeDomain:Infancy,: ,Hausa,2024-01-05 10:22:00,If ptkh
4,: ,mostly1f-e089-46be-a455-4fc7f5f59b9a,KnowledgeDomain:Infancy,infancy,Yoruba,2024-11-14 18:26:00,symbolics andr.
5,“ ,mostly8d-1656-4149-9660-2d4f6ec20cd7,KnowledgeDomain:Infancy,", ",Oromo,2024-12-28 06:53:00,curious
11,playful ,mostly9f-80a5-4492-9700-f833b684d118,KnowledgeDomain:Infancy,neural_or}_embedding,Hausa,2024-08-07 14:11:00,C
18,symbolic_type,mostlyf6-b1e0-4f7e-95e7-88861ec424ae,KnowledgeDomain:Infancy,", ",Swahili,2024-12-03 13:08:00,age_0m: 
15,recorded_months,mostly17-3911-455f-b0f1-0c77fb5c9c06,KnowledgeDomain:Infancy,: 22,Shona,2024-07-03 01:15:00,curious{
18,cl ,mostly5f-0b7c-4a82-a37d-8e33d91d9ac3,KnowledgeDomain:Infancy,,Shona,2024-06-24 22:08:00,Caregiver__
11,T,mostly9e-037f-4296-b8bb-507f255e71da,KnowledgeDomain:Infancy,: ,Yoruba,2024-03-05 16:46:00,E
4,curious,mostly60-a320-4d05-86b6-362cb4715ef8,KnowledgeDomain:Infancy,:-,Amharic,2024-01-27 22:18:00,description
7,“,mostly7c-f024-423d-ad3c-026abe0617bf,KnowledgeDomain:Infancy,description,Shona,2024-01-14 15:00:00,: 
12,: ,mostlya8-f3bf-4228-8ffc-197f08e23844,KnowledgeDomain:Infancy,age_: ,Swahili,2024-05-19 15:45:00,recorded_sounds
6,symbolic_sounds,mostly43-312a-48cb-9c8f-c4fc49101c57,KnowledgeDomain:Infancy,description,Igbo,2024-03-28 03:34:00,recordedIf 
20,primary,mostlyb4-f087-420e-a39c-c498efab0922,KnowledgeDomain:Infancy,", ",Yoruba,2025-04-27 19:12:00,
18,", ",mostlye3-5787-48bc-a3e2-f0c6715bfb40,KnowledgeDomain:Infancy,infancy ,Amharic,2025-04-28 13:05:00,"Caregiver-08sa in, "
24,age_significance,mostly28-568a-4069-b04b-46b0ca96dd4f,KnowledgeDomain:Infancy,descriptionlogic,Zulu,2024-02-12 05:43:00,Iftes”
1,E,mostlyb3-9bcd-4425-8272-6c49b793b814,KnowledgeDomain:Infancy,symbolic_significance,Yoruba,2024-01-04 22:03:00,Hausa
24,“h_or::00,mostly34-34ef-476b-a435-fffb664b9d08,KnowledgeDomain:Infancy,: ,Shona,2025-06-09 21:19:00,} 
9,emotionalrecordedtone,mostlyc8-8db9-42b9-ae27-b16a1eb6f5ec,KnowledgeDomain:Infancy,", ",Yoruba,2024-02-07 19:41:00,caregiverage_language 
11,emotionalm}_months,mostly81-bc3e-4685-ac02-d6c66cb332b9,KnowledgeDomain:Infancy,secure,Hausa,2024-08-29 06:11:00,experience_at
10,caregiver_or ,mostlyef-70e9-4aa2-838b-722608cfad3f,KnowledgeDomain:Infancy,Hausa} ,Zulu,2024-01-06 13:08:00,", “edarofhss tin go, "
8,: ,mostly73-c141-4fa7-b1f5-fa09681868c4,KnowledgeDomain:Infancy,R_interaction,Swahili,2024-03-19 13:17:00,: 
14,", ",mostlyea-ff20-4be8-8701-cac6a753f146,KnowledgeDomain:Infancy,words_{,Igbo,2024-01-28 12:55:00,If
9,"Se, then",mostlya3-8f66-4618-bcb6-54ee257b4d11,KnowledgeDomain:Infancy,} ,Yoruba,2025-03-21 19:49:00,S
5,words_or_tone,mostly40-7153-45af-952f-9084e4766e3b,KnowledgeDomain:Infancy,,Igbo,2025-04-26 08:20:00,", "
6,: ,mostly81-e9d9-4a67-81d7-2fa12726214d,KnowledgeDomain:Infancy,Ifl and a to b.,Swahili,2024-08-21 20:29:00,", "
15,: ,mostly57-83fa-48b2-982b-2202c39613f6,KnowledgeDomain:Infancy,S,Oromo,2025-02-15 03:37:00,CaregiveringT.
24,"2025.-0,-1.85730930.22,1., ",mostly40-bf32-4251-8f9d-7beb1de72cde,KnowledgeDomain:Infancy,"neural_, ",Swahili,2025-09-28 18:06:00,",_embedding"
8,}_at,mostly6b-2a94-4c29-8888-93676e647982,KnowledgeDomain:Infancy,experience_significance,Swahili,2024-03-03 19:28:00,", "
14,"playfulT-0.16,0.3, ,0.547,1.092, ",mostlycc-8bde-4f70-b6ec-bf1992c2d353,KnowledgeDomain:Infancy,"joyful000ul,-0.0661326,4,0.9073,_-42.",Amharic,2025-08-28 19:50:00,emotional_ortone
2,: ,mostly78-bc95-4872-9ec4-3b46b9ae5338,KnowledgeDomain:Infancy,wordswords_language,Zulu,2025-08-06 23:59:00,experience
5,"If meressl m ba,-1.",mostly86-ba9b-4e4e-9027-95fa5f5dfb06,KnowledgeDomain:Infancy,emotional_sounds,Igbo,2024-12-08 06:14:00,P
3,“a c” andtsbu.,mostly6f-a4a4-4076-b050-e0a2dc19199b,KnowledgeDomain:Infancy,"20241.,-1.724,-0.-20,0.45,-0.7,-524T-1.7137",Hausa,2024-07-13 14:18:00,"location, "
12,Psounds,mostlyc3-44f4-43ee-b714-30a3e6da422c,KnowledgeDomain:Infancy,", ",Oromo,2024-04-28 08:20:00,primary_”
5,emotional_embedding,mostly2a-62da-455d-aafa-47399c9ba1cb,KnowledgeDomain:Infancy,", ",Shona,2024-09-24 06:23:00,primary_language
12,", ",mostly93-4239-4eeb-bd2d-240da97a9790,KnowledgeDomain:Infancy,"}} -2.79,-",Amharic,2025-07-20 02:00:00,curious
8,emotional_typee c,mostly87-fd0d-4a74-823d-2a333c8573df,KnowledgeDomain:Infancy,"Nau mss m,ing g: ",Swahili,2025-05-23 17:05:00,"2024, "
24,", ",mostly49-03d6-4408-b31b-91f3826b7a8e,KnowledgeDomain:Infancy,“,Yoruba,2024-11-12 12:03:00,"Ife,u"
