age_years,description,id,labels,location,primary_language,recorded_at,symbolic_logic
19,: ,mostlybc-c25b-433a-b0d3-10d002ffd181,Adolescence:KnowledgeDomain,"adolescence in, aingeditaroyinge withs in with; in, in to.",Oromo,2025-02-22 22:53:00,-0.1223: 
15,recorded {,mostly41-8e71-492f-8400-fdc592df2371,Adolescence:KnowledgeDomain,"A,scenario.",Swahili,2024-04-12 01:03:00,primary_dynamics
17,peer_at,mostly9e-972e-40b7-a706-4c075ba4fb0c,Adolescence:KnowledgeDomain,scenario_process,Hausa,2024-08-01 06:26:00,"-0.4.},060.28, ,-0.6,-.,1.1585"
17,H,mostlyaa-38b5-405a-a958-2e8e86871d85,Adolescence:KnowledgeDomain,Cgrowth,Zulu,2024-02-18 17:32:00,", "
17,-.1.19,mostlye9-1b94-4e03-ad51-9d987c7caaa6,Adolescence:KnowledgeDomain,P_ to,Amharic,2024-09-03 16:59:00,: 
17,reasoning_type,mostly48-9fbc-4739-8ed4-859b0cc05210,Adolescence:KnowledgeDomain,neural,Zulu,2025-06-24 03:05:00,primary_process
13,: ,mostly89-819a-4c55-a2ac-b5c168c3f991,Adolescence:KnowledgeDomain,age_years,Yoruba,2025-04-22 10:31:00,B
16,A ,mostlyd5-aff3-489b-ab2d-da260a8309fb,Adolescence:KnowledgeDomain,: {,Hausa,2025-06-25 01:35:00,Some
18,adolescence_tension,mostly22-e4e4-4676-a1c2-57dd76889e25,Adolescence:KnowledgeDomain,", {",Swahili,2024-11-02 04:54:00,C
13,reasoning,mostlyb7-48b4-4361-a243-5985fbb6e7d5,Adolescence:KnowledgeDomain,2025_,Zulu,2024-01-26 11:23:00,P
13,-0.,mostly27-08a9-4ee7-a933-d54f28767418,Adolescence:KnowledgeDomain,C,Swahili,2025-04-24 22:01:00,",1 "
19,emotional,mostly2c-6fc1-4ec4-8989-b1a39a158c01,Adolescence:KnowledgeDomain,Al: ,Amharic,2024-01-02 19:22:00,:1
19,scenario,mostlyab-6b42-40f9-b3cc-7b8e944d4535,Adolescence:KnowledgeDomain,wisdom_gaineding,Amharic,2025-09-30 21:39:00,"He, "
13,peer_dynamics,mostly1d-a1df-4f08-a09f-b4d4486ce2d3,Adolescence:KnowledgeDomain,leadership,Zulu,2024-08-29 16:28:00,:00
16,A,mostlyea-ef60-430b-b50c-21c9dd32bcf5,Adolescence:KnowledgeDomain,independence_at,Swahili,2025-09-30 21:39:00,: 
14,", {",mostly00-e60a-4f8c-be35-85141b24cb2f,Adolescence:KnowledgeDomain,: ,Hausa,2024-12-26 16:35:00,adolescence
15,location,mostlybf-7dec-490f-a172-db70e5ac48f6,Adolescence:KnowledgeDomain,", ",Yoruba,2025-01-21 18:15:00,: 
17,emotionalt_growth,mostlyf2-7692-48ed-acb7-0e868c099e8e,Adolescence:KnowledgeDomain,reasoningat,Zulu,2025-02-12 23:57:00,", "
16,", ",mostlyb9-4d10-476a-9697-0a635479c793,Adolescence:KnowledgeDomain,C,Shona,2025-02-06 20:53:00,peer_type
18,ethical,mostlyf0-7445-4861-a639-b20c2074f05e,Adolescence:KnowledgeDomain,scenario ,Hausa,2024-05-28 07:04:00,peer_attension
17,:,mostlye7-a269-47f6-8a90-98a2e078199f,Adolescence:KnowledgeDomain,outcome,Yoruba,2024-08-01 10:29:00,", "
13,"}0024, not- ",mostlyc7-4b1b-41e4-9d9e-28e4a98f0428,Adolescence:KnowledgeDomain,A{,Oromo,2024-02-09 22:45:00,emotionalneural
16,scenario_years}: ,mostlya6-cb0a-46ac-a13e-2c886d25edb8,Adolescence:KnowledgeDomain,"}-28}0.,-, tension",Hausa,2024-06-30 11:54:00,H.
18,", ",mostlyfc-bcdb-4a86-9ad8-c443e64699b8,Adolescence:KnowledgeDomain,age ,Yoruba,2024-06-09 11:17:00,"cultural,_dynamics"
18,neuralneural,mostlyfb-4886-4d42-929e-b6dac3608361,Adolescence:KnowledgeDomain,neural_gained,Amharic,2024-12-11 22:37:00,symbolic_years
13,recorded_process,mostly1f-318b-46fc-80fd-4437d6c1f1c0,Adolescence:KnowledgeDomain,location_tension,Zulu,2025-08-06 07:57:00,", "
18,wisdomprocess aar ,mostly5e-09a1-48a1-8c61-fe62b2f4e1be,Adolescence:KnowledgeDomain,recorded_logic,Hausa,2024-04-30 16:03:00,wisdom_at
17,peer_,mostly5b-26f7-4420-bfff-92a791efb003,Adolescence:KnowledgeDomain,He,Yoruba,2025-05-26 05:50:00,", "
17,He,mostly54-4b16-4b4b-b0d9-e3395fb2c06f,Adolescence:KnowledgeDomain,Some,Yoruba,2024-02-26 01:03:00,: 
17,: ,mostlyb3-c14b-4319-aaf0-cc8b6e057fcd,Adolescence:KnowledgeDomain,S,Igbo,2025-08-19 02:48:00,"In1,."
15,emotional_embedding,mostly73-d21d-4ef2-8c85-8aca7a4193b3,Adolescence:KnowledgeDomain,", ",Hausa,2024-02-07 22:45:00,description
15,emotional_at,mostly5f-0cf1-49d7-8a48-3e6ea616c79e,Adolescence:KnowledgeDomain,outcome ,Igbo,2024-11-24 21:14:00,age_ 
18,He.,mostly49-ba0c-4f6c-bde3-a13cb49ee031,Adolescence:KnowledgeDomain,: ,Igbo,2024-05-07 22:10:00,"ethical,-0.24,0."
16,reasoning_growth,mostly36-8a3f-4f2b-96c6-d71c45065f52,Adolescence:KnowledgeDomain,", ",Yoruba,2024-07-28 14:42:00,outcome
15,recorded_growth,mostly28-0467-4c3c-bea2-fe76ecc0480c,Adolescence:KnowledgeDomain,R,Amharic,2024-10-30 13:23:00,"20240-04,-0.,8.270.166, "
17,A-.0.,mostly2d-f780-4a51-8db6-c80eeda1514b,Adolescence:KnowledgeDomain,peer_at,Swahili,2025-09-12 07:50:00,", ,"
15,He lr ctingt f foringyt m and m anding anderic with; aes my aing.,mostly60-56c3-49ae-8385-fb429cfd1c2f,Adolescence:KnowledgeDomain,"}0.025696-03.090.2727129,0.19,-01.-019,--0.739-1.02863,002,000.33600,0..",Swahili,2025-03-14 11:52:00,He
19,Hausa,mostly80-e3ec-495d-b1a0-d83fb6d24170,Adolescence:KnowledgeDomain,emotional_: ,Oromo,2025-05-09 16:24:00,"adolescence, {"
16,cultural_gained,mostly34-7377-436f-a3a0-0d776e44c74a,Adolescence:KnowledgeDomain,: ,Hausa,2024-04-30 16:03:00, 
14,"0.7063,0.0.49,, ",mostlya5-97e4-4b50-9f61-81b00fb1b406,Adolescence:KnowledgeDomain,", ",Amharic,2024-04-13 23:31:00,scenario_type
16,",embeddinggained",mostlyaf-8f2a-4cb2-ad51-cbffe231e338,Adolescence:KnowledgeDomain,E,Swahili,2024-08-06 20:26:00,", "
13,neuralembeddinglogic:00,mostlyd9-144e-4b49-ad15-ec5a4471018b,Adolescence:KnowledgeDomain,reasoning_language,Hausa,2024-05-30 12:41:00,primaryShe
19,: ,mostlye1-e38b-44a7-b083-dad7a8d3a7c9,Adolescence:KnowledgeDomain,location,Yoruba,2024-01-23 13:03:00,emotional_growth
18,,mostlyf7-375a-45b1-8ae4-448a7fa39642,Adolescence:KnowledgeDomain,", ",Yoruba,2025-03-29 11:32:00,recorded_years
19,C_at,mostly03-2e55-4697-91a1-1c9a527c2677,Adolescence:KnowledgeDomain,peer_growth,Oromo,2024-03-10 01:04:00,", "
15,: ,mostlya7-7f62-42d4-82f6-f5c570f017ff,Adolescence:KnowledgeDomain,A andatat,Amharic,2025-08-05 21:50:00,adolescence_gained
17,An ded many with f inedes.,mostly17-01c0-47bc-a1f8-1f3d044a12df,Adolescence:KnowledgeDomain,symbolic_embedding: ,Shona,2025-09-30 11:21:00,scenario_dynamics
16,wisdom ,mostlya4-1172-4af6-b69f-f38f7937df0d,Adolescence:KnowledgeDomain,:00years,Hausa,2024-05-12 06:16:00,symbolic__gained
17,: ,mostly39-3cd0-4187-a9fc-4f241a65ae0a,Adolescence:KnowledgeDomain,", ",Zulu,2024-03-14 18:11:00,_growth
18,", ",mostly80-d9b6-43ec-822d-e6e0e92ac19a,Adolescence:KnowledgeDomain,scenario-0.,Shona,2024-05-07 15:35:00,cultural_embedding
15,symbolic-07T d}al ,mostlya2-1390-4966-a463-b77af8acc33d,Adolescence:KnowledgeDomain,: ,Hausa,2025-08-27 18:20:00,P_dynamics
19,peer,mostly42-a0b2-4238-877f-dc24d58bbdb3,Adolescence:KnowledgeDomain,2024-,Igbo,2024-05-17 20:45:00,He 
19,outcome,mostlyf6-1696-4090-8ec3-d7b2b6b02028,Adolescence:KnowledgeDomain,peer_growth0,Swahili,2024-12-10 07:52:00,location: 
18,P,mostly6e-0a1c-4724-8bda-fec0ee73ee77,Adolescence:KnowledgeDomain,age_0.,Yoruba,2024-05-18 22:50:00,2025_embedding
19,",",mostlye3-3ac1-4c54-8135-4edc42ac6b88,Adolescence:KnowledgeDomain,"Sheembeddingsee,o ins, – sar fel the.",Igbo,2024-06-08 12:19:00,description
14,", ",mostly96-cc76-452a-9046-7b64c4c2e825,Adolescence:KnowledgeDomain,He-0.,Swahili,2024-09-10 11:36:00,: 
14,A,mostly92-0831-4897-aaff-735bf333a37a,Adolescence:KnowledgeDomain,age_gained,Hausa,2025-07-31 09:35:00,If_at
13,wisdom_,mostly99-3a47-45f8-98b1-fda131898b10,Adolescence:KnowledgeDomain,primary_process,Oromo,2025-09-30 21:39:00,: 
18,A ,mostly0f-5244-4038-addc-2f80c1670721,Adolescence:KnowledgeDomain,primary_gained,Amharic,2024-03-30 11:10:00,primary_gained
19,", ",mostlyd4-65b7-44b4-b94e-013da698391e,Adolescence:KnowledgeDomain,",-_growth",Amharic,2024-11-23 05:05:00,primary_:
14,description,mostly9c-8279-41c7-920b-338641f87344,Adolescence:KnowledgeDomain,neural_embedding,Igbo,2024-06-13 14:58:00,location
19,B,mostly9a-d29e-4733-8c22-64c8432f794a,Adolescence:KnowledgeDomain,primary_dynamics,Igbo,2025-09-30 21:39:00,description
14,wisdomprocess ,mostlycb-eac8-4794-8a0d-efa7fe9c2e32,Adolescence:KnowledgeDomain,In,Igbo,2024-03-01 09:56:00,", "
19,,mostlyf4-2e40-49b8-aca3-9aef53484a9f,Adolescence:KnowledgeDomain,scenario_T,Amharic,2024-08-17 20:57:00,peer_dynamics
14,"age, ",mostlydc-4c86-48bb-ba48-2ef7a7890471,Adolescence:KnowledgeDomain,", ",Oromo,2024-04-28 01:40:00,_
18,"P.2308, ",mostlyac-aaa2-4e0e-bcbd-c926282ae182,Adolescence:KnowledgeDomain,wisdom_embedding,Zulu,2025-07-01 16:10:00,scenario_gained_type
18,"symbolic-0.9,1.6,23,0.42,.",mostly16-9436-4853-8a1c-702fe994ada2,Adolescence:KnowledgeDomain,",_logic",Amharic,2025-09-30 21:39:00,scenario0.
19,symbolic_years,mostly46-bff9-4164-b82e-14495fadf428,Adolescence:KnowledgeDomain,If_type,Swahili,2025-09-30 21:39:00,Aale: inskrs.
15,outcome,mostly8d-51a7-4ee5-a632-1550717b063d,Adolescence:KnowledgeDomain,"emotional, {",Yoruba,2024-05-05 11:34:00,", "
19,"-0.09,-0.63,5-1.,9003,00.1,1.8638,-1.",mostlycc-af5c-47a1-97f6-5e52221b519f,Adolescence:KnowledgeDomain,_at,Oromo,2024-03-22 13:41:00,", Nigeria "
14,recorded_,mostly35-954f-4cdd-88ef-01d66d56fc41,Adolescence:KnowledgeDomain,outcome,Shona,2024-05-15 23:54:00,Cembedding
13,C_gainedlanguage,mostlycb-288b-4ef0-8108-52863df02969,Adolescence:KnowledgeDomain,symbolic_logic,Igbo,2025-07-26 20:08:00,He_growth: 
19,,mostly37-493e-42e1-9946-665520870bef,Adolescence:KnowledgeDomain,", ",Oromo,2025-05-26 16:21:00,
14,-0.,mostly9f-9b7f-4d7e-b2f7-4cc56ca3acb7,Adolescence:KnowledgeDomain,Sheee and ata the.,Hausa,2024-12-18 10:22:00,primary_language
14,",language, {",mostlyd5-d312-40e3-9162-e6c960dbb780,Adolescence:KnowledgeDomain,emotional_,Yoruba,2025-03-05 04:00:00,symbolic_at
17,"-01,--1.",mostly50-04cb-4880-8c9d-1f2458c50a90,Adolescence:KnowledgeDomain,Aesaalr theo c.,Hausa,2024-09-10 05:32:00,A 
16,_ ,mostly14-5a3b-4409-8318-8cf367b425d8,Adolescence:KnowledgeDomain,location_tension,Hausa,2024-02-16 22:23:00,", "
13,", ",mostly10-91c1-48a1-95a3-7900eda2f049,Adolescence:KnowledgeDomain,symbolic {,Oromo,2025-03-26 23:04:00,adolescence
17,P_embedding,mostlybb-9cc4-4d09-a9e6-e31cfa030b46,Adolescence:KnowledgeDomain,,Zulu,2025-05-20 07:21:00,B_logic
18,Hetension,mostly97-a145-4b05-9897-7d8fb0c90968,Adolescence:KnowledgeDomain,emotional,Amharic,2025-04-07 20:23:00,"reasoning-09T1,-0.-115,0.509,1."
19,", ",mostly53-13bb-46c6-b723-130ac023eb02,Adolescence:KnowledgeDomain,neural,Amharic,2025-08-11 15:09:00,"symbolicinged tos in.a with0.82371,0.091889,0.42-49,23-0.12-3}0.635-09-067,-."
16,", a.-}-0",mostly61-a0e8-45bb-b833-2163b9d680e4,Adolescence:KnowledgeDomain,2024,Igbo,2024-01-27 10:40:00,"symbolict,"
17,primary,mostly2f-568d-4fb9-bb4d-616222bddac2,Adolescence:KnowledgeDomain,"2024-060.03,0.6328,00",Oromo,2024-03-22 12:43:00,emotional_gained
13,", ",mostly01-89a5-4a91-9699-199aa9ba86cc,Adolescence:KnowledgeDomain,"-10,-0.39,-0.2,1.60,0.",Shona,2024-09-01 14:18:00,"Friendswy- p, and witharsenoer f, syen f and with,eoy."
15,-,mostly58-7fef-4500-96c5-87a30cee9ddd,Adolescence:KnowledgeDomain,"symbolice-et in s c as and w f sio eder win;ars- the, and  pin ds",Yoruba,2025-06-18 19:09:00,B7
17,,mostlyb7-aff4-42cf-8fef-af6c1cd98e8c,Adolescence:KnowledgeDomain,Sing totm ,Zulu,2025-09-30 21:39:00,A 
13,symbolic.,mostly6e-d70f-4d5c-b6b0-a40dfdf7cbef,Adolescence:KnowledgeDomain,wisdom_,Yoruba,2024-07-11 06:21:00,", "
16,"scenario-04--12,0.724T: ",mostly65-38a3-44d7-976b-ab2c7447b2d9,Adolescence:KnowledgeDomain,adolescence,Yoruba,2024-08-23 21:53:00,location
17,emotionals,mostlyaa-3e9b-4ade-b469-1ecb29319ec6,Adolescence:KnowledgeDomain,symbolic,Swahili,2024-09-09 09:42:00,reasoninglocationar0.
14,} ,mostly08-9ad7-4765-adc8-13d1631bcf53,Adolescence:KnowledgeDomain, ,Zulu,2024-07-17 02:05:00,"symbolicoutcome d- fing the a ay school der to-sial-.01090.045,-0.7."
14,"Eageatal, essyc ints in initkuess drasdc ",mostly34-e5a9-4eef-85e0-6bde1fabc652,Adolescence:KnowledgeDomain,",--10.0323045,-0.48",Amharic,2024-11-12 12:08:00,outcome
14,"recordedratar,-, Nigeria.",mostly18-1a1d-45c0-9fd9-cdfc0092578f,Adolescence:KnowledgeDomain,wisdom_type,Yoruba,2025-02-03 21:07:00,", "
16,Alfen dalenting pkiiterer a cf aafleing:,mostly43-41cd-40bb-9add-877b0049b091,Adolescence:KnowledgeDomain,"2024--0724000.902,.",Swahili,2024-09-19 08:53:00,S
16,scenario_typeerl,mostly32-d89f-476d-86c5-647100769de8,Adolescence:KnowledgeDomain,Mprocess-,Oromo,2025-04-05 12:32:00,P_
16,symbolic_,mostly51-507d-430a-8366-44978c003c34,Adolescence:KnowledgeDomain,Mlingc c forite.,Hausa,2024-12-03 18:14:00,symbolic__years
18,scenario{,mostly78-3f6f-4831-9594-665cc663f9ca,Adolescence:KnowledgeDomain,", ",Shona,2025-09-30 21:39:00,adolescenceat
13,A_years,mostlya6-28cf-4c1e-80e7-4caed3e7cab8,Adolescence:KnowledgeDomain,scenario_gained,Oromo,2024-04-07 01:54:00,description
14,", ",mostlye2-e742-4842-a93c-da6dbbe77f35,Adolescence:KnowledgeDomain,A_: {,Amharic,2025-01-13 17:44:00,A
16,: ,mostly75-5894-4f78-901c-f076f3c82342,Adolescence:KnowledgeDomain,outcome,Hausa,2024-03-09 11:17:00,adolescence{
17,: ,mostlya1-b263-46bb-82e4-aab25ec143b0,Adolescence:KnowledgeDomain,peer_type,Igbo,2024-07-28 15:22:00,She
19,"0,-.",mostly8c-888a-4d52-b672-b0376b98728d,Adolescence:KnowledgeDomain,age_,Oromo,2024-10-29 02:08:00,: 
17,outcome,mostly56-115a-4b0d-acdf-6dbc67f26c48,Adolescence:KnowledgeDomain,,Hausa,2025-04-30 01:35:00,emotional
16,description,mostly33-a2f4-40d1-916c-9e357a931cf7,Adolescence:KnowledgeDomain,O too,Yoruba,2024-01-14 16:14:00,} 
14,: ,mostly09-8164-47ef-aadb-0517293eadde,Adolescence:KnowledgeDomain,", ",Amharic,2025-03-30 22:37:00,", "
14,", ",mostlyb2-5663-4bb5-95f0-095fa76e86f3,Adolescence:KnowledgeDomain,_language,Amharic,2024-03-24 17:10:00,peer_language
17,agelanguagee and in ,mostly9e-5706-45eb-b010-8065241557be,Adolescence:KnowledgeDomain, ,Yoruba,2025-06-06 04:20:00,", "
16,"He, ",mostly58-107a-4785-803c-1e7986a362b7,Adolescence:KnowledgeDomain,"A, ",Yoruba,2024-06-21 21:35:00,::
13,2024,mostlyad-4320-4b16-86e9-25f3a8dc0e4f,Adolescence:KnowledgeDomain,0.28,Swahili,2024-01-26 12:16:00,",recorded"
18,"A to--0.,0.20,, {",mostly43-4204-4460-b6b5-570de02f583e,Adolescence:KnowledgeDomain,A boyingc,Zulu,2024-04-10 07:54:00,: 
19,: ,mostlyd7-6f3a-4dfd-b44e-d65b4ed38061,Adolescence:KnowledgeDomain,"10303,--03.05-.,: ",Igbo,2025-07-05 22:21:00,:00
13,empathy,mostlyc6-a06f-4031-9ef2-2c8ea8d7ab4f,Adolescence:KnowledgeDomain,He,Swahili,2024-03-28 02:16:00,peer_gained
14,: ,mostly3f-219c-4b5a-a22e-735d2cd8eacc,Adolescence:KnowledgeDomain,outcome,Zulu,2025-06-15 22:28:00,wisdom_
15,neural,mostly54-24f9-4a27-bc20-fad17e415ceb,Adolescence:KnowledgeDomain,primaryembedding_type,Swahili,2024-01-23 04:35:00,"A; dala, "
19,P,mostlyb3-3c44-414b-b798-36d867b36724,Adolescence:KnowledgeDomain,symbolic__type,Hausa,2024-07-17 20:50:00,agewe
16,reasoning_dynamics,mostlyb8-4396-42c0-8787-e0a2f194bb60,Adolescence:KnowledgeDomain,_language,Swahili,2024-03-09 04:26:00,Sk
18,:} ,mostly9b-69df-4d4f-9b0c-e9b4362cf2cf,Adolescence:KnowledgeDomain,empathy_tension,Yoruba,2024-06-23 07:50:00,A 
17,-291.,mostlyd1-d4d0-4449-b6a3-0ef5815c6065,Adolescence:KnowledgeDomain,description,Shona,2025-07-06 20:20:00,locationSone in baral st f ping;s
15,", ",mostly84-2661-4cd0-b3b4-b251d097bdfb,Adolescence:KnowledgeDomain,peer ,Yoruba,2025-05-02 09:26:00,"-23, and a, Nigeria "
14,primarylanguageS;.,mostlyf0-f88f-442c-84c5-ad14347abf4e,Adolescence:KnowledgeDomain,-T--T8,Igbo,2024-11-02 04:30:00,", language"
19,", {",mostly5d-a4b6-4c02-b074-dbbdf5399390,Adolescence:KnowledgeDomain,} {,Igbo,2025-05-22 19:26:00,wisdom 
15,A,mostly92-2572-4f5d-8572-9ad838f26c62,Adolescence:KnowledgeDomain,: ,Oromo,2024-05-09 11:38:00,Se; with cor withee.
17,"A senes and m, forg.",mostly6d-882d-4cad-9586-0e2c03493dcb,Adolescence:KnowledgeDomain,: ,Yoruba,2024-05-31 14:45:00,"He, "
15,", ",mostly95-44eb-4038-b478-a72f3754c7fd,Adolescence:KnowledgeDomain,", ",Zulu,2024-09-15 11:40:00,outcome
18,age_years,mostly24-4901-4316-bd71-0d1d346a369e,Adolescence:KnowledgeDomain,ethical,Yoruba,2024-08-06 19:47:00,"Stpate m.02,,-0.76,5"
15,", ",mostly3f-9f69-486b-a78e-9bc72cf3d286,Adolescence:KnowledgeDomain,} {,Yoruba,2025-03-26 09:21:00,", "
17,A_ ,mostly1a-6750-4bc5-8117-8c8bd99958b9,Adolescence:KnowledgeDomain,}_years,Hausa,2024-05-10 06:50:00,"A, "
17,P.,mostlyb2-e09d-4aad-a9e9-8dc96c121f4f,Adolescence:KnowledgeDomain,"peer1, ",Swahili,2024-05-10 16:59:00,:00
14,adolescenceing forc.,mostly76-2530-4e9c-996b-d2af395b258a,Adolescence:KnowledgeDomain,A -s serts.,Amharic,2025-09-30 21:39:00,Hausa
18,primary_,mostly9a-990c-4efe-9f86-09aadf79f00b,Adolescence:KnowledgeDomain,recorded_tension,Hausa,2024-07-09 16:20:00,Hausa
17,neural_growth,mostly32-69b9-4e78-a8be-7667f8764ba7,Adolescence:KnowledgeDomain,2025years ,Zulu,2024-08-01 11:28:00,He} ainging pananalpp.
13,outcome01.,mostly17-cc18-4faa-890f-3c0ca847347e,Adolescence:KnowledgeDomain,Heeas.,Swahili,2024-09-19 19:38:00,} {
14,,mostly70-899b-49f1-9aad-68c695658725,Adolescence:KnowledgeDomain,"}, ",Shona,2024-08-15 09:32:00,Hef
13,neural-: ,mostly1a-5deb-4cb1-bf53-08927fc0e696,Adolescence:KnowledgeDomain,Hausat,Igbo,2024-06-04 17:08:00,"1{, "
18,recorded_dynamics,mostlydd-af5f-498c-a3f1-605df5423957,Adolescence:KnowledgeDomain,emotionalwisdom,Igbo,2024-12-09 09:27:00,description
19,", ",mostly9a-e689-42e9-96ad-c61b9aa85c93,Adolescence:KnowledgeDomain,}neural,Amharic,2025-01-23 01:41:00,: 
13,location,mostlya6-3184-4741-a624-e40ad8943b6a,Adolescence:KnowledgeDomain,neural_language,Hausa,2024-11-25 04:35:00,wisdom_tension
13,independenceer,mostly6a-b2a8-4c1d-9126-cf61c472c298,Adolescence:KnowledgeDomain,", ",Amharic,2024-09-30 16:34:00,}at
18,neural,mostlyd5-59be-4e80-ab36-5a5183568aca,Adolescence:KnowledgeDomain,C,Shona,2025-02-19 11:09:00,",A "
16,: e,mostlyfb-35ba-451d-a0ed-9ad2ff259e43,Adolescence:KnowledgeDomain,", ",Yoruba,2025-06-18 13:26:00,wisdom_at
14,emotional,mostly81-b537-4b53-b46b-0770beb08c84,Adolescence:KnowledgeDomain,A de inf with sd diees.,Swahili,2024-08-15 01:23:00,scenario1:00
15,In,mostly30-2113-4457-99fd-96e8a2f11099,Adolescence:KnowledgeDomain,}{,Amharic,2025-03-27 23:16:00,Hausagrowth: 1:-
14,"description,age ",mostlybd-3539-429b-8ebf-4e9e4e58d7cb,Adolescence:KnowledgeDomain,Ao sede dners.,Zulu,2024-06-23 20:38:00,emotional-0 andingu-.
15,C_,mostlyf2-fd59-466f-9aa9-35df2fcac966,Adolescence:KnowledgeDomain,Hausa,Yoruba,2025-04-12 22:32:00,: 
16,symbolic,mostlyc9-1bec-44f1-a4b1-810213f277cb,Adolescence:KnowledgeDomain,_growth,Swahili,2025-06-23 16:54:00,description
15,", ",mostly9d-7215-4b76-84b4-53d488748117,Adolescence:KnowledgeDomain,"symbolic}d_ dlogic the, ",Swahili,2024-04-11 01:14:00,primary_tension
16,cultural_,mostlyd6-6e9a-41fb-ade0-fc5c8eb3a0f9,Adolescence:KnowledgeDomain,", _tension",Amharic,2025-02-19 05:45:00,"location, "
15,outcome,mostly9a-49c3-4a1b-9c64-c0b89ff9ed36,Adolescence:KnowledgeDomain,"2025type andersitts lr,, to in.",Yoruba,2024-06-19 08:16:00,", {"
15,outcome,mostly32-0c25-42d5-be79-3167ac6e21df,Adolescence:KnowledgeDomain,age_at,Amharic,2024-03-20 04:26:00,", "
13,"cultural_s,-05: ",mostly10-6a63-4fe5-b107-7f9379a6d2e8,Adolescence:KnowledgeDomain,He,Oromo,2025-04-09 17:14:00,If 
15,M_at,mostly9e-44fd-4e76-9eba-4964057cbdc6,Adolescence:KnowledgeDomain,A ini d ares.,Zulu,2024-06-09 09:45:00,-0.824.
14,peer_,mostlyed-c5de-4d27-89e1-01a7894d3a66,Adolescence:KnowledgeDomain,reasoning_at,Oromo,2025-09-30 21:39:00,She_
16,: ,mostlyb0-0bc1-45ae-823f-6c53118e7978,Adolescence:KnowledgeDomain,primary_: ,Hausa,2024-03-19 01:58:00,
18,", ",mostlyc1-3f24-4da2-8461-cc33dffb1132,Adolescence:KnowledgeDomain,", ",Yoruba,2024-06-06 23:34:00,"emotional, "
15,: ,mostly25-7978-442f-9eb6-cd68be68513f,Adolescence:KnowledgeDomain,primary_,Oromo,2024-04-06 04:58:00,primary_cultural
15,location,mostlya2-f406-4e91-ba22-fd2749286681,Adolescence:KnowledgeDomain,location,Zulu,2024-10-24 18:14:00,2024 
16,Hausa,mostly23-7d7d-4b83-89a5-9d7d39974ad7,Adolescence:KnowledgeDomain,reasoning_process,Hausa,2024-04-09 22:00:00,", {"
17,} ,mostly4b-42a1-4e08-a2e7-ba4c47a9c1da,Adolescence:KnowledgeDomain,: ,Zulu,2025-06-30 23:42:00,", "
14,A_tension,mostlye4-60c0-4330-9ecc-715ac5fe36bf,Adolescence:KnowledgeDomain,"0, ",Amharic,2025-03-25 18:15:00,adolescence
17,C_gained,mostlyfb-78a9-4c6c-ac70-1bf94222c829,Adolescence:KnowledgeDomain,"2025-0.39253}0.41,0.37-0.0531,.63:5.40",Hausa,2024-03-19 11:42:00,If
18,", ",mostly20-9c6c-4103-a4e1-b3afaef48fbf,Adolescence:KnowledgeDomain,adolescence_at,Hausa,2025-08-12 00:37:00,: 
13,"ethical, ",mostly13-fc7a-4436-92dd-9ef29562e89f,Adolescence:KnowledgeDomain,reasoning.,Swahili,2024-10-18 23:09:00,reasoning_embedding
15,Hausaen,mostly7c-8543-458f-be5f-0118366c9e66,Adolescence:KnowledgeDomain,: ,Hausa,2024-07-12 14:26:00,A.
18,_embedding,mostly3d-4108-448d-8e2d-2178deb370b1,Adolescence:KnowledgeDomain,adolescence,Swahili,2024-05-20 20:35:00,"scenarioc, "
17,wisdom_at,mostly0d-8596-43fd-a962-d1b0b5bbfa2e,Adolescence:KnowledgeDomain,"Sheembeddings, inr c.",Shona,2025-09-30 21:39:00,A {
19,"Dtypenaers fe aersleo,.",mostlyd7-60a1-4f6f-a28e-f053c0bb6af1,Adolescence:KnowledgeDomain,symbolic_ing,Swahili,2024-06-10 01:45:00,", "
18,description,mostly63-9f28-4949-8e7f-f6d88711b6ae,Adolescence:KnowledgeDomain,peer,Yoruba,2024-01-16 11:33:00,C_{
17,"B, ",mostly49-2f20-482d-8dfa-df22973d51c6,Adolescence:KnowledgeDomain,scenario_at: ,Amharic,2025-09-21 20:09:00,primary_embedding
17,reasoning: ,mostly6e-fe53-4ac3-8925-30b0a236aa1f,Adolescence:KnowledgeDomain,,Yoruba,2025-01-21 17:16:00,agee: 
17,emotional: ,mostly80-1de9-43d8-b410-c6249fc50ad9,Adolescence:KnowledgeDomain,H ,Zulu,2025-04-28 20:20:00,"-embedding046,-0."
16,", ",mostlyd1-b7be-440c-94f3-805a2836d024,Adolescence:KnowledgeDomain,He,Swahili,2024-03-23 20:40:00,reasoning_gained
16,emotional: ,mostlye5-c078-40ca-8292-16573e6c3260,Adolescence:KnowledgeDomain,peer_gained,Igbo,2024-07-02 14:28:00,_gained
19,ethicalgrowth tou,mostly79-0933-40f7-b75a-5d749b0cebc5,Adolescence:KnowledgeDomain,ethical,Igbo,2025-06-16 16:26:00,cultural
17,cultural,mostly24-cc5b-4934-a6ab-35e1189b2c8e,Adolescence:KnowledgeDomain,symbolic_logic,Hausa,2025-03-10 20:03:00,M 
17,neural_tension,mostlyda-093b-4d5a-a4ae-affb5210cdcc,Adolescence:KnowledgeDomain,A ,Hausa,2025-03-27 12:29:00,: 
