activity_type,age_months,age_years,context,description,developmental_milestone,emotional_development,id,labels,lesson_learned,location,name,object,object_type,predicate,primary_language,proverb_or_wisdom,recorded_at,relationship_strength,social_context,subject,subject_type,symbolic_logic,symbolic_representation,temporal_aspect
,,,,historical Africa_language,,,mostly8f-4578-45bf-aa5e-805fa0350bb6,KnowledgeDomain:Culture,,,,,,,Yoruba,,2025-03-03 16:41:00,,,,,,,
,,,,modern_relevancees p ina.,,,mostlya5-c537-449c-9082-bf0bbc944b20,KnowledgeDomain:Culture,,,,,,,Hausa,,2024-11-06 04:00:00,,,,,,,
,,,,Zulu: ,,,mostly19-8e7c-4721-bb57-e1b2adaa8bfd,KnowledgeDomain:Culture,,,,,,,Yoruba,,2025-07-05 05:49:00,,,,,,,
,,,,culture,,,mostlyd5-547c-4987-b8fe-d6db5fff6bf6,KnowledgeDomain:Culture,,,,,,,Oromo,,2025-05-01 08:36:00,,,,,,,
,,,,-,,,mostly74-7588-48dd-9264-44e1fe504fc7,KnowledgeDomain:Culture,,,,,,,Igbo,,2025-04-04 02:57:00,,,,,,,
,,,,Hausa and dd,,,mostly27-0b21-4e17-8e63-85ec0e0d1db9,KnowledgeDomain:Culture,,,,,,,Yoruba,,2025-07-09 07:57:00,,,,,,,
,,,,music ,,,mostlyc1-72af-46b3-9f38-d3c1349e4134,KnowledgeDomain:Culture,,,,,,,Oromo,,2024-01-09 10:41:00,,,,,,,
,,,,neural,,,mostlyde-56ae-4a7b-8468-2a834b9f66cf,KnowledgeDomain:Culture,,,,,,,Swahili,,2025-04-18 15:05:00,,,,,,,
,,,,,,,mostly4d-1e25-4e93-8ebe-b6d1486a3f1c,KnowledgeDomain:Culture,,,,,,,Yoruba,,2024-01-25 11:24:00,,,,,,,
,,,,"W of fesed d, andy in s setal and community cd",,,mostlyab-86bd-4d7e-9453-e2773e43ed60,KnowledgeDomain:Culture,,,,,,,Swahili,,2024-06-27 04:10:00,,,,,,,
,,,,2025,,,mostly11-526c-48a7-8800-ab222410cfbc,KnowledgeDomain:Culture,,,,,,,Zulu,,2024-06-12 09:12:00,,,,,,,
,,,,culture,,,mostlyad-78e7-464e-86ca-c7ba7add9413,KnowledgeDomain:Culture,,,,,,,Igbo,,2025-09-20 19:39:00,,,,,,,
,,,,: ,,,mostlya0-dec6-4005-9e27-8679460e6387,KnowledgeDomain:Culture,,,,,,,Swahili,,2025-08-07 20:06:00,,,,,,,
,,,,symbolic_method,,,mostly29-b9f8-4196-803b-b8cdd3182870,KnowledgeDomain:Culture,,,,,,,Zulu,,2025-01-05 16:33:00,,,,,,,
,,,,: ,,,mostly1d-4f94-4653-8b79-bf533bdf85fb,KnowledgeDomain:Culture,,,,,,,Shona,,2024-05-01 23:02:00,,,,,,,
,,,,description,,,mostly4e-a4bf-4951-9e3f-4a76b360e562,KnowledgeDomain:Culture,,,,,,,Swahili,,2024-07-11 07:44:00,,,,,,,
,,,,regionu,,,mostly0f-be8e-448a-99eb-c070a6931d98,KnowledgeDomain:Culture,,,,,,,Hausa,,2025-03-05 18:21:00,,,,,,,
,,,,2024-T: ,,,mostlya1-94ee-4e9d-b6c1-f66c2f293a15,KnowledgeDomain:Culture,,,,,,,Hausa,,2025-09-20 19:39:00,,,,,,,
,,,,:recorded,,,mostly5c-df61-4dd8-94a3-29d8ec21d4a8,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-10-22 13:00:00,,,,,,,
,,,,primaryinge andy sales c,,,mostlyf1-e637-4928-a728-15399a792d26,KnowledgeDomain:Culture,,,,,,,Shona,,2025-01-30 01:20:00,,,,,,,
,,,,A in,,,mostly22-03f2-4618-a14c-a2d1abf4dbe1,KnowledgeDomain:Culture,,,,,,,Amharic,,2025-03-22 03:01:00,,,,,,,
,,,,symbolic_relevance,,,mostlyf7-6adc-4df6-a8a7-85146eb84937,KnowledgeDomain:Culture,,,,,,,Swahili,,2024-06-13 03:10:00,,,,,,,
,,,,historical_language,,,mostly9b-81e3-438a-9047-44cb691b9ead,KnowledgeDomain:Culture,,,,,,,Amharic,,2025-09-20 19:39:00,,,,,,,
,,,,S{,,,mostlye3-05d8-4c0d-a50e-8e62cdf96652,KnowledgeDomain:Culture,,,,,,,Hausa,,2025-03-13 13:36:00,,,,,,,
,,,,primary_purpose,,,mostlyd1-42b3-4822-9393-729d2f4aa986,KnowledgeDomain:Culture,,,,,,,Swahili,,2024-04-22 02:42:00,,,,,,,
,,,,G ,,,mostlydb-5f26-410c-8885-d191f585d5c2,KnowledgeDomain:Culture,,,,,,,Amharic,,2025-09-18 13:54:00,,,,,,,
,,,,transmission_1,,,mostlyae-39e1-458f-ac06-8dfddbc2d58c,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-08-05 18:31:00,,,,,,,
,,,,recorded_s,,,mostly46-9bfb-49c2-bc94-372d98038a7b,KnowledgeDomain:Culture,,,,,,,Igbo,,2025-02-14 00:07:00,,,,,,,
,,,,symbolic_transmission,,,mostly8c-5eff-4ec7-a238-0ef6d2344761,KnowledgeDomain:Culture,,,,,,,Swahili,,2025-02-28 09:13:00,,,,,,,
,,,,recorded_representation,,,mostlyb9-ad92-41fa-b39f-c079d1bdb067,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-01-20 15:42:00,,,,,,,
,,,,B ,,,mostlyb7-1eba-4023-9903-a0862e18d0c6,KnowledgeDomain:Culture,,,,,,,Swahili,,2025-06-22 12:34:00,,,,,,,
,,,,wisdom,,,mostlya0-1201-42e2-9e2a-01b66863167e,KnowledgeDomain:Culture,,,,,,,Swahili,,2025-04-17 02:31:00,,,,,,,
,,,,modern__method,,,mostlyf1-8c56-4974-b4ad-04805ab28fa8,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-11-10 14:41:00,,,,,,,
,,,,modern_ Africa_encoded,,,mostlyd1-8d53-4457-a93f-db9bc469d7e0,KnowledgeDomain:Culture,,,,,,,Yoruba,,2024-10-16 02:37:00,,,,,,,
,,,,_element,,,mostlye9-0eaf-4e4f-95a9-988360ec0068,KnowledgeDomain:Culture,,,,,,,Oromo,,2024-08-01 16:23:00,,,,,,,
,,,,description,,,mostlyfc-32e6-44f0-b245-d5e7e7295e11,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-06-30 14:22:00,,,,,,,
,,,,East,,,mostly38-a07b-4cf5-9587-a311b9c64d96,KnowledgeDomain:Culture,,,,,,,Zulu,,2024-03-28 01:11:00,,,,,,,
,,,,primary_language,,,mostly55-6b03-4648-9c25-d09056b879c6,KnowledgeDomain:Culture,,,,,,,Igbo,,2025-05-22 06:02:00,,,,,,,
,,,,descriptionor,,,mostlyc0-f5ae-429e-9da7-b5d3d8e480cd,KnowledgeDomain:Culture,,,,,,,Oromo,,2024-11-26 16:11:00,,,,,,,
,,,,Oral,,,mostlyc9-4e12-4e45-8e4e-b56735ff0ebb,KnowledgeDomain:Culture,,,,,,,Oromo,,2025-07-07 00:26:00,,,,,,,
,,,,region,,,mostly50-a76a-422f-85f9-3fef5069bbd0,KnowledgeDomain:Culture,,,,,,,Igbo,,2025-07-25 05:06:00,,,,,,,
,,,,description,,,mostly67-912d-4a38-a961-1e8594cc3cd8,KnowledgeDomain:Culture,,,,,,,Oromo,,2025-06-08 21:52:00,,,,,,,
,,,,{,,,mostly13-c698-4802-8bf0-1113b73cd47d,KnowledgeDomain:Culture,,,,,,,Yoruba,,2024-05-17 07:39:00,,,,,,,
,,,,W ,,,mostlyf0-c2d7-4cf3-b8ba-8fe1bc7bf987,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-06-07 07:37:00,,,,,,,
,,,,meaning_relevance,,,mostly45-391e-48e2-a911-b80a6f981bdf,KnowledgeDomain:Culture,,,,,,,Zulu,,2024-02-11 17:01:00,,,,,,,
,,,,"A-speakinged to and inv cingice ofation w cdestanan inoce and ofes, and religious.",,,mostlyc0-eb6a-4ba3-952b-eec0dba309d6,KnowledgeDomain:Culture,,,,,,,Igbo,,2025-09-02 04:44:00,,,,,,,
,,,,2024-0,,,mostly4c-f564-4c0e-87fc-c5b2405a9cf1,KnowledgeDomain:Culture,,,,,,,Hausa,,2024-03-09 07:01:00,,,,,,,
,,,,recorded,,,mostly43-c983-48b9-96c8-b797b4b7fe28,KnowledgeDomain:Culture,,,,,,,Hausa,,2025-03-13 12:51:00,,,,,,,
,,,,transmission,,,mostly28-0bad-4d70-9033-85efefba807a,KnowledgeDomain:Culture,,,,,,,Hausa,,2025-09-20 19:39:00,,,,,,,
,,,,recorded_or,,,mostly2a-5558-47de-af74-5eed0441350d,KnowledgeDomain:Culture,,,,,,,Shona,,2025-09-20 19:39:00,,,,,,,
,,,,neural_representation,,,mostly01-9bd2-4950-9ad5-31834856b019,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-05-18 07:25:00,,,,,,,
,,,,", and and",,,mostly21-225d-4313-82ca-9ab1ba2e8118,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-02-10 10:34:00,,,,,,,
,,,,", ",,,mostly8d-5a7c-4f88-aeef-d986b3782660,KnowledgeDomain:Culture,,,,,,,Swahili,,2025-04-19 22:33:00,,,,,,,
,,,,,,,mostlya7-d134-49bf-bd18-086cf6b6d07b,KnowledgeDomain:Culture,,,,,,,Yoruba,,2025-04-26 11:37:00,,,,,,,
,,,,symbolic,,,mostlye9-d78c-4e28-a659-f3dc0c20f44a,KnowledgeDomain:Culture,,,,,,,Yoruba,,2024-01-25 11:11:00,,,,,,,
,,,,modern}00},,,mostlyf7-7446-4dab-8259-88ba7c017bad,KnowledgeDomain:Culture,,,,,,,Shona,,2024-02-18 02:11:00,,,,,,,
,,,,,,,mostlya3-29ed-477f-874d-227393dcbdd8,KnowledgeDomain:Culture,,,,,,,Hausa,,2024-09-03 09:43:00,,,,,,,
,,,,Ao,,,mostlye4-a0db-4318-9b00-dd8e8eda2d50,KnowledgeDomain:Culture,,,,,,,Zulu,,2024-01-23 16:40:00,,,,,,,
,,,,primary_context,,,mostly90-45ce-4d4c-816a-39b570d6ce4a,KnowledgeDomain:Culture,,,,,,,Igbo,,2025-05-23 14:22:00,,,,,,,
,,,,Zulu,,,mostlyae-babb-42a6-ae15-d1fce03d969b,KnowledgeDomain:Culture,,,,,,,Zulu,,2025-02-18 14:54:00,,,,,,,
,,,,description,,,mostly3b-0358-42bb-a080-cea32e568f5b,KnowledgeDomain:Culture,,,,,,,Swahili,,2025-09-06 18:48:00,,,,,,,
,,,,,,,mostlyf8-e265-4936-917d-43f84edb9633,KnowledgeDomain:Culture,,,,,,,Oromo,,2024-03-13 18:30:00,,,,,,,
,,,,culture,,,mostly11-cd7c-48a0-bd0a-b95f00225d4f,KnowledgeDomain:Culture,,,,,,,Igbo,,2024-08-25 00:08:00,,,,,,,
,,,,"neural_encoded-03or,-1.336,-041.365,-0.0913,27,1608,1-062-0.,1",,,mostlycb-ceac-4045-84ce-171c60b77d3a,KnowledgeDomain:Culture,,,,,,,Shona,,2024-03-26 01:57:00,,,,,,,
,,,,symbolic_embedding,,,mostlyd0-3490-43c9-8707-0adcd1f20c77,KnowledgeDomain:Culture,,,,,,,Zulu,,2025-03-15 01:28:00,,,,,,,
,,,,cultural-,,,mostly70-af02-42a3-a4d6-5507836106dc,KnowledgeDomain:Culture,,,,,,,Swahili,,2025-01-28 03:42:00,,,,,,,
,,,,: ,,,mostlyba-3eb0-46e5-a3e2-4b7b496f25b5,KnowledgeDomain:Culture,,,,,,,Amharic,,2025-06-26 23:03:00,,,,,,,
,,,,"Southwest,.",,,mostly93-083f-4dec-803b-5589d7a65735,KnowledgeDomain:Culture,,,,,,,Igbo,,2024-05-11 22:00:00,,,,,,,
,,,,region,,,mostlyfd-e91e-4a50-b5e8-7e4d82d7bc4d,KnowledgeDomain:Culture,,,,,,,Igbo,,2024-04-09 15:10:00,,,,,,,
,,,,"B Africaor, and cultural,-0.0095,1.",,,mostlyb3-8456-41b9-8aad-07822054d779,KnowledgeDomain:Culture,,,,,,,Hausa,,2024-11-12 08:17:00,,,,,,,
,,,,Oromo,,,mostlyc1-01d0-40c5-851e-0a9e60a5f01a,KnowledgeDomain:Culture,,,,,,,Igbo,,2025-01-10 05:15:00,,,,,,,
,,,,culturalelement,,,mostly88-4fb2-46e2-a0b7-d242796c8316,KnowledgeDomain:Culture,,,,,,,Yoruba,,2024-05-08 06:33:00,,,,,,,
,,,,,,,mostly52-d1e6-4eea-8155-67ced21c1a7c,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-08-02 04:00:00,,,,,,,
,,,,description,,,mostly81-0849-4561-b884-42c1349a30e5,KnowledgeDomain:Culture,,,,,,,Hausa,,2025-06-17 19:46:00,,,,,,,
,,,,", {",,,mostly88-450a-489b-8842-c6030ad7a34f,KnowledgeDomain:Culture,,,,,,,Igbo,,2025-01-27 15:02:00,,,,,,,
,,,,cultural_language in,,,mostly27-dabc-4724-876e-6e9d74b9db0e,KnowledgeDomain:Culture,,,,,,,Shona,,2024-10-21 12:19:00,,,,,,,
,,,,"2024-11T, and,-0:.",,,mostly25-7a38-4250-8a75-4332a957398e,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-01-25 16:43:00,,,,,,,
,,,,"Igboiae c and.i,",,,mostly73-e4a6-4460-924b-eb449ddf1d31,KnowledgeDomain:Culture,,,,,,,Zulu,,2024-05-25 09:37:00,,,,,,,
,,,,: ,,,mostly95-240d-4c4a-92c8-eb4e6ff3c1dd,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-09-15 07:00:00,,,,,,,
,,,,W,,,mostly32-f26b-4d63-a158-1f16aa662035,KnowledgeDomain:Culture,,,,,,,Oromo,,2024-07-06 23:52:00,,,,,,,
,,,,P ,,,mostly14-9ce9-4743-abfa-3d00567d56a5,KnowledgeDomain:Culture,,,,,,,Amharic,,2025-08-19 02:12:00,,,,,,,
,,,,: ,,,mostly95-fb3d-4a53-9d27-6c43ee360e34,KnowledgeDomain:Culture,,,,,,,Shona,,2025-02-11 22:00:00,,,,,,,
,,,,neural _context,,,mostlyf8-a0c9-48ee-bab3-41eb4b22627c,KnowledgeDomain:Culture,,,,,,,Shona,,2024-01-20 03:04:00,,,,,,,
,,,,cultural to_language,,,mostly48-fe67-4d32-80a5-04266026c5e6,KnowledgeDomain:Culture,,,,,,,Igbo,,2024-02-28 11:02:00,,,,,,,
,,,,: {,,,mostly4d-81c6-4787-a5bf-1c408b7afd07,KnowledgeDomain:Culture,,,,,,,Swahili,,2025-03-16 15:06:00,,,,,,,
,,,,description,,,mostlyf4-f7d6-4f0d-a77c-bca837bba0e4,KnowledgeDomain:Culture,,,,,,,Oromo,,2024-11-17 16:42:00,,,,,,,
,,,,",-1,-0.190.57.04,0..",,,mostly77-86db-43ae-90cf-84efe3b18788,KnowledgeDomain:Culture,,,,,,,Swahili,,2025-05-15 05:00:00,,,,,,,
,,,,symbolic_embedding,,,mostly41-8d1d-4b27-a6bf-ecedfba29572,KnowledgeDomain:Culture,,,,,,,Swahili,,2024-09-14 14:34:00,,,,,,,
,,,,culture,,,mostlya3-7965-4175-a41c-8818a4db4a22,KnowledgeDomain:Culture,,,,,,,Yoruba,,2024-06-01 14:38:00,,,,,,,
,,,,symbolic_or,,,mostlyba-2210-442c-9a2b-18c3e4fc1dbc,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-11-25 15:32:00,,,,,,,
,,,,meaning_language,,,mostly73-81ac-4bc0-a961-be187f70dabc,KnowledgeDomain:Culture,,,,,,,Igbo,,2025-06-16 21:00:00,,,,,,,
,,,,", ",,,mostly02-a241-4a0e-afb3-4252542b8bcc,KnowledgeDomain:Culture,,,,,,,Swahili,,2025-09-20 19:39:00,,,,,,,
,,,,}} {,,,mostly54-3f96-4893-80f7-86ebce450c24,KnowledgeDomain:Culture,,,,,,,Hausa,,2024-07-20 02:19:00,,,,,,,
,,,,region,,,mostlyd4-a014-4ad6-9c9b-08ec61351197,KnowledgeDomain:Culture,,,,,,,Igbo,,2024-02-05 16:57:00,,,,,,,
,,,,Zulu c.,,,mostly6e-e67d-44e5-a3a4-087dc5fe74ca,KnowledgeDomain:Culture,,,,,,,Swahili,,2024-04-22 04:24:00,,,,,,,
,,,,symbolic_purpose,,,mostly94-e6d3-4838-bb19-7b89ee0bc997,KnowledgeDomain:Culture,,,,,,,Oromo,,2024-03-06 12:33:00,,,,,,,
,,,, ,,,mostlye6-b0c1-4c3a-8747-56be2b3a8869,KnowledgeDomain:Culture,,,,,,,Shona,,2025-07-01 03:22:00,,,,,,,
,,,,C,,,mostlyae-19b8-4268-b0be-4026198753b7,KnowledgeDomain:Culture,,,,,,,Amharic,,2025-05-13 07:57:00,,,,,,,
,,,,description,,,mostlyc7-9106-45c5-b6d2-f94b94d05e00,KnowledgeDomain:Culture,,,,,,,Zulu,,2024-02-28 01:08:00,,,,,,,
,,,,: {,,,mostly2d-5132-46eb-90d7-2413ce52f97c,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-04-27 04:24:00,,,,,,,
,,,,B ,,,mostlyf5-4b52-456d-9051-2673a7f1bec7,KnowledgeDomain:Culture,,,,,,,Shona,,2025-01-27 16:48:00,,,,,,,
,,,,Gdescription,,,mostlya0-7c5b-4ea0-9639-2232a31df12a,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-10-12 18:41:00,,,,,,,
,,,,: ,,,mostly6e-2e4f-45d0-8f08-5dafcb1b088b,KnowledgeDomain:Culture,,,,,,,Swahili,,2024-04-15 04:34:00,,,,,,,
,,,,: ,,,mostly57-7bd6-4ce8-994a-37928751e334,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-08-05 16:49:00,,,,,,,
,,,,meaning_element,,,mostlyd0-4dca-4995-9c2a-9b05f01983fd,KnowledgeDomain:Culture,,,,,,,Oromo,,2025-03-11 18:01:00,,,,,,,
,,,,recorded_relevance_method,,,mostly81-d976-4034-a346-6b8004674c86,KnowledgeDomain:Culture,,,,,,,Zulu,,2025-02-05 09:22:00,,,,,,,
,,,,symbolic_element,,,mostly84-67a9-415c-9e0a-65276979a64e,KnowledgeDomain:Culture,,,,,,,Igbo,,2025-08-11 20:09:00,,,,,,,
,,,,culture,,,mostly4f-fbd0-4f05-b04b-fe28a377f431,KnowledgeDomain:Culture,,,,,,,Swahili,,2024-02-04 16:25:00,,,,,,,
,,,,Shona and.,,,mostlyb3-6a62-47b3-8ef9-b52764583deb,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-01-09 18:19:00,,,,,,,
,,,,primary__encoded,,,mostlyca-973d-43dd-8b49-9eedc302839c,KnowledgeDomain:Culture,,,,,,,Oromo,,2025-07-13 03:03:00,,,,,,,
,,,,"culture-ed3s, and a c communityo and community",,,mostly6f-f558-4d36-b1ed-d6c7c1630588,KnowledgeDomain:Culture,,,,,,,Swahili,,2024-12-05 13:14:00,,,,,,,
,,,,music,,,mostly08-8a48-4dc8-90b8-6be38185467d,KnowledgeDomain:Culture,,,,,,,Hausa,,2025-06-03 07:47:00,,,,,,,
,,,,"cultural_or c, and slened andtp ser, me",,,mostly27-ffe4-4a21-844a-25c9a4e71d38,KnowledgeDomain:Culture,,,,,,,Igbo,,2025-06-12 07:08:00,,,,,,,
,,,,M.,,,mostly97-1372-4d1a-ae49-ef0d081037a9,KnowledgeDomain:Culture,,,,,,,Amharic,,2025-01-13 04:14:00,,,,,,,
,,,,symbolic_or_relevance,,,mostly1a-d289-4883-97ac-cb926ced046c,KnowledgeDomain:Culture,,,,,,,Hausa,,2024-03-28 21:27:00,,,,,,,
,,,,modern_context,,,mostly4a-d3f9-4992-88fe-0f4ebd8491ad,KnowledgeDomain:Culture,,,,,,,Shona,,2024-12-20 14:58:00,,,,,,,
,,,,modern_relevance,,,mostly80-15c9-4c38-b1c8-204d2923f831,KnowledgeDomain:Culture,,,,,,,Igbo,,2025-09-20 19:39:00,,,,,,,
,,,,transmission_transmission,,,mostlyc7-27cf-4cfc-9201-d08fe7b90e35,KnowledgeDomain:Culture,,,,,,,Zulu,,2024-04-30 10:52:00,,,,,,,
,,,,}: ,,,mostly8e-2ae3-4d49-8fac-e03b0da36714,KnowledgeDomain:Culture,,,,,,,Zulu,,2025-09-01 06:22:00,,,,,,,
,,,,symbolic_purpose,,,mostly80-233a-4345-af60-1f4321b370a2,KnowledgeDomain:Culture,,,,,,,Hausa,,2025-05-22 11:59:00,,,,,,,
,,,,Oromo-al}o,,,mostly56-4ebb-4b05-8d03-6583539bf59d,KnowledgeDomain:Culture,,,,,,,Zulu,,2025-07-06 12:20:00,,,,,,,
,,,,: ,,,mostly72-fb36-4d61-b008-7d52e01973d1,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-06-08 11:23:00,,,,,,,
,,,, ,,,mostly79-6193-4260-addc-ef447d28f215,KnowledgeDomain:Culture,,,,,,,Amharic,,2025-09-17 01:00:00,,,,,,,
,,,,"A to, sociala,1",,,mostly9f-2866-4158-a94a-c8961d475bae,KnowledgeDomain:Culture,,,,,,,Yoruba,,2025-01-08 14:12:00,,,,,,,
,,,,Toe ,,,mostly84-982c-4832-aa4f-d119e1afaac5,KnowledgeDomain:Culture,,,,,,,Swahili,,2024-10-09 03:31:00,,,,,,,
,,,,primary,,,mostly35-238e-43b2-bd9b-9a4473267629,KnowledgeDomain:Culture,,,,,,,Yoruba,,2024-01-20 23:36:00,,,,,,,
,,,,culture,,,mostlyd5-4c77-40dc-a94d-82e7faf2f2c1,KnowledgeDomain:Culture,,,,,,,Shona,,2024-12-03 06:26:00,,,,,,,
,,,,symbolic_encoded,,,mostly41-33ca-40a1-aa1f-222801ffda67,KnowledgeDomain:Culture,,,,,,,Zulu,,2025-06-11 16:33:00,,,,,,,
,,,,transmission_method,,,mostlydf-2f09-4948-9547-478242a8d824,KnowledgeDomain:Culture,,,,,,,Amharic,,2025-04-08 06:13:00,,,,,,,
,,,,"cultural_element, ",,,mostly5b-b107-4fcd-abd5-d79d8e907d54,KnowledgeDomain:Culture,,,,,,,Hausa,,2024-03-26 17:01:00,,,,,,,
,,,,"symbolic.inging andeen ins, s and.{ ",,,mostly03-654f-4f31-bc99-77bbad7d85c6,KnowledgeDomain:Culture,,,,,,,Hausa,,2025-03-19 10:37:00,,,,,,,
,,,,Southwestk: {,,,mostlyb3-2bd3-47ad-b4a4-2281d53088d2,KnowledgeDomain:Culture,,,,,,,Swahili,,2024-02-13 02:46:00,,,,,,,
,,,,_meaning,,,mostly9d-961a-44b7-8f8b-eed6cfdd20b9,KnowledgeDomain:Culture,,,,,,,Oromo,,2024-07-28 19:34:00,,,,,,,
,,,,Hausa,,,mostlye2-2699-4c31-b24c-50c595f85ec5,KnowledgeDomain:Culture,,,,,,,Hausa,,2024-04-12 03:23:00,,,,,,,
,,,,", ",,,mostlyfd-7d9b-4bb7-a6d7-36429f2af708,KnowledgeDomain:Culture,,,,,,,Shona,,2025-01-13 15:41:00,,,,,,,
,,,,: ,,,mostly02-6012-445b-8ede-6b13174791ec,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-03-27 07:29:00,,,,,,,
,,,,"As, andtalss-",,,mostly2d-b0fa-41bc-9d42-37bc48e44c9b,KnowledgeDomain:Culture,,,,,,,Swahili,,2024-09-17 11:27:00,,,,,,,
,,,,description,,,mostly87-1533-40ba-968e-e0a60c585f9b,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-09-29 22:12:00,,,,,,,
,,,,description ,,,mostly96-7d53-4fba-a3e7-9894388c7c69,KnowledgeDomain:Culture,,,,,,,Swahili,,2025-02-01 15:27:00,,,,,,,
,,,,historical_or,,,mostlye8-7c03-4fab-9b8a-70c30284e9c7,KnowledgeDomain:Culture,,,,,,,Yoruba,,2024-07-04 00:41:00,,,,,,,
,,,,"festival_,-1.80515,-0.813-1.31, and.{6,2716,.",,,mostly77-bf4e-40a2-a923-ad2bf62af76e,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-03-13 12:01:00,,,,,,,
,,,,modern{,,,mostlydb-65fc-4245-8611-cd8197aab7cd,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-02-14 04:47:00,,,,,,,
,,,,C,,,mostlycc-b7ac-47c1-a699-8bfcf47c9971,KnowledgeDomain:Culture,,,,,,,Oromo,,2024-06-30 07:32:00,,,,,,,
,,,,,,,mostly96-a85d-497e-81de-6f2e48853d3d,KnowledgeDomain:Culture,,,,,,,Igbo,,2024-12-19 23:05:00,,,,,,,
,,,,_at,,,mostly4a-c6bd-4dec-87bc-5224034e3112,KnowledgeDomain:Culture,,,,,,,Amharic,,2025-02-14 02:43:00,,,,,,,
,,,,modern_relevance,,,mostly9f-6898-44d0-bdd2-4fe2869eda8a,KnowledgeDomain:Culture,,,,,,,Hausa,,2025-09-20 19:39:00,,,,,,,
,,,,C,,,mostly6c-8924-41c9-89e9-dbdf4212dfab,KnowledgeDomain:Culture,,,,,,,Oromo,,2025-03-05 07:09:00,,,,,,,
,,,,C_.,,,mostly44-64e2-4339-9e4e-7c04b4a498f5,KnowledgeDomain:Culture,,,,,,,Yoruba,,2025-09-20 19:39:00,,,,,,,
,,,,cultural_,,,mostlyf2-ce4b-41b9-8874-70d30a5faa55,KnowledgeDomain:Culture,,,,,,,Igbo,,2024-09-30 07:08:00,,,,,,,
,,,,: ,,,mostly51-eb04-4fe3-8d50-5e79d398dfa6,KnowledgeDomain:Culture,,,,,,,Igbo,,2024-07-15 23:56:00,,,,,,,
,,,,music,,,mostly9c-36c3-4474-8824-7c7044637877,KnowledgeDomain:Culture,,,,,,,Swahili,,2025-01-13 05:11:00,,,,,,,
,,,,} ,,,mostlya5-5510-431f-962c-28415bbf5bae,KnowledgeDomain:Culture,,,,,,,Yoruba,,2024-06-22 08:48:00,,,,,,,
,,,,Orall,,,mostly82-7768-4f5b-a808-eca0febd8fda,KnowledgeDomain:Culture,,,,,,,Yoruba,,2025-09-02 07:08:00,,,,,,,
,,,,meaning_encoded,,,mostly50-8f7f-468f-85a6-a462dd7ab43f,KnowledgeDomain:Culture,,,,,,,Igbo,,2024-09-07 04:34:00,,,,,,,
,,,,transmission_element,,,mostly58-3895-44c0-bfde-524e043a6d2a,KnowledgeDomain:Culture,,,,,,,Zulu,,2024-08-06 18:36:00,,,,,,,
,,,,meaning_at,,,mostly7e-11c9-48dd-8a7f-49578fed8612,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-04-03 15:44:00,,,,,,,
,,,,meaning_or,,,mostlyb9-9ef6-4002-8b11-471af8f5be36,KnowledgeDomain:Culture,,,,,,,Zulu,,2025-04-13 03:39:00,,,,,,,
,,,,"Ae_aringu and wing indmep and family and unitydsd social, ",,,mostly27-8a90-447a-8475-e80c9aea2988,KnowledgeDomain:Culture,,,,,,,Igbo,,2025-06-19 03:34:00,,,,,,,
,,,,2025_at,,,mostlybe-20a5-439c-ad00-952939e64aff,KnowledgeDomain:Culture,,,,,,,Yoruba,,2024-11-13 08:47:00,,,,,,,
,,,,A Africa,,,mostly06-d4c1-4f67-bdf8-8e38996be00c,KnowledgeDomain:Culture,,,,,,,Swahili,,2024-06-05 01:28:00,,,,,,,
,,,,Swahili,,,mostly1e-4c92-445c-ae4f-269166f3d109,KnowledgeDomain:Culture,,,,,,,Yoruba,,2025-03-09 00:05:00,,,,,,,
,,,,recorded ,,,mostlyef-c220-4637-bcba-532f3529aa36,KnowledgeDomain:Culture,,,,,,,Oromo,,2024-07-12 13:17:00,,,,,,,
,,,,Amharic.,,,mostly8f-2250-4652-8b28-a0e6a524fc96,KnowledgeDomain:Culture,,,,,,,Amharic,,2024-06-23 15:32:00,,,,,,,
,,,,: ,,,mostlycf-4455-480c-b648-6ecc9a103dad,KnowledgeDomain:Culture,,,,,,,Oromo,,2024-11-28 13:41:00,,,,,,,
