description,id,labels,location,primary_language,recorded_at,symbolic_logic
location,mostly3c-4fea-4290-aa89-5fb64fe8f841,KnowledgeDomain:Ethics,,Amharic,2024-08-20 15:22:00,empathy
wisdom ,mostly68-3d92-4b68-9796-20f92274a4f0,KnowledgeDomain:Ethics,"-1-6TT0811.03,-, ",Amharic,2024-01-16 10:27:00,2024-09
ethical_domain,mostlye1-795a-4504-b6c2-4949f3f595d0,KnowledgeDomain:Ethics,symbolic,Amharic,2024-10-03 12:52:00,",--0.126,T8"
"Kanr,1.408156}, ",mostly27-7b31-4456-aaca-cbf484d27ee7,KnowledgeDomain:Ethics,cultural_teaching,Shona,2024-11-04 16:39:00,M_logic
cultural_at,mostlyf1-4484-4d3e-90e2-2032b02e35b4,KnowledgeDomain:Ethics,",_ ",Yoruba,2025-07-17 04:33:00,primary__embedding
 at,mostly50-a594-4abf-b60b-15e5ce9c9623,KnowledgeDomain:Ethics,H_demonstrated,Hausa,2025-09-10 09:35:00,{
ethical_at,mostlya9-c18a-4c8a-9252-b323b3f72a14,KnowledgeDomain:Ethics,stakeholders ,Shona,2025-08-29 22:16:00,justice
symbolic_tension,mostly2f-c20a-4df9-928e-cde9149b331c,KnowledgeDomain:Ethics, ,Yoruba,2024-02-21 23:52:00,wisdom
: ,mostly3b-b67f-4e16-a85f-6783b2c02d80,KnowledgeDomain:Ethics,symbolic_language,Shona,2025-06-16 11:32:00,
"traditionalkl_, ",mostlya2-187f-46a6-a4dd-9d57fafafcee,KnowledgeDomain:Ethics,ethical,Amharic,2024-04-15 14:05:00,stakeholdersT1_teachings
symbolic_framework,mostly22-9b6f-499c-9fe9-c9fe64990279,KnowledgeDomain:Ethics,"neural_,0.26,-0-",Swahili,2025-09-25 10:59:00,: 
ethical ,mostlyc2-7b71-468f-a737-d53d7a220919,KnowledgeDomain:Ethics,"recorded_teaching-.2203,-0.,0.050830.1902, ",Igbo,2025-09-25 10:59:00,: 
} ,mostly20-5b36-4088-b4e9-4cd36bd17c48,KnowledgeDomain:Ethics,00,Swahili,2024-10-01 17:33:00,_domain
description,mostly69-b111-4ea3-af32-b7544641c62e,KnowledgeDomain:Ethics,community_T,Oromo,2025-07-16 02:26:00,justice
,mostly4c-3363-422d-9eb7-0f9cace1855e,KnowledgeDomain:Ethics,wisdom_domain,Amharic,2025-03-19 13:04:00,resolution
primary_tensionat,mostly1e-81dc-4ad5-863c-a5d55463b88b,KnowledgeDomain:Ethics,community,Igbo,2024-04-02 14:42:00,stakeholders
E.17- ,mostlyb9-6777-452a-863f-b20744eaf6de,KnowledgeDomain:Ethics,wisdom_at,Yoruba,2024-05-16 04:08:00,: 
Ndị_ata,mostly1f-5b60-4ed3-b61b-30a9988e7ee0,KnowledgeDomain:Ethics,recorded_language,Swahili,2024-08-23 00:59:00,", "
 ,mostlydb-7ec0-45cd-9680-a183f43673ae,KnowledgeDomain:Ethics,"-0.1822,0.22-075,.1,-0.81.091203",Swahili,2025-09-19 06:33:00,N nal ku_logicọ kor
scenario,mostly35-9672-4d28-b1c4-aa380ec73e7e,KnowledgeDomain:Ethics,respectat,Yoruba,2024-04-03 10:28:00,resolution
stakeholders,mostlyfe-af93-4c9c-b9d5-60899e542387,KnowledgeDomain:Ethics,"justice:, ",Amharic,2024-06-12 09:21:00,", "
symbolic,mostlye7-2977-4470-8701-d7585a07c12e,KnowledgeDomain:Ethics,: ,Yoruba,2024-03-30 16:01:00,T na- kuwa-} varananaanurifte sins
", ",mostlybe-6e3b-498b-a561-2ee7771653d8,KnowledgeDomain:Ethics,_tension,Amharic,2025-08-02 05:52:00,resolution
"M ya kua namọvenaak na,1 yalt ",mostly75-0580-4404-a81f-a80ef01951da,KnowledgeDomain:Ethics,principle_,Yoruba,2025-02-26 19:23:00, 
}an aana,mostly94-6ac6-4b17-85b8-065fa6d5b836,KnowledgeDomain:Ethics,location,Igbo,2024-05-30 03:48:00,ethics
description,mostly1a-bfd8-4417-aedf-d065c9105b99,KnowledgeDomain:Ethics,stakeholders,Zulu,2025-09-01 15:34:00,: 
", ",mostlyb8-145f-4824-b2cb-17cc87dd9708,KnowledgeDomain:Ethics,recordedlanguage,Swahili,2024-04-14 00:45:00,culturallanguage
"K wa, ",mostly04-d319-4569-bae8-074f329bd43d,KnowledgeDomain:Ethics,", ",Zulu,2025-08-03 10:27:00,neural_logic
U ethical,mostlya3-b7ea-4c34-aaa9-6c90367c7776,KnowledgeDomain:Ethics,O_demonstrated,Shona,2024-07-13 07:11:00,ethical_ ya
neural_justice,mostlyf8-8560-44f0-a6ac-7c53267fff29,KnowledgeDomain:Ethics,scenario_type,Oromo,2025-06-26 06:08:00,
description},mostlyd2-4fb4-4177-98ef-0a31883d2571,KnowledgeDomain:Ethics,-,Igbo,2025-07-27 23:17:00,ethical_framework
: ,mostly52-0342-43ee-bb3d-545eae0055d6,KnowledgeDomain:Ethics,,Oromo,2024-07-14 01:24:00,location
"modern_-0.3, ",mostly22-12a6-44c8-a9ce-a685281167dc,KnowledgeDomain:Ethics,stakeholders,Yoruba,2025-08-31 00:49:00,
symbolic_embedding,mostlyc2-03e0-4c12-9bfd-86ad2a71f0cc,KnowledgeDomain:Ethics,: ,Oromo,2025-08-02 15:11:00,symbolic_: 
"ethics, ",mostly10-c4a7-4c81-9f3c-b4b833375a49,KnowledgeDomain:Ethics,cultural_demonstrated,Hausa,2024-03-15 10:47:00, 
,mostly10-0a07-409e-a910-282d91e00345,KnowledgeDomain:Ethics,cultural,Igbo,2025-02-18 00:05:00,neural_domain
O_demonstrated,mostly62-db28-4385-8674-c6babd425bf6,KnowledgeDomain:Ethics,integrity,Oromo,2025-03-08 08:46:00,"OmT e malun, andaaaaa a, i cs, o"
scenario: and,mostly66-2881-449f-a599-2abbbc90e81b,KnowledgeDomain:Ethics,justice,Swahili,2024-08-29 00:17:00,principle 
 ,mostlyaf-fc27-4d99-b5bb-a2dc4d1fe553,KnowledgeDomain:Ethics,C_embedding,Hausa,2024-07-28 05:36:00,description_logic
ethical_ ,mostly74-d7cf-4ea0-a297-27039792844c,KnowledgeDomain:Ethics,description,Oromo,2025-06-08 16:41:00,ethical
}__ ,mostlyf6-25b6-44f5-9e20-56f2a90ecfa1,KnowledgeDomain:Ethics,scenario,Yoruba,2025-04-11 23:22:00,2024TTa
symbolic_,mostlya8-4624-4128-9797-a45ee4049dee,KnowledgeDomain:Ethics,scenario_at,Yoruba,2024-05-08 10:54:00,scenario
-,mostly32-243b-435e-82a5-b6d6a8ebd62f,KnowledgeDomain:Ethics,location,Zulu,2024-04-26 11:50:00,wisdom_tension
_at,mostly10-9659-4e4a-ba23-3403edd591f9,KnowledgeDomain:Ethics,cultural_at,Igbo,2025-09-25 10:59:00,"-stakeholders:b.8,-0.10306,0,T.17,0.3,43"
: ,mostlyc7-8fc4-4a64-859b-40445d3809b1,KnowledgeDomain:Ethics,ethical_at,Igbo,2025-03-03 14:46:00,primary_domain
scenario_ tension,mostlya3-b926-4a2e-bff7-d5b77785d144,KnowledgeDomain:Ethics,community_type,Igbo,2025-03-23 15:50:00,", "
} ,mostly7f-896b-46a3-aa66-330ce0b73d40,KnowledgeDomain:Ethics,description,Shona,2024-02-25 12:41:00,"I:}.3, "
: ,mostly07-8353-4d17-8897-24fc62ccac79,KnowledgeDomain:Ethics,"wisdom, ",Amharic,2025-02-16 11:52:00,:00
primary_teaching,mostly92-857c-4538-af30-b4b919a4b509,KnowledgeDomain:Ethics,2024framework,Igbo,2024-03-18 11:18:00,"-0.485702,-0.264,-,-01,12-01 m.2,-1..19,-0"
ethical_embedding,mostlyfa-6e28-41db-ba66-d697256f10ae,KnowledgeDomain:Ethics,: {,Yoruba,2024-07-16 06:48:00,description
-,mostlyd4-9468-4e95-a8b0-d1e9899f9d61,KnowledgeDomain:Ethics,A_framework,Oromo,2025-06-11 18:16:00, {cultural_languagelogic
scenario_tension,mostly73-5e0d-489a-b886-6e6f21c5211a,KnowledgeDomain:Ethics,stakeholders,Igbo,2025-07-13 00:55:00,description-.
2025-0.4819: {,mostlyc7-444c-4daf-b3e6-9c0ce6781186,KnowledgeDomain:Ethics,recorded: ,Shona,2024-05-13 12:03:00,description
community_type,mostly44-1bf3-4e3c-b15f-dc4923b63100,KnowledgeDomain:Ethics,stakeholders,Oromo,2025-08-17 12:16:00,_teaching
", ",mostly74-e643-46de-94bf-352fa0299096,KnowledgeDomain:Ethics,ethical_teachings,Igbo,2024-01-11 12:20:00,
",0.270.T43, ",mostly1a-aea2-4238-842d-cb024064c990,KnowledgeDomain:Ethics,primary_language,Amharic,2024-06-20 03:10:00,traditionalo_demonstrated
wisdom,mostly62-0f59-4c54-b103-d9206f1e5631,KnowledgeDomain:Ethics,modern00,Igbo,2024-07-27 04:26:00,recorded
_tension.,mostlye1-062c-41b9-95ac-8622a68ae84e,KnowledgeDomain:Ethics,neural_demonstrated,Swahili,2024-08-07 10:49:00,H-.4926
stakeholders,mostly1b-d406-406c-a16c-13110c71df10,KnowledgeDomain:Ethics,description,Igbo,2025-02-19 23:21:00,communitye a
}m,mostlyd3-3468-48e6-a498-b6e3afadbd1d,KnowledgeDomain:Ethics,W00,Yoruba,2024-05-01 08:47:00,", "
: ,mostly04-c010-47cc-bec1-b477f1c8290b,KnowledgeDomain:Ethics,principle,Swahili,2025-07-03 11:46:00,U: 
"2025-1.1602:000.1819,-0122-.2,-0761.59836,003.",mostlye6-93b4-40b9-80a9-04630f6f7c1b,KnowledgeDomain:Ethics,cultural_teaching,Swahili,2025-04-30 13:34:00,primary_embedding
culturalaapbs ya na mi mum nahm ,mostly0e-9216-4861-bde6-396c15b92e8b,KnowledgeDomain:Ethics,A,Shona,2025-06-25 12:29:00,description
ethical_tension,mostly05-38a1-4686-be2a-30704e4b9acf,KnowledgeDomain:Ethics,: ,Shona,2024-04-23 13:36:00,
H,mostlyac-36c3-4fc1-add6-d77e1b86fd86,KnowledgeDomain:Ethics,scenario_logic00,Amharic,2024-11-19 15:37:00,resolutionu
description,mostly49-5073-4065-9f0e-f92ab68828ee,KnowledgeDomain:Ethics,ethical_framework,Amharic,2025-05-26 03:47:00,modern--T.230.
ethical_domain,mostly59-e2df-40e8-8844-622acbe8b628,KnowledgeDomain:Ethics,W,Shona,2025-01-15 02:45:00,
wisdom_at,mostlyc8-ede9-44c1-9fad-e7d250c386d0,KnowledgeDomain:Ethics,stakeholders,Shona,2025-09-25 10:59:00,location
,mostly8e-31bc-4975-9b9f-68322b866452,KnowledgeDomain:Ethics,ethics,Swahili,2025-09-18 21:11:00,2025}g
ethical_domain,mostly26-962f-4d88-aa7e-7889d873410c,KnowledgeDomain:Ethics,wisdom_framework,Hausa,2024-07-13 12:40:00,resolution
resolution,mostlyd4-ae77-408d-980a-87626757fba6,KnowledgeDomain:Ethics,recorded_language,Yoruba,2024-09-06 10:49:00,", "
ethics,mostlyab-9fd5-4327-96ba-15ceca06a20f,KnowledgeDomain:Ethics,descriptionr,Yoruba,2024-07-29 00:06:00,recorded_type
: ,mostly85-7e31-4a4a-9d34-1ee878b31424,KnowledgeDomain:Ethics,description,Igbo,2024-01-26 15:29:00,resolution 
ethics,mostly37-3556-402f-b56d-1d1995eb68e0,KnowledgeDomain:Ethics,"Sar ya nh, uy- bwa-0.3540.145,-0.151,0.56.5,-1.703,0.,1 ",Igbo,2025-04-27 05:56:00,locationvingb’ii 
: ,mostlye0-0d47-423a-85eb-19f24daba4ba,KnowledgeDomain:Ethics,wisdom,Igbo,2025-09-05 17:16:00,principle
principledemonstrated,mostlyf2-fcd5-4f50-98c4-21abcaaa199a,KnowledgeDomain:Ethics,: ,Shona,2025-08-26 23:21:00,O_at
ethics,mostlye7-d7db-4d17-9c2c-6eead9729c2c,KnowledgeDomain:Ethics,primary ,Yoruba,2024-01-13 07:49:00,principle
wisdom,mostlyb1-7b37-4792-8b0b-20e8bc86d491,KnowledgeDomain:Ethics,: ,Swahili,2024-02-02 17:24:00,location
", ",mostlya4-359d-4f51-895f-3f9c0da754d9,KnowledgeDomain:Ethics,ethics,Oromo,2025-06-30 03:33:00,"-0.16,7,-0.62,00.038152,0.25,80.06"
H_type,mostlyd9-2cb9-4788-bca0-6601d389e149,KnowledgeDomain:Ethics,ethical,Shona,2025-06-28 15:05:00,: 
", ",mostlye8-0728-40c8-b125-d16a185e80ab,KnowledgeDomain:Ethics,location,Shona,2024-02-29 17:18:00,"stakeholders_languagedtat ya, "
neural_language,mostly76-e21a-4e8b-aebd-a83223610e9b,KnowledgeDomain:Ethics,: ,Yoruba,2025-03-18 07:59:00,description
"location,",mostlydb-77d2-49d3-b40d-48dcd5505018,KnowledgeDomain:Ethics,"Ku,0..09,-0.0.4.9,,-1.0143,0.602",Amharic,2025-08-13 10:24:00,:00
resolution,mostlyee-e04d-48e4-9fba-4ad27a78a8f9,KnowledgeDomain:Ethics,", {",Yoruba,2024-09-23 10:03:00,: 
S ya,mostly9f-1143-432f-ac5d-aa0c38568954,KnowledgeDomain:Ethics,2025-2TT26: {,Zulu,2024-09-02 07:30:00,ubuntu
"E mar v m evts andc- yad n, ",mostly13-d987-4f11-ad7a-09bf062853e5,KnowledgeDomain:Ethics,scenario,Shona,2025-09-25 10:59:00,cultural_framework
}m,mostly6d-8f9e-4745-af33-0a33f74fba09,KnowledgeDomain:Ethics,cultural_language,Shona,2024-03-13 02:47:00,",- v.7,"
locationat,mostly09-9acc-46af-a4e1-93569fa513f6,KnowledgeDomain:Ethics,,Swahili,2024-06-02 11:24:00,}_
"ubuntu ny,-0.176-,, ",mostly33-b7f6-415e-87fd-a4c57a38dbc3,KnowledgeDomain:Ethics,Oromo,Zulu,2024-12-01 04:49:00,ethical_framework
: ,mostly32-f051-4e72-9ba7-19946242e9ff,KnowledgeDomain:Ethics,symbolic_type,Swahili,2024-01-12 10:21:00,integrity 
recorded_ ,mostly85-3c18-47f3-b99d-c802a9b91585,KnowledgeDomain:Ethics,", ",Oromo,2024-08-09 14:50:00,Co.
M,mostlyb3-9302-4819-89d3-f8379da3a74b,KnowledgeDomain:Ethics,"--05.03.7,0},1.92,-0,0.0810,07-0.4318,-0.25-06-0.124-0.89.,1.121586,-0714,0..428,,0.16,",Igbo,2024-03-05 23:05:00,: ት
,mostly5a-df01-4f71-a451-6d5a980802f8,KnowledgeDomain:Ethics,A_teaching,Shona,2025-04-20 16:53:00,: 
primary_logic,mostly66-9d67-47ba-9ca1-40bd65e82a2d,KnowledgeDomain:Ethics,location,Zulu,2024-05-03 10:54:00,wisdom_
modern,mostlycf-f142-4aba-8df0-13b4afa42746,KnowledgeDomain:Ethics,"N,-1.17268,0.0.6T,0.,00.13",Oromo,2024-02-20 02:44:00,Ku
Cgiuh n waat- ku kuwaen mar,mostlyb5-3d46-4e3f-b07e-7574d05a5daa,KnowledgeDomain:Ethics,neural_teaching,Shona,2025-08-17 03:18:00,: 
Oromo,mostlyfe-0300-4d68-a981-63f092daf5bf,KnowledgeDomain:Ethics,ethics,Swahili,2025-09-18 11:31:00, {
: ,mostlye4-9058-4ce8-ace3-88f0494221aa,KnowledgeDomain:Ethics,,Swahili,2024-03-11 09:01:00,Nin
"location, ",mostly5d-1192-42a2-b5e2-7aeb4644ebed,KnowledgeDomain:Ethics,2025-}T00,Amharic,2024-08-24 15:38:00,:00_language 
"primary00,",mostly40-8f6d-454c-a85d-3fdd5f84f887,KnowledgeDomain:Ethics,scenario_ato a,Zulu,2024-12-05 18:44:00,cultural_ethical_domain
"ethical.0.93-,-.264812, ",mostlyd5-bc48-4429-978a-9a18169a1dfe,KnowledgeDomain:Ethics,", {{",Swahili,2025-07-10 06:47:00,I 
community_justice,mostly52-0e93-4cc1-9aab-76319d72f783,KnowledgeDomain:Ethics,: ,Shona,2024-06-01 04:11:00,Addis_type: 
stakeholders,mostlyf6-958c-4fa3-91ac-c33cbbc4371c,KnowledgeDomain:Ethics,"S andarar n, ",Amharic,2024-05-19 10:38:00,neural_domainm
primary_,mostlye4-5ff9-4344-b2b1-c99ec4adcd37,KnowledgeDomain:Ethics,{,Yoruba,2025-03-05 17:23:00,"Ndị a yaan,1k yah na"
recorded_language,mostlyd3-02e7-4f0c-b9a7-663f7feee66b,KnowledgeDomain:Ethics,symbolic_teaching,Swahili,2025-07-28 09:54:00,ethical_logic
primary ,mostlyb4-ae85-4491-bb1b-c9570c0cb9bf,KnowledgeDomain:Ethics,description,Igbo,2024-11-13 05:51:00,: 
N_language,mostly5f-6361-4410-8ec8-e9b0eb85d35b,KnowledgeDomain:Ethics,modern_atu,Swahili,2025-01-09 06:16:00,wisdom_framework
communitya,mostly2e-046f-4672-8e9d-af480a59a80a,KnowledgeDomain:Ethics,N ,Yoruba,2025-04-27 22:31:00,community.
ethics,mostly79-9103-4172-9579-83416472c0d9,KnowledgeDomain:Ethics,"2024location-0..9,00,-0.45.7,-1.02.19, ",Zulu,2024-06-01 12:45:00,
resolution,mostly9b-5eda-439c-baf2-9c6aabafeff0,KnowledgeDomain:Ethics,stakeholders,Oromo,2025-05-02 20:15:00,neural-1T05.
recorded_demonstrated,mostlybb-170d-4593-9c24-2c6a8c0ece9e,KnowledgeDomain:Ethics,", ",Shona,2025-08-11 15:39:00,principle_language
} {.,mostlyce-2349-4d94-a289-bec9b722aeeb,KnowledgeDomain:Ethics,-,Zulu,2024-09-12 01:11:00,A
"M, ",mostly91-7a55-4748-a571-b4b08608f591,KnowledgeDomain:Ethics,Oav na,Igbo,2025-05-04 22:28:00,_type
A_,mostly6e-0da5-4e0b-b9ef-e5e1093d3fbf,KnowledgeDomain:Ethics,", ",Swahili,2024-06-08 20:23:00,location
wisdom {,mostly0d-0635-4f9d-95a6-e6bb7215fb89,KnowledgeDomain:Ethics,wisdom_logic,Swahili,2024-03-06 19:48:00,: 
culturalo,mostly48-c152-418e-ae3e-56adbaed093a,KnowledgeDomain:Ethics,S,Oromo,2024-05-16 12:18:00,K.
Addis na,mostly27-f925-47b8-9414-553492b38575,KnowledgeDomain:Ethics,resolution,Amharic,2025-01-27 13:25:00,cultural_:
W ,mostly24-331e-4560-bf1a-e9ccd41da45d,KnowledgeDomain:Ethics,U,Swahili,2024-04-09 09:49:00,"E na., "
"A}, ",mostly37-9d62-42cb-91d7-825e34ce980f,KnowledgeDomain:Ethics,wisdom_logic,Zulu,2024-04-13 22:44:00,neural 
:} ,mostly7b-81a9-4dbe-a52a-4380599974d1,KnowledgeDomain:Ethics,,Igbo,2024-12-03 15:40:00,community
locationtension,mostly22-fc82-4018-a487-983cbac29b86,KnowledgeDomain:Ethics,symbolic_,Swahili,2024-07-15 23:26:00,justiceear na a v
symbolic,mostlya6-2706-4c28-95d9-a601d7f4a205,KnowledgeDomain:Ethics,wisdom a,Zulu,2024-12-08 05:17:00,principle_.
description,mostly08-8d5b-4fa9-8846-be4a96606f7e,KnowledgeDomain:Ethics,} ,Igbo,2025-06-11 05:46:00,description
location,mostly97-1a54-4c5e-9bc3-9771785e6090,KnowledgeDomain:Ethics,recorded_language,Oromo,2024-08-15 04:44:00,ethical and 
"community,",mostly35-f45b-4675-b3a1-9812dd3a59d9,KnowledgeDomain:Ethics,", ",Oromo,2024-09-03 10:06:00,: 
", ",mostly3d-450d-4926-a27e-2a2594b9b5fb,KnowledgeDomain:Ethics,", ",Igbo,2024-08-10 03:06:00,wisdom_domain
",-",mostly60-f22e-4fd7-b33b-2c258829465a,KnowledgeDomain:Ethics,ethical_domain,Shona,2025-06-18 10:43:00,stakeholdersin
"symbolic, ",mostlyaf-7a77-4da1-8d52-1614bafaefd0,KnowledgeDomain:Ethics,: ,Shona,2024-06-01 02:10:00,O-05
ethics,mostly6c-ab1e-4ba1-aecf-79ebd6cc9f1c,KnowledgeDomain:Ethics,", ",Hausa,2024-08-26 05:20:00,K
", ",mostly3e-09d7-4345-b71b-e9f1dd340cb9,KnowledgeDomain:Ethics,stakeholders{,Oromo,2025-08-15 22:21:00,ethical_embedding
symbolic,mostly0c-255c-473e-852e-46ebcbad921e,KnowledgeDomain:Ethics,recorded{,Swahili,2025-07-10 18:16:00,"principle_--02231.0927.288,,-0.795,1.15"
resolution{ andzia,mostlyd0-3a12-4fec-8a49-946ccf37a4e9,KnowledgeDomain:Ethics,Mg,Amharic,2025-03-16 06:47:00,":-0.0247:0.3806.,2,-0.0184"
wisdom_,mostly2d-2dcc-4320-a3de-a5a5670813da,KnowledgeDomain:Ethics,principleneural_teaching,Igbo,2024-08-02 04:23:00,: 
resolution,mostly4b-4939-4184-9c1e-f7103a4cf5e3,KnowledgeDomain:Ethics,: ,Yoruba,2024-06-23 04:11:00,O
resolution,mostlye5-4fd3-4e30-89cd-69f9e582d793,KnowledgeDomain:Ethics,A,Oromo,2025-02-01 08:23:00,: 
recorded_domainlanguage,mostly02-d086-4282-9af4-a902f5b92ed2,KnowledgeDomain:Ethics,"Wguh, bui ma,0-2",Amharic,2024-08-25 03:39:00,respectT._demonstrated
O_type,mostly2d-b3ed-4a09-9689-816f4da90eb2,KnowledgeDomain:Ethics,_embedding,Igbo,2025-09-25 01:21:00,
T,mostlyfb-665b-4387-ac46-394836084014,KnowledgeDomain:Ethics,descriptioni,Oromo,2024-06-04 17:18:00,ethical_domain
: ,mostly7b-1694-4541-aa33-73036e4667a8,KnowledgeDomain:Ethics,S,Hausa,2024-03-31 22:47:00,ethical_domain
2024_logic,mostlyda-2405-45df-b584-6a0e6e2b9a44,KnowledgeDomain:Ethics,culturalethicalat,Hausa,2024-08-20 04:49:00,cultural_language
symbolic_at,mostly62-d8c6-478d-83b3-e9a8fa95ae23,KnowledgeDomain:Ethics,empathy,Amharic,2025-09-25 10:59:00,symbolic_logic
wisdom_language,mostly70-bd4a-454c-a4e2-23789306a27f,KnowledgeDomain:Ethics,K wae,Swahili,2024-09-27 22:29:00,stakeholders
ethical_demonstrated,mostlyb8-e812-4ad2-b9f0-747d02335151,KnowledgeDomain:Ethics,wisdom_,Oromo,2025-04-14 00:26:00,ethics
-,mostly03-a4cd-49c6-ab4b-3e73d66d4208,KnowledgeDomain:Ethics,,Igbo,2024-01-19 06:54:00,
ethics,mostly75-8a59-42e1-9dbd-e2b4a54681a5,KnowledgeDomain:Ethics,Co,Shona,2024-01-29 06:58:00,recorded
", ",mostly29-6cd4-40a2-9076-a441a6d7c010,KnowledgeDomain:Ethics,scenario_,Igbo,2025-05-03 04:40:00, framework
", ",mostly6c-3b4e-476f-b6f6-1cb792d07b92,KnowledgeDomain:Ethics,ethical_,Yoruba,2024-07-09 15:56:00,Ndị_at
", ",mostly56-ec92-4881-9310-05a1981b408c,KnowledgeDomain:Ethics,,Igbo,2025-08-23 08:10:00,stakeholders
: {,mostly45-c67d-46db-b972-9cd69b8c0a15,KnowledgeDomain:Ethics,2025m.,Oromo,2024-03-26 03:40:00,: 
resolution,mostly27-637c-4be3-a76d-55e9fc516205,KnowledgeDomain:Ethics,Eno,Oromo,2025-09-25 10:59:00,Mculturalwyinwae vny kuoaa
ethics_tension,mostly1f-a825-4544-9f5c-c110afefa935,KnowledgeDomain:Ethics,community{,Oromo,2024-09-11 04:47:00,culturalsymbolic_
WT,mostly5a-fd21-4d64-baa9-304c9bc609ed,KnowledgeDomain:Ethics,"Ao nag, nl",Zulu,2024-01-08 17:23:00,O_at
resolution,mostlyed-8160-42a8-b145-a0f435aeec2d,KnowledgeDomain:Ethics,symbolic_demonstrated,Amharic,2024-07-20 06:30:00,Oromo_type
Ndị_framework,mostlya2-721c-439d-a72b-495d9ab9e7bc,KnowledgeDomain:Ethics,T{demonstrated:ut bs kuarsaa,Shona,2024-05-03 10:30:00,location
ethical{,mostlyc5-048d-4ce3-a912-ef14d692bdd8,KnowledgeDomain:Ethics,S_,Zulu,2024-10-13 21:22:00,"Ao waan,g bsog kui "
":  na., a-0.01360016,01.13,1.366,--01.47176,1,080.8343,0,1.1980.2,-190151, ",mostlyf0-3358-4026-930e-01e8b3c74fff,KnowledgeDomain:Ethics,resolution0,Zulu,2025-05-05 14:47:00,empathy
empathy,mostlye4-9292-476e-a7cf-4218e10cfa03,KnowledgeDomain:Ethics,",_1.3,0.306,,1.1.01806,0.0222,3:-",Swahili,2024-05-03 15:05:00,stakeholders
2024_framework_domain,mostly09-a549-46fb-bd30-ff71baccc6c7,KnowledgeDomain:Ethics,ubuntu,Amharic,2024-07-08 19:03:00,ethics
I-112000:00,mostlyd2-7434-4233-8df0-c5306ae19156,KnowledgeDomain:Ethics,description,Amharic,2025-06-18 20:16:00,_language
"2025-0.70312--1.3613,-0.7,0.052628,0..9,1.738,0.15628,00.27,--,-1.2715443,1-0.03,-0.568,0",mostlyba-86dc-4747-a25a-e39bd8a73514,KnowledgeDomain:Ethics,ethical_: ,Igbo,2025-02-18 06:24:00,: 
", ",mostly52-116b-46b9-aad4-1dc0919f3699,KnowledgeDomain:Ethics,ethical_tension,Oromo,2025-07-16 19:36:00,} {2024
primary_,mostlyb1-67bd-4dbd-90e6-dba8c779f47b,KnowledgeDomain:Ethics,wisdom_tension,Amharic,2024-01-08 17:23:00,: 
I,mostly24-c103-446d-8ee2-12fc2e683f59,KnowledgeDomain:Ethics,ethics,Oromo,2025-01-05 17:35:00, 
: ,mostly25-31c8-4bd2-baaa-001fe0ea2b54,KnowledgeDomain:Ethics,: ,Igbo,2024-01-08 17:23:00,justice
wisdom_at,mostly6d-17f4-4605-9d57-5cf1fe8abdce,KnowledgeDomain:Ethics,_teaching,Amharic,2024-05-24 00:17:00,primary_at: 
Ku ,mostly9b-49f0-46d3-b137-502aa6a098ce,KnowledgeDomain:Ethics,"traditionalatu m wa,oan andaanam,",Hausa,2025-09-06 20:54:00,2024_type
neural_type,mostly7b-0673-40a3-9529-4a4a903d58db,KnowledgeDomain:Ethics,principle_demonstrated,Yoruba,2024-11-23 22:36:00,: 
stakeholders_tension,mostly86-77ef-4017-974c-60232b31dbd7,KnowledgeDomain:Ethics,,Hausa,2025-03-24 21:01:00,H_teaching
principle_demonstrated,mostlyd5-93a2-4a9b-b9f4-1c10b352a742,KnowledgeDomain:Ethics,T_demonstrated,Igbo,2025-08-26 17:06:00,stakeholders
M,mostly48-a6e3-48b3-bab4-87c3ee7efc3f,KnowledgeDomain:Ethics,ethical_embedding,Amharic,2025-09-09 11:50:00,wisdom_ yaar. 
", ",mostlyff-8d88-4e39-919b-633edc224cca,KnowledgeDomain:Ethics,", ",Amharic,2024-05-28 17:45:00,neural_embedding
"2025ana, and-0..56258,0.4,0.6,,0.908,0.9-.580255,-1.4,,-0.5,001",mostly77-aa36-4b91-bc1e-998fb8d4b34a,KnowledgeDomain:Ethics,ethical_,Igbo,2024-01-20 22:08:00,N-
,mostly15-e5e4-4f30-a816-1864892e0be4,KnowledgeDomain:Ethics,description,Oromo,2025-07-31 06:57:00,I
stakeholders,mostly1a-74fb-4bbb-a660-d1e58bcaad94,KnowledgeDomain:Ethics,: ,Yoruba,2025-07-14 00:50:00,stakeholders ya
cultural:language,mostly0a-dc56-4b46-beee-6b2ba2bd693d,KnowledgeDomain:Ethics,primary_domain,Shona,2024-09-28 07:30:00,wisdom 
ethical_teaching,mostlyad-b6ee-4773-a17b-f1de1d05d20e,KnowledgeDomain:Ethics,: ,Shona,2024-02-12 17:21:00,M
stakeholders,mostlye5-0859-4464-adfc-8117f47020e1,KnowledgeDomain:Ethics,ethical_framework and,Swahili,2025-09-25 10:59:00,cultural_
primary_domain,mostly4a-9725-4984-813d-d4687e9cacbf,KnowledgeDomain:Ethics,: ,Hausa,2024-11-01 06:20:00,wisdom_framework
", ",mostly9a-b3a9-4537-ae3d-b36d14938d05,KnowledgeDomain:Ethics,principle_logic,Swahili,2024-03-03 04:51:00,"0_domaintension, "
