description,id,labels,location,primary_language,recorded_at,symbolic_logic
engineering,mostly29-95d4-4579-a12e-3521da06e697,Science:KnowledgeDomain,computer-6: ,Hausa,2025-01-12 01:08:00,: ande with:
N_or.23744:  ands falationindes,mostly05-2822-4957-b6b9-bc5d027867df,Science:KnowledgeDomain,methodology,Yoruba,2025-01-28 11:39:00,: 
A,mostly1a-cd51-4cb5-9eb5-6a7168ff830d,Science:KnowledgeDomain,primary_language,Zulu,2025-04-29 19:03:00,findings_solution
: ,mostlye1-0941-4c62-a521-782d8129c776,Science:KnowledgeDomain,topic,Igbo,2025-08-24 09:07:00,: 
",_type",mostly35-db60-4e82-97d6-191d99eea9b4,Science:KnowledgeDomain,If,Swahili,2024-12-16 21:02:00,neural_
{,mostly2f-b4a2-409d-952b-1124cf497177,Science:KnowledgeDomain,: ,Igbo,2025-07-03 23:28:00,: 
"findings_, ",mostly89-3f89-4d72-aed6-468d533ffd5c,Science:KnowledgeDomain,", South_language",Swahili,2025-09-16 14:41:00,Moraninge-ti b-alar withes.
", ",mostly70-f56f-418e-8f86-196c2c0b1c87,Science:KnowledgeDomain,symbolic_logic,Yoruba,2024-06-03 16:56:00,"experimental.089,-0.5382,0."
", ",mostly1f-0c59-475f-9128-085cc9b460a5,Science:KnowledgeDomain,A1.,Yoruba,2025-09-19 02:03:00,E 
: ,mostlyd2-edb5-407e-b6da-55ccc2c5c792,Science:KnowledgeDomain,", ",Amharic,2024-03-24 03:48:00,methodology
Shona ,mostly9d-471c-45c5-9f3b-71db7ccc2805,Science:KnowledgeDomain,"B-1.07, ",Igbo,2024-07-30 09:03:00,S 
"2024.65,0.",mostlyc1-804a-4667-a45a-6a76de80f16c,Science:KnowledgeDomain,", ",Igbo,2024-01-28 07:50:00, 
", ",mostly35-65ae-47f2-b4ef-a0c2b3a59e0c,Science:KnowledgeDomain,findings_logic,Yoruba,2025-09-30 18:33:00,"discipline,0.9"
A--cost.79,mostlyec-1b1f-46b3-b0ba-a230dfb3e4e7,Science:KnowledgeDomain,computational,Igbo,2025-09-10 12:23:00,", "
findings ,mostlyb1-303a-48dd-be22-a52e0fe9532c,Science:KnowledgeDomain,F,Oromo,2025-06-23 06:39:00,S with 
}: {t,mostlyc8-dfa2-48a7-857e-44c383424d62,Science:KnowledgeDomain,", ",Shona,2025-09-24 06:38:00,real_type_methodology
", ",mostly74-6a4f-4f48-934d-237618f5f192,Science:KnowledgeDomain,", {",Igbo,2025-04-15 06:26:00,discipline
: ,mostly11-716e-44e8-a9f1-f3914419a737,Science:KnowledgeDomain,symbolic_solution,Amharic,2024-07-29 06:29:00,computer_e
: ,mostly6c-cb72-4c50-ac8a-b3e9d2714f41,Science:KnowledgeDomain,knowledge_solution,Amharic,2024-02-09 09:31:00,knowledge_logic_: 
primary_embedding,mostlyd5-3950-49f4-b8d0-b81cd11087e4,Science:KnowledgeDomain,"findings_,1.",Oromo,2024-05-16 12:41:00,Shona
primary_language ,mostlyf2-9faa-4be1-87e9-c13418ce80fe,Science:KnowledgeDomain,problemdescription,Yoruba,2025-03-07 21:29:00,2025
"recorded-0.13.,-0.79",mostly3d-2374-4eb7-9b44-08061c7ba72d,Science:KnowledgeDomain,How,Oromo,2024-10-17 08:15:00,real_application
2024description,mostlyc0-9a30-438c-b569-cd2cb0e8fc7a,Science:KnowledgeDomain,findings__statement,Shona,2025-08-26 15:10:00,real_or_world_knowledgep in:00
description,mostly71-3d9c-4036-9ad5-4f7d942d77c3,Science:KnowledgeDomain,knowledge,Igbo,2024-07-04 21:33:00,knowledge
}-0..,mostly70-859d-4c73-9765-2f0f885c6bad,Science:KnowledgeDomain,computer,Shona,2025-05-01 06:59:00,E_: 
symbolicworld toeves,mostlye4-07cb-4919-a3ac-daa01dec84df,Science:KnowledgeDomain,science,Swahili,2025-02-04 23:18:00,M-
knowledge_or_at,mostlyc6-5da5-47a8-a459-1cc0013b0a27,Science:KnowledgeDomain,real,Igbo,2025-08-25 19:14:00,M
"0.11, ",mostly3d-51d0-4b6a-b96a-f0df9494edbe,Science:KnowledgeDomain,real,Oromo,2025-04-26 03:41:00,",-"
 ,mostlye6-06ea-4145-9d7d-c26c0087a846,Science:KnowledgeDomain,neural__statement,Shona,2025-03-01 22:03:00,If
How,mostly79-a2ad-42e5-87e7-3030abb2731f,Science:KnowledgeDomain,L00,Yoruba,2024-04-29 04:33:00,real_or_type
Ms,mostly6f-69d1-4fae-9659-afabee0c5ab8,Science:KnowledgeDomain,primaryar,Zulu,2025-06-29 08:26:00,"2024,-1.591127"
: ,mostlyad-db50-428e-967f-9d801c7160bd,Science:KnowledgeDomain,knowledge_recorded,Igbo,2025-06-04 20:21:00,: 
N forbssee.,mostly96-3e77-4d47-85a4-0a98c69163be,Science:KnowledgeDomain,description,Oromo,2025-02-17 14:43:00,2025
problem,mostly75-1d78-4b38-80ed-247ceca7a782,Science:KnowledgeDomain,topic,Swahili,2025-05-10 13:03:00,
real_logic,mostly9e-b975-4466-bf97-c74e27d355ce,Science:KnowledgeDomain,"L,-1.0614, ",Swahili,2024-05-07 22:28:00,knowledge
: ,mostly2b-3c87-43fd-abc7-9042a52abd63,Science:KnowledgeDomain,How,Swahili,2025-09-30 18:33:00,M withvers: 
problem-09_at,mostly54-d995-4b80-b839-11cdcc255546,Science:KnowledgeDomain,methodology,Yoruba,2024-02-08 23:01:00,problem for_embedding
real_world pl,mostly49-d284-4284-82d4-a7a3a7f14183,Science:KnowledgeDomain,topic,Hausa,2024-07-01 16:47:00,If{
A_or_at,mostly1f-0887-4316-8b00-92cd28e63d04,Science:KnowledgeDomain,}} {,Oromo,2024-10-23 06:08:00,D
recorded_language,mostly8a-5095-48b6-84f6-35ff128e5526,Science:KnowledgeDomain,".7e8sor, ander",Igbo,2024-08-28 06:49:00,Ces
computer.,mostlyaf-18e8-4bfb-9d34-71f5dbfc2fed,Science:KnowledgeDomain, ,Zulu,2025-07-11 17:03:00,"N, "
B,mostlyb3-58a1-45e1-817a-03694ba16e85,Science:KnowledgeDomain,primary {,Hausa,2024-06-13 05:33:00,experimental9
"20240-.3,0.76.",mostlya7-a812-4597-a358-cf80e5e6664a,Science:KnowledgeDomain,applied,Igbo,2025-04-10 03:15:00,: 
: ,mostlya5-d296-46d3-bbe0-166d25f7b4c0,Science:KnowledgeDomain,", and ",Swahili,2025-04-14 08:53:00,Mori.
neural_solution,mostlyd9-e186-48f7-aad2-6c67a7e26f77,Science:KnowledgeDomain,F,Oromo,2025-09-30 18:33:00,.
: {,mostly3a-8f96-41ec-85cb-713b5e49c985,Science:KnowledgeDomain,topic,Igbo,2025-09-30 18:33:00,discipline
discipline,mostly1b-003d-46bf-b3b9-1bd75374da4d,Science:KnowledgeDomain,", ",Igbo,2024-09-25 22:26:00,Improves 
}location,mostly7b-7235-4eb3-8dc4-bcd92cc62454,Science:KnowledgeDomain,symbolic_logic,Shona,2024-06-30 19:44:00,: {
: ,mostly4c-673a-4c02-b4fd-218b27300a2b,Science:KnowledgeDomain,methodology,Igbo,2024-09-11 03:44:00,C 
", ",mostly44-deca-4cb8-9a12-b6879090efb2,Science:KnowledgeDomain,", {",Zulu,2024-02-11 21:39:00,2024
engineering,mostlye8-d902-4140-b2d4-9fd7c5f1f352,Science:KnowledgeDomain,: ,Shona,2024-05-26 03:10:00,problem0_statement
topic ,mostly40-7d10-44f0-8b6b-c16c89087598,Science:KnowledgeDomain,symbolic_or_type,Yoruba,2024-09-26 07:54:00,topic
N andoores borr with: ,mostly59-b987-4c48-9521-a65f718af050,Science:KnowledgeDomain,: ,Igbo,2024-06-24 19:36:00,"neural toctesp withrare,_rar in."
C ,mostly1b-c955-4910-a688-d12ff4fdce97,Science:KnowledgeDomain,discipline,Yoruba,2025-02-01 16:10:00,symbolic_S 
science toed,mostly4b-87fb-477a-951d-7e2769f15020,Science:KnowledgeDomain,M and,Swahili,2024-09-30 05:08:00,computer_solution
T{,mostly33-5479-4c7b-b55b-39b4bc9c4423,Science:KnowledgeDomain,: ,Amharic,2025-09-12 16:23:00,: 
N,mostly5e-a4ff-46d6-9663-522ed49b6e89,Science:KnowledgeDomain,discipline,Shona,2025-02-12 05:24:00,2025
: ,mostly53-b823-4332-af78-58791947dd01,Science:KnowledgeDomain,G,Yoruba,2024-06-11 17:01:00,: 
symbolic__er,mostlya9-f411-4ade-b183-d8dca0f49430,Science:KnowledgeDomain,recordedworld-,Yoruba,2024-10-30 03:50:00,: 
}-2: ,mostly65-e8d8-4d7c-9809-4a322570d2be,Science:KnowledgeDomain,recorded_typeapplication,Oromo,2024-11-01 06:03:00,"L_, "
location,mostlyfa-5a5a-49d6-99d5-fda21c6dcf2b,Science:KnowledgeDomain,{,Swahili,2024-08-15 18:24:00,computer
location,mostly50-09ac-4b09-9e7e-f9fee57774b2,Science:KnowledgeDomain,"2024-09-0,-04.328.,-1.02,170.-34,-0.6",Zulu,2024-09-01 09:25:00,neural_type
findings_at,mostly09-1a8e-42fa-a4af-a3bc7264dbc1,Science:KnowledgeDomain,discipline,Yoruba,2024-06-19 20:55:00,discipline
neural_language,mostly00-52fb-4eab-9ebc-34f1502789bd,Science:KnowledgeDomain,",-0.02,-60..040.594,-0.9",Igbo,2025-02-25 16:48:00,primary
science,mostlyf9-d07d-4d04-aa28-841b1940c8ea,Science:KnowledgeDomain,"D,-e",Amharic,2024-08-02 20:25:00,computationalor_er 
:,mostlyb9-7ceb-4232-b336-cf321cdb09a2,Science:KnowledgeDomain, ,Yoruba,2024-08-14 08:39:00,: 
E_application}: ,mostly55-6bf0-4fda-a592-33a213b0cffe,Science:KnowledgeDomain,description,Oromo,2024-11-27 06:58:00,", "
findings ,mostlyff-2203-4c26-9558-28931be9c9b7,Science:KnowledgeDomain,: ,Hausa,2024-04-30 02:57:00,discipline
"-1.3390953,---0504.7",mostly61-1e92-452f-a697-dcfc05c7b425,Science:KnowledgeDomain,location,Igbo,2025-04-25 00:33:00,applied
"D-0.9-05,1.",mostlyfb-6863-437a-9a86-6eb5b40966f3,Science:KnowledgeDomain,T,Zulu,2025-09-04 02:33:00,symbolic_logic_
recorded_or_statement,mostly4b-7a49-4a6a-85c3-41cc63dc48ed,Science:KnowledgeDomain,discipline,Amharic,2025-01-03 22:02:00,", "
: ,mostlyfc-984e-40e9-8f80-34b9197ce770,Science:KnowledgeDomain,real_embedding,Swahili,2024-02-23 12:03:00,primary}} 
problem_application,mostlyfe-9280-4d3c-b558-e4e7207b7b72,Science:KnowledgeDomain,real ,Amharic,2024-10-02 14:15:00,symbolic
: ,mostly06-7b00-403b-840f-57e453786e59,Science:KnowledgeDomain,}_solution{,Shona,2025-05-03 14:10:00,science
knowledge0.,mostlyb3-f459-4fbc-b527-4666784ad42f,Science:KnowledgeDomain,applied,Oromo,2024-12-20 19:20:00,Ine_logic
"description-0500071, ",mostlyd8-605c-43f0-9d9f-2db92624cd5e,Science:KnowledgeDomain,} ,Hausa,2024-07-05 23:55:00,location
"-0..242,, Nigeria-0048,0.",mostlyd8-1c1c-4298-86dc-71c7c597f911,Science:KnowledgeDomain,"R, ",Igbo,2024-03-11 08:11:00,", "
: ,mostly77-c840-457e-ab07-a3711488d5ea,Science:KnowledgeDomain,discipline,Igbo,2025-02-05 23:46:00,symbolic_or_oapplication
"symbolic,023ing",mostly2c-5679-4fc3-aa0a-af0594fcec1c,Science:KnowledgeDomain,findings_logic_type,Shona,2024-08-08 14:03:00,2024 _solution
:  and,mostly96-eba4-45ef-8135-3997ccc6c9d6,Science:KnowledgeDomain,,Amharic,2024-12-11 19:45:00,", "
description,mostly30-fd6d-4ab6-a7fa-e42c4d69cb78,Science:KnowledgeDomain,science,Zulu,2024-07-25 15:29:00,", "
{,mostly1a-bbff-4d56-bf89-16e0bfe40826,Science:KnowledgeDomain,real_ororor_: ,Oromo,2024-10-10 14:56:00,symbolic{
", ",mostly06-662b-49ed-8bef-22cfb23974b1,Science:KnowledgeDomain,{,Swahili,2024-09-19 10:38:00,problemes
Shonam,mostlyfe-48b7-41c9-818b-04a56461be60,Science:KnowledgeDomain,problem_application,Amharic,2025-05-10 08:41:00,real_language_application
", ",mostly85-7969-4baf-a58d-951f17870cd7,Science:KnowledgeDomain,", ",Zulu,2024-04-27 03:42:00,science
} ,mostlyef-7f8e-4d08-a03f-b42a7e420b77,Science:KnowledgeDomain,topic,Shona,2025-03-23 21:53:00,",0"
applied,mostlya4-9b13-4995-9ddc-6169ef58fcb9,Science:KnowledgeDomain,findings.,Amharic,2024-01-25 03:01:00,"problemknowledge,00."
methodology,mostly31-e4db-47a2-bc82-1c791ed08fa2,Science:KnowledgeDomain,: ,Oromo,2024-02-19 06:29:00,Mor_language
", ",mostly18-e7f3-4ddd-9f4b-5a16826779d0,Science:KnowledgeDomain,A,Amharic,2025-01-05 11:46:00,: 
discipline,mostly37-f2c2-469e-974d-157fd3b70278,Science:KnowledgeDomain,description,Shona,2024-07-10 03:33:00,Llar 
science,mostlyf4-23b6-48c8-bb41-d5c0dc0bc33a,Science:KnowledgeDomain,topic,Shona,2024-12-22 02:28:00,", "
location,mostlyc1-5844-4fee-8db0-0fb9cc3b7c48,Science:KnowledgeDomain,} ,Oromo,2025-07-15 22:33:00,description 
primaryor} -,mostly69-0dfb-4be6-b3fe-153fd615a5ce,Science:KnowledgeDomain,applied,Igbo,2025-09-19 19:57:00,: 
L toor_esp b foralranic pyones ,mostlyfe-8c89-4162-99ec-1227a9b257f3,Science:KnowledgeDomain,Acin of-s.,Igbo,2024-05-27 02:12:00,G00
N{,mostly81-9779-4e88-9c03-33a1dd00dd6d,Science:KnowledgeDomain,S ,Hausa,2025-01-25 21:39:00,methodology
,mostly0a-e507-4a61-8617-f78e9c08ed65,Science:KnowledgeDomain,problem,Shona,2024-05-04 05:55:00,
real,mostly52-61fc-4891-a8c6-d5c0d6ed86b0,Science:KnowledgeDomain,: ,Swahili,2025-09-19 01:53:00,knowledge_statement: 
: ,mostlya3-fddb-4bfd-adf0-693283115b95,Science:KnowledgeDomain,"Com,05.,-0.,T1{,0.58091,-1.",Amharic,2024-02-23 21:54:00,", {"
},mostlydf-910f-4fe8-8776-36f1d955cc88,Science:KnowledgeDomain,",0._worldor, ",Yoruba,2024-06-08 17:05:00,location
} ,mostlyd0-d2bc-46fd-8bad-838a0362f13d,Science:KnowledgeDomain,primary_-at.,Igbo,2024-08-05 04:16:00,real__application
location,mostly66-fe84-4502-9a9b-a3ca5fada515,Science:KnowledgeDomain,L_language,Swahili,2025-09-30 18:33:00,real.
science,mostly91-5c89-4fb4-910b-6dff13277979,Science:KnowledgeDomain,: ,Hausa,2024-04-07 19:07:00,A 
:  ,mostlyeb-a029-45ac-95f5-48c42c0c08d3,Science:KnowledgeDomain,real_world_-application_application,Shona,2024-08-10 12:35:00,symbolic
In ,mostlyee-57a6-4c88-9338-a3e7219cbe84,Science:KnowledgeDomain,", ",Shona,2024-06-03 22:46:00,topic
: Nigeria,mostly2c-1e86-47f2-ad20-a39223c92ecb,Science:KnowledgeDomain,real,Amharic,2025-09-08 23:33:00,recorded
: ,mostly15-b38e-450b-8b4a-267245806ed2,Science:KnowledgeDomain,topic,Amharic,2024-03-09 21:24:00,2025-
",- and falanguage, ",mostly57-9aff-42e3-91c3-2ccbffe4ce32,Science:KnowledgeDomain,description,Igbo,2025-08-05 13:43:00,-
: ,mostlyb2-b866-40bc-a007-cc66ff6edd69,Science:KnowledgeDomain,,Yoruba,2024-11-14 12:58:00,", "
A,mostly4f-6461-40d0-a11b-2f4149a7cca8,Science:KnowledgeDomain,", ",Oromo,2025-08-22 21:57:00,2025_- 
} Nigeria,mostlyfe-0978-4488-af8d-93b34110d40e,Science:KnowledgeDomain,2024,Amharic,2024-05-10 22:18:00,S in_language
: ,mostlye2-402b-42cc-9115-b7d0d2e3f4b6,Science:KnowledgeDomain,"C- and data cr, and l with",Hausa,2024-11-16 21:42:00,How
2024 ,mostlyf5-f89e-4dc1-a89a-99e8bac34032,Science:KnowledgeDomain,primary0.,Shona,2024-03-15 15:32:00,", "
C-2_: ,mostly04-063d-4e92-ab27-3145f80f54f1,Science:KnowledgeDomain,: ,Yoruba,2024-06-30 07:47:00,If
science{,mostly9e-aa39-432f-b48e-2ef6bb45b934,Science:KnowledgeDomain,", ",Zulu,2024-04-02 06:52:00,problem1
symbolics.,mostlya7-4943-449d-ac6a-3e08703aa4fb,Science:KnowledgeDomain,computer}} ,Yoruba,2024-03-06 20:16:00,}_er
science,mostly83-deb0-4b74-913e-16bcbc148d39,Science:KnowledgeDomain,C_er,Hausa,2024-03-07 23:24:00,S a to toablesable
science,mostlya5-b0b9-4c8e-9b72-bcb9183db89b,Science:KnowledgeDomain,primary,Amharic,2025-04-28 08:56:00,: 
primary,mostlyfb-a4df-4411-83aa-ca9359bd7e55,Science:KnowledgeDomain,"L-cost,0.0 01,-0.04, ",Shona,2024-06-03 19:57:00,"G p_, andationt s, Ethiopia"
experimental,mostlyd1-a654-47f7-988b-f0564510b860,Science:KnowledgeDomain,"2024--0.03,-10424T360,.08-0.05307, ",Igbo,2025-09-30 18:33:00,Mal ftal
realworld_solution to:,mostlya8-232e-439e-87d6-a4b22b0a9823,Science:KnowledgeDomain,: ,Zulu,2024-05-05 06:53:00,",-0.823306 "
", {",mostly99-040c-488b-9f51-0a57f4bc38c2,Science:KnowledgeDomain,", {",Hausa,2024-02-21 19:47:00,recorded_embedding
A,mostly71-9521-411a-acdb-956fea459ed3,Science:KnowledgeDomain,K{,Oromo,2024-12-17 01:21:00,Inedy.
A: ,mostly70-f9f6-429f-a122-cba52f1f4b06,Science:KnowledgeDomain,"G to d, ",Igbo,2025-02-26 19:26:00,B
2024-05.01-3801.}3}04 ,mostlyf5-4737-4011-828d-95ef4a19f43a,Science:KnowledgeDomain,primary_- ,Shona,2025-09-25 18:09:00,: 
recordede to,mostlye8-6567-44a0-9064-d434ba7a67f8,Science:KnowledgeDomain,discipline ,Yoruba,2024-08-08 15:17:00,2025_methodology
description,mostly15-ffd1-4ce9-85cd-b852a3530c88,Science:KnowledgeDomain,C: {,Hausa,2024-04-06 03:41:00,science
"primary_ingation.2 d,.",mostlyc2-1d00-4476-8d48-00d8bc3c52c5,Science:KnowledgeDomain,"knowledge_, ",Zulu,2024-04-18 10:28:00,findings and_logic
", ",mostlyf1-32a1-4687-8966-e8bb0a5831fe,Science:KnowledgeDomain,P_application,Amharic,2024-11-04 14:24:00,experimental
Dy ander,mostly51-2af6-406e-8faf-18ddf633059c,Science:KnowledgeDomain,S,Igbo,2025-09-29 00:45:00,M aedesingationt in f.
topic,mostlye8-6ff0-43f0-a739-71594e86294a,Science:KnowledgeDomain,N,Shona,2025-04-14 02:42:00,real_at
"Ay minis fory, ",mostly42-58c2-4c08-8d54-3570616617a5,Science:KnowledgeDomain,problem ,Hausa,2024-11-16 12:28:00,"-0.-24.6,0."
recorded_embedding,mostlyff-2057-4b7b-af49-0ba6d60af4d9,Science:KnowledgeDomain,"recorded,_eor_, {",Oromo,2024-10-16 02:48:00,primary_at
: ,mostly52-4bfe-4ce1-a68b-65b7d2279ba5,Science:KnowledgeDomain,R_type,Zulu,2024-03-16 22:58:00,}_or_embedding
: {,mostly70-f795-4e56-aad1-0b4fda6fd9d7,Science:KnowledgeDomain,: ,Swahili,2024-01-11 21:31:00,real_embedding
Mor_ sation inr.,mostlya5-7c9f-4af7-9e3c-a9335c6ef645,Science:KnowledgeDomain,"Ftype--01ar-p-7,-0.2307,-.",Yoruba,2025-09-25 21:50:00,science
", ",mostly67-4e78-428c-925d-ef2bbb7fc687,Science:KnowledgeDomain,problemlocation,Hausa,2025-03-14 19:33:00,: 
"P01--1.1502353,0.00",mostlyac-500e-43d8-ae48-7abe6baac8be,Science:KnowledgeDomain,", ",Zulu,2024-04-07 07:15:00,applied
How- and .,mostlyaf-c0f5-47e9-a6cf-f47f7c944048,Science:KnowledgeDomain,location,Igbo,2024-08-22 17:15:00,location
Shonaed,mostly74-2219-4a24-93b9-133f70394050,Science:KnowledgeDomain,: ,Hausa,2024-09-14 16:54:00,findings-: {9
description-0.04110.011.,mostly9d-0990-43bc-a65b-0e2bc4b27378,Science:KnowledgeDomain, ,Igbo,2024-06-13 06:34:00,", "
: ,mostly1d-f07a-4991-978c-3482b599d16b,Science:KnowledgeDomain,"-, ",Oromo,2024-04-12 14:55:00,K_at
symbolic_application,mostly2f-9356-4694-8bf1-6876ed7f1709,Science:KnowledgeDomain,F,Oromo,2024-03-31 13:56:00,R
: ,mostly0e-8eb7-4645-9307-652242eb495a,Science:KnowledgeDomain,", ",Amharic,2024-01-07 09:48:00,: 
Con and.,mostly4e-4b44-4d7d-837e-f94cba4d6807,Science:KnowledgeDomain,"-,neural9_solution3statement",Yoruba,2024-09-12 03:42:00,Nation dv.
2024-2508:00,mostly94-c126-42d0-8e8a-c86d00370882,Science:KnowledgeDomain,knowledge_solution,Igbo,2025-09-30 18:33:00,topic
methodologyid,mostly37-8277-4720-8bc8-7fc215f24b77,Science:KnowledgeDomain,location,Shona,2025-03-23 15:41:00,real_or_application0.
Lor_type,mostly7f-a60e-4187-bb23-b19c4c78cdb9,Science:KnowledgeDomain,problem_embedding,Hausa,2024-07-20 14:05:00,How
: ,mostlyfc-df5b-4a22-b1e3-7f79fdd5ddbb,Science:KnowledgeDomain,: {,Oromo,2024-08-25 10:10:00,"K1 of m toy m t,- and."
"L_or_world_-, {",mostly01-2bda-4ac1-b353-26f08c348a46,Science:KnowledgeDomain,2024 ,Shona,2024-04-18 20:54:00,description
computational,mostly29-6b1e-4c42-98dc-dc26a9e4ee80,Science:KnowledgeDomain,} ,Shona,2024-08-25 13:10:00,K
description,mostly43-6829-4dea-a633-6d7d4fbe6be0,Science:KnowledgeDomain,methodology,Hausa,2024-09-19 22:11:00,engineering
: m fa-,mostly43-ed60-44db-9890-7513e811d917,Science:KnowledgeDomain,: {,Amharic,2025-05-23 12:53:00,: 
description,mostly03-aeef-4e83-bcd0-d81698d9f356,Science:KnowledgeDomain,A,Igbo,2025-04-23 08:35:00,: {
symbolic_at,mostly9b-705d-4a45-ac30-24ba9ff3f9b6,Science:KnowledgeDomain,T{,Hausa,2025-09-30 18:33:00,", "
science_worlder,mostly8f-5fcc-4701-b659-3e716493664f,Science:KnowledgeDomain,",-__type",Hausa,2025-04-07 08:28:00,"neural_, {"
R-tesu,mostly89-6730-4045-8847-72a2beda30f0,Science:KnowledgeDomain,: ,Oromo,2024-12-26 06:26:00,: 
}2 ,mostly3a-bded-445b-aaf0-bca1c66f3386,Science:KnowledgeDomain,problemor_at,Swahili,2024-09-01 14:46:00,: 
neural.,mostly44-0d8e-45eb-bbdf-d572398b1f37,Science:KnowledgeDomain,recorded,Igbo,2025-06-04 15:58:00,methodology
L ,mostlya7-c046-40cd-8b33-adea317e860c,Science:KnowledgeDomain,real_description,Yoruba,2024-02-29 20:56:00,: 
", ",mostly6e-db46-4784-bdef-9944a3fb59fc,Science:KnowledgeDomain,{,Yoruba,2024-05-23 16:13:00,Ad for ofs.
: ,mostlyd0-c27c-40c6-a478-90d201fe5c6b,Science:KnowledgeDomain,"problem_,. to_, ",Yoruba,2024-02-10 18:44:00,real
"science,{",mostly65-5080-4da7-95df-83f7207c0372,Science:KnowledgeDomain,topic,Swahili,2025-01-20 22:30:00,computer
"real1.6,7",mostly19-1c75-477c-96f1-bc5557b763d1,Science:KnowledgeDomain,problem_embedding,Yoruba,2024-03-31 05:19:00,realy_application
neural_: s,mostly5d-307f-49a2-bed7-e0c39934efb9,Science:KnowledgeDomain,,Igbo,2024-08-07 19:12:00,: 
: ,mostlyf9-f82c-4ab3-a55a-55975f4b2577,Science:KnowledgeDomain,2024 ,Igbo,2024-01-28 10:23:00,description
problem,mostly33-1208-4de9-b2ed-4c3afaa01912,Science:KnowledgeDomain,discipline,Shona,2024-12-10 03:09:00,symbolicealed toh oft t fer_.
2024-: ,mostlyac-ad6a-4944-bb86-92b60002f353,Science:KnowledgeDomain,}{,Yoruba,2024-04-12 02:56:00,findings_at
Mar{-_logic,mostly36-703d-4f86-92bb-9812b33f1ba3,Science:KnowledgeDomain,C ,Amharic,2024-12-16 07:55:00,S_type
knowledge_,mostly54-608b-4fe6-b360-d17b116b1d28,Science:KnowledgeDomain,methodology,Shona,2025-02-11 21:19:00,topic
202502,mostlyb9-6308-4eed-9627-dfae6b02ae8a,Science:KnowledgeDomain,{,Hausa,2025-07-03 13:22:00,", "
: ,mostly5d-6f9c-4801-a6c0-96b89a447197,Science:KnowledgeDomain,", ",Igbo,2024-01-06 08:59:00,
: ,mostlyc8-ed85-4dad-8261-a032d2705640,Science:KnowledgeDomain,findings_or_solution,Amharic,2024-01-26 10:50:00,S 
neuralg-0..306,mostlya3-2186-467a-b7ec-5a474f2e0ee3,Science:KnowledgeDomain,description,Hausa,2024-06-24 16:56:00,: 
"Pa aered with with,esis.{",mostlyb8-5898-441d-9cd8-070f519933b5,Science:KnowledgeDomain,} ,Zulu,2024-03-16 13:55:00,A 
B ,mostly7a-0795-4039-bb6a-70f391ba5ffb,Science:KnowledgeDomain,", ",Oromo,2025-09-30 18:33:00,findings_logic
description,mostly52-091a-40ce-80fc-c58da75c79fe,Science:KnowledgeDomain,problem_embedding,Zulu,2025-05-30 15:26:00,"G, "
location,mostly29-923c-4695-be39-a21e3d6373f8,Science:KnowledgeDomain,:,Amharic,2025-01-19 04:24:00,knowledgee: g
topic,mostly0e-9828-4184-af59-14a2729c2b8f,Science:KnowledgeDomain,recorded_:,Shona,2024-02-07 17:42:00,computational
symbolic0,mostly03-2575-4802-ac01-8dd2688db488,Science:KnowledgeDomain,:-1123,Yoruba,2024-04-27 14:52:00,", "
How,mostly59-3452-41d6-8526-164385fdcb3f,Science:KnowledgeDomain,discipline,Hausa,2024-05-23 05:56:00,"., "
",{",mostlyd3-f2bd-4dc1-8f51-94cb3ddfcf99,Science:KnowledgeDomain,discipline,Shona,2024-04-18 08:30:00,", "
: ,mostlyfd-d1e2-46b4-be78-4ed2234d5452,Science:KnowledgeDomain,experimentalyhicii,Shona,2024-10-24 23:46:00,E_logiceingationesical inm fored.
problem_at,mostlye3-bf09-4d58-8e2b-88b7f1944a2f,Science:KnowledgeDomain,real_solutiona,Yoruba,2024-04-04 06:02:00,S
location,mostlya3-0b6a-4d0b-99bf-4f566e6e4e13,Science:KnowledgeDomain,,Igbo,2025-04-13 20:52:00,"Howmor and lc toor, "
applied{,mostlyc0-84ed-41b5-8ea6-7970e8b45e96,Science:KnowledgeDomain,Inor_ated:des andb.,Oromo,2025-01-31 10:44:00,If{
A,mostlyab-140f-497c-8e74-58a01c6321c3,Science:KnowledgeDomain,"T0.5324,-0.1,.10.638.3",Yoruba,2024-11-03 12:01:00,discipline
K ,mostlyd9-34fe-4658-bc6c-517a0cbd66af,Science:KnowledgeDomain,recorded_science,Shona,2025-04-18 03:24:00,neural_at
", ",mostlyd1-08af-4ba1-96b1-9470ef030163,Science:KnowledgeDomain,real_applied,Amharic,2025-03-31 10:07:00,real__: 
", ",mostly38-387a-41d5-ada0-6debc522b5cd,Science:KnowledgeDomain,description,Yoruba,2024-10-01 13:56:00,problem_ator
science,mostly07-1c14-431a-8019-21abd3acc31d,Science:KnowledgeDomain,methodology,Amharic,2025-09-30 18:33:00,}_: 
problem_type,mostlyb6-861e-405a-9efe-9098ee5f0bb0,Science:KnowledgeDomain,: ,Amharic,2025-01-05 08:38:00,
},mostly18-b408-4310-bd63-b9e66b116de1,Science:KnowledgeDomain,}} {,Shona,2024-08-01 16:19:00,"topic to,0."
0.,mostly42-84bf-4fc3-ba3e-5566ebb4e339,Science:KnowledgeDomain,"P_y, ",Shona,2024-09-06 11:10:00,: 
