id,scenario_domain,primary_language,setting,description,challenge_faced,solution_applied,resources_used,outcome,location,symbolic_logic,transferable_insight,neural_embedding,recorded_at
mostly50-77e0-43fe-aa1d-ce0381b4fe2a,entrepreneurship,Amharic,peri_urban,},-,transferable_insight,:00},: ,: ,"Uu, ",primary_embeddingdomain,neural_insight,2024-07-15 23:32:00
mostlyb6-bf15-4581-a0e2-5e3de8abfbee,entrepreneurship,Amharic,rural,setting,"}applied,-0.0.07.9 64,-0.23,0.08-01 08014t,0.071715,0 a.,--0.3807}-.02,-622",scenario_used,transferable_insight ,outcome,coastalfaced,challenge_,: ,neural_ at,2024-07-19 08:51:00
mostly47-9f06-47b4-9778-13b21056eab6,healthcare,Amharic,peri_urban,symbolic_logic,resources,setting,Ikiwa,N_used,urbang,--0.0.3 ,_,M_usedp nad,2025-05-02 11:37:00
mostly50-ee22-48f1-b7be-85db10a49721,environment,Shona,coastal,M arirarisap ,_location,_scenario{,setting,: ,"Mzian, ","}-0.06090-0.03,1.54,0.15,-2:.170326,-56:.414, ",resources_at,symbolic_applied,2025-03-25 05:47:00
mostlyae-27ec-4869-b4b8-f1a326f4aaea,logistics,Swahili,peri_urban,coastal,challenge_life,recordedu ya,recorded_faced,"Ukosefu_applied vyao, ",", ",recordedapplied,If_embedding,", ",2025-06-27 20:43:00
mostly4d-a85b-4af1-980a-a48fdb3ce896,finance,Hausa,urban,: ,"If}.08--0.3,2.29,-0..,-1.-8,-01.-.49.06, ",Ki_logic,transferable wata zam wa naba kwa.,", ",: ,finance_life,"symbolic, s,",location,2024-03-24 22:43:00
mostly32-2779-4177-807e-ab6f3584823f,healthcare,Yoruba,coastal,primary- ,M ,,: ,education,"educationT, ",solution_insight,rural,solution_applied,2025-09-26 02:57:00
mostly55-ff4d-4dc4-9ba8-2915bae0ad8e,transportation,Zulu,coastal,"U-14.0818,-1.5,0.",challengechallenge,} Mo,M_language, {,U_language,recorded_at,transferable_-T,M,2025-07-08 06:08:00
mostly81-2792-4ba1-b9e7-0927d23c6e53,entrepreneurship,Zulu,urban,symbolic,_used,transferable,U_embedding,_faced,"M_scenario, Ethiopia.",transferable_language,outcome,: ,2024-02-16 18:16:00
mostly30-1e2c-47ee-b10e-9b525c165cc8,agriculture,Oromo,urban,", ",},", ",",faced",transferable ,outcome,: {,recorded_logic,"real-0...26614, -0.7177,1.022004,-10.229040.",2024-09-02 08:11:00
mostlya4-b7d2-4555-bce9-34b828f2df5c,entrepreneurship,Amharic,urban,,scenario_domain,0.,symbolic_logic,If,recordedprimary_domain,symbolic_faced,location: ,"resources, ",2025-01-05 16:42:00
mostly8c-8f9a-4eb7-b0a7-9675c330c43e,education,Hausa,urban,primaryscenario_life,setting,real_,M} nau.,D,solution_language,resources_faced,: ,scenario_logic ya,2024-07-05 11:25:00
mostly7e-dc38-4625-8f87-84bb8626b193,healthcare,Amharic,coastal,challengeati ya a ya,challenge_language,Mi_applied,Ku.,S_insight,scenario_embedding,", ",real_,Ki ,2024-03-16 04:08:00
mostly0f-c070-42be-8425-1c72ca2b7027,transportation,Zulu,peri_urban,"Igbosttd, ",challenge__used,"resources-01-,-1.03.37,0.08900701, ",,} {,transferable_used,,Igbolanguage_wa,_T,2024-08-19 00:24:00
mostly14-97f0-4d13-a369-a68e9ec6de0b,finance,Igbo,urban,neural_embedding,outcome: ,Mita ur.,challenge_domain,transferable_life,scenario_,location,outcome,recorded_insight,2024-01-04 19:30:00
mostly37-e423-4254-a988-bded41c0fc6d,logistics,Yoruba,coastal,setting,: ,transferable_used,challengeu._faced,primary_life,B,location wa.,: ,: ,2024-09-22 01:04:00
mostly8b-9cc6-4955-8784-b6a809eda074,agriculture,Oromo,coastal,challenge: thennwa,setting,} ,}}language ,outcome,resources_used,: ,,If,2025-09-26 02:57:00
mostly2e-5802-4e4d-948f-9a004f235050,entrepreneurship,Swahili,urban,solutionapplied,: ,}a_embedding,coastal,If_applied,: ,-T-272T.024: ,"challengeiatwa, vi",primary_,2024-07-13 23:51:00
mostly04-3ad1-48d1-817e-14f569d4711b,transportation,Zulu,coastal,description,outcome,N,: ,", ","Mi i i na, wa wa mam,0.1 ya6 waoti kwa ya ma watalakawa",2024,primary_domain,neural_faced,2024-05-19 01:52:00
mostly35-3696-4294-807a-452ada6798ce,healthcare,Shona,coastal,description,",-16T0.37,-.1206200.",setting,-14T: ,,scenario_faced,,", {","-1-0.0359,0.27, ",2025-08-15 06:23:00
mostly73-8d1a-41d1-a92c-b1066d488920,logistics,Yoruba,inland,,Ku,"}2025 na-03, Twari, na ma za na mi","Kika a na-06i ya ui mssha wa ya,0.",", ",solution_language,", ",neural_o,real_ ya,2024-10-05 11:31:00
mostly3e-1e23-4cda-b0b2-fd5fdbe695da,logistics,Oromo,coastal,neural_location,challenge_applied,_,: ,"resources-0.5-07-0.66, 19T-T11,-1-a.600,",resources_used,Ku_domain,: {,",- ",2025-06-20 05:40:00
mostlyb4-e0ad-479d-9a79-e8bbd7bc2714,finance,Yoruba,coastal,recorded_used ,", ",challenge_00,: ,location,}_life,solution_faced,", ",Igbo,2024-05-04 19:57:00
mostly1c-6403-4992-bab4-9b925b723587,entrepreneurship,Shona,coastal,,: ,neurallanguage,description,A,: ,symbolic_domain_logic,: ,D,2024-08-09 15:53:00
mostly4c-bf39-47dd-8277-7ac8a90b1dbf,environment,Igbo,coastal,"If, ",,Zulu,Ki_wa,Kuutasiap,"2024, Nigeria ","M, ",,":1-0..8036,.86,11.00",2025-08-17 15:18:00
mostly92-4778-4c74-bdf1-fc1401add104,healthcare,Igbo,coastal,"recorded, ",M,", ",outcome,: ,: ,: ,:,scenario_language,2024-09-29 06:16:00
mostlye3-4d74-4644-a81b-cc8cd3b3d7f0,logistics,Amharic,inland,primary_used,environment ,", ",challenge_faced,:00,Zulu{,: ,description,outcome,2024-07-24 05:44:00
mostlyb9-dc46-449c-a363-f4d470a7efcc,transportation,Oromo,urban,transferable_life,primary_at,location,", ",resources_{,N_logic,,",applied",: ,2025-01-22 14:38:00
mostly62-718a-4a19-b0e9-3943cfa6b68a,finance,Amharic,urban,", ","N, ",", {","2024,} ",0.},", ","- u}18--080.53819,,--0.2..180.780.0228938155,0.25,-0.,1.0.80.34937,-0.4,0.19,1.7,--0.9,0.260,2,7-T: 7ka0,-1.,0.743.",I{,},2024-04-11 02:58:00
mostlyf3-eedc-48e5-af55-eb04203a1fa3,entrepreneurship,Hausa,inland,I-002,: {,: ,scenario_at,solution,resources_applied,transferable_used,neural,D_used,2024-07-27 04:59:00
mostly46-6506-4ac9-83de-fd4164b71805,agriculture,Amharic,rural,neural_used,M,", ",If {,A_logic,":, ",Ukosefu_used,urban waosa wa m yaaka.,_language,2024-06-21 02:15:00
mostlye6-102a-4cf4-8a36-9fddc8a705d5,environment,Igbo,urban,,primary,M_atdomain,2025_used,primary_at,,:00,outcome,M,2024-04-01 04:53:00
mostlyaa-7d48-4625-870b-c2d5aaa9a17f,logistics,Swahili,urban,outcome,A,neural,", ",M_applied,urban,neural_insight,I,", ",2024-06-21 17:14:00
mostly8c-549a-43b7-afa7-bf8fcb3c68a5,entrepreneurship,Swahili,urban,"If1 aan  in wa,-1.58,1.6.46600..58},0.08.194,-030.0547,2,.T2226, m.,--0.4,0.063,0.",Surban,I ,", Nigeria",2024o,finance,,2025,,2025-08-12 19:43:00
mostly39-c33a-4f53-9aa7-1b495a1ffe10,finance,Yoruba,peri_urban,Mi,"--T0504T,: ",locationused,K,scenario,transferable_language,", ",}_used,description,2025-07-28 05:39:00
mostlyc6-a010-4d46-a5d5-dfd626312736,finance,Oromo,coastal,setting,Mi_at,: {,: ,neural_embedding,"scenario_insight, ",transferable,,setting,2024-12-02 00:22:00
mostlye8-521e-42e2-bc8d-ef9b8a30dc80,transportation,Igbo,coastal,symbolic_used,outcome_embedding,U,Ki_,", ",S,}_at,location ,"M,-0.156 ya,0.25.,0.155,0.,0.2017,1.2637},, ",2024-09-12 17:15:00
mostly04-33d1-4a3e-9cce-1870f698a7bd,agriculture,Oromo,inland,",0., ",STi-0.9,: ,M,}-,Ikiwa_ ,", {",transferable_used,neural_life,2025-09-07 12:04:00
mostly7a-d678-4b18-aa19-0ae34ca88617,environment,Shona,coastal,real_insight,location.,", ",primary_faced,scenario_applied,:,: {,primary_language,recorded,2025-06-10 09:07:00
mostly79-d83c-4415-a3e2-c789ada56b55,healthcare,Hausa,inland,challenge_faced,,"outcomen wazi u yati ma wa main ya nataitikoki yar- ya katika ya nakat,","202528,--0.3438,0.23.,0.,00",K_r,setting,,U,outcome,2025-04-21 15:37:00
mostlyfe-14be-4802-b769-f23fa2f37d5e,finance,Zulu,urban,resourcesprimary_lifeu,A_logic,description,description,", ",challenge_: ,: ,neural_symbolic_used,scenario_domain,2024-03-08 17:03:00
mostly17-d6a0-4483-a2d7-982912b1c35b,agriculture,Amharic,urban,symbolic_domain,challenge_applied,_life,Ikiwa,solution_at,healthcare__used,description,neural ,challenge_ ,2024-06-25 14:47:00
mostlyeb-5164-4a5c-8b82-80958604c087,environment,Amharic,urban,N,2024_used1ku  ya na,resources_faced,primary_at,}__life,,resources_kaar,recorded_languagem,challenge_{,2025-02-22 21:07:00
mostly89-e6e0-4df9-a908-510c263b6889,logistics,Swahili,urban,If1 ,urban,scenario: ,A.,realprimary,"primarysetting, Nigeria",", ",challenge,symbolic,2024-12-14 15:37:00
mostly56-3ea5-44dc-8e3f-6b0e7fe46920,agriculture,Oromo,peri_urban,challenge_at,solutionreal_at,description,", ",2025,"U at,-1.2,1.6,- wa1.18-18,1.39,1.49_life8,,-0.40,0.14619, Nigeria71.-0.-12-1.303,-0.18073}-}1,TT9",: ,Ur na mdo.,setting{,2024-07-02 03:09:00
mostly42-fb87-4799-b8bc-6f89e75b0ff3,education,Amharic,rural,education,A,urban,description,U ,Ukosefu_language,"2025_applied na na, then","primary, ",transferable_at,2025-08-15 08:07:00
mostly0c-5bac-4486-afd2-6c63c00f94bb,education,Amharic,urban,primary_embedding,rural,neural_faced,primary_domain,}challengee.,: ,: ,outcome,If ,2024-04-05 23:36:00
mostlyae-19f8-4ff0-b8ca-ad1952d6288a,agriculture,Amharic,inland,symbolic_logic,solution_embedding,neural_logic,neural_embedding: ,I,Igbo,", ","Ma,-122050.210:0.77,2,",primary_0,2025-03-11 01:17:00
mostly70-6d2f-44ac-8fc6-b440af81a849,logistics,Amharic,rural,Ukosefu,"-.1307-1.T37,7.",", ",symbolic_logic,scenario_applied,", ",", ",: ,U_embedding,2024-06-19 15:47:00
mostlyf4-291e-4217-8c23-b8c2b6c13142,logistics,Hausa,peri_urban,_applied,symbolic_,scenario_applied,coastal_i,: ,",-0.361,-0.2,227,-1.180.373,-0.8240.",recorded,: ,"-1.,0.054,0.9,-.374,720.14, ",2024-07-21 00:45:00
mostly96-11f6-443e-a022-344deb43f44b,environment,Shona,urban,outcome,resourcesembedding vya m m m-ddeirirren ,2024-T,_language,Mi,Aaeane kwa makamaeanwa wa.,solutionlanguage,setting,", ",2024-01-17 15:22:00
mostly1e-d1ef-4dee-b6c6-5b09f2cea6e7,environment,Yoruba,rural,N ,If,"-0.-160017,-0.5654012863","Manwawa,la",If ,Mi,primaryurban,primary_embedding,_,2025-02-12 10:15:00
mostlyd3-d240-49cb-a2b7-29883855eb08,finance,Shona,rural,Ifapplied: ,2025ate.,symbolic_embedding,M} ,outcome,_insight,outcome,__2025,urbanatu,2025-07-07 06:07:00
mostlycd-18bf-4915-b75e-db0d8e058252,environment,Igbo,peri_urban,", {",} wao i,: ,}},2024 ,"M, nai",: {,},location,2025-08-02 12:13:00
mostly0d-8622-4d30-9d45-33aaf9f0f8bc,environment,Hausa,coastal,",",resources_{,", ",neural_domain nawa,description,: ,"If1.T,",2024 wa- n,"If, -0.36,0.202-0.60.",2025-07-11 23:28:00
mostlyb8-fed2-4769-a4dc-45412700d756,finance,Shona,peri_urban,"M wa ku wa mains, ",2025,primary_at,challenge,2024_used,: ,Klanguage a wakta wa am m.,real ,Igbo,2025-03-11 19:16:00
mostly65-14f3-495b-bdf6-5f0c0b073bbe,entrepreneurship,Amharic,urban,"resourcese,9",", ",primary_insight,", ",Blife,_{,"}-09T0,2.04,02,0..23-0T07-1.,, ",: ,symbolic_applied,2024-10-23 17:19:00
mostlyd9-e86d-497f-95ee-551cb9ce82fd,education,Igbo,coastal,Zulu kuka.,"M asiitag na i, waa,--0.56, ",", ",primary__language,symbolic_applied,: ,primary_:,", ",,2025-05-04 21:59:00
mostlycc-35ed-4a50-b0a6-468ff6b0313f,finance,Zulu,peri_urban,coastal,real_logic,: ,"U, i",K,"U-01- na.2.4,6.,-1.569,0.69,-0.-15024,0.18,681.16-172826, 03{",challenge_embedding,resourcesscenario_logic,transferable ,2025-01-28 21:47:00
mostly72-8172-41b6-bcf5-166ed8142d29,agriculture,Swahili,urban,,outcome,", ",coastal,"-iT:, {",,real_applied,: {,solutionatu,2024-03-02 13:20:00
mostlyd7-64b5-4a1b-9a96-4a2083b8374a,agriculture,Amharic,coastal,: ,Shona,educationdomain,Zulu,K language,location,setting,I,Ukosefu na ,2025-06-18 17:50:00
mostly12-81c0-4124-98c9-ea559ac9c56e,transportation,Igbo,coastal,environmentdomain,description,S,"If, ","M,",location ,,: ,solution_at,2025-04-21 16:43:00
mostly43-302b-4dce-af98-88e2a10d77e0,healthcare,Shona,urban,"Maku nabaziska, {","urbanu na ku-ua na,kosi:.8 ya na,1.7 m",: ,urban,solutionscenario_domain,", ",primary_faced,settingle,U_embedding,2025-03-02 19:51:00
mostlyaf-130f-4dc8-9f55-7b1eeef71bda,agriculture,Shona,rural,: ,location,Ifka ya,scenario: ,resources__language,"--0.79,0.0356,0.,-0.34.6102, u.24, ,_embedding",: ,: ,location,2025-09-19 13:09:00
mostly05-7515-4356-bf5c-ae4355e80635,environment,Shona,urban,2025,challenge_{,: ,neural_language,outcome,recorded_embedding,descriptioninsight,resources ,outcome}kaeba.,2024-02-01 00:34:00
mostlydb-b78a-4fd9-ae30-7a3af62f39b7,finance,Shona,peri_urban,A,,solution_domain,-a,Ku,transferable,: ,",0 ",: ,2025-01-04 15:29:00
mostlyba-8618-409f-9edd-a358d08d88bc,healthcare,Swahili,coastal,"recorded_--0.157, Nigeria.",outcome,2024 ,neural_faced,recorded ,,solution,", ",If,2025-09-26 02:57:00
mostlya3-f9f2-40e1-be19-0913d95fc76f,finance,Yoruba,urban,: ,description, ,"-0.15,0.0.9, ",neural,symbolic_at,scenario_domain,", ",: ,2024-01-01 11:22:00
mostly21-59f1-4260-a6ce-ed0a2e916678,agriculture,Shona,urban,"N u ati, ",coastal: ,: ,If.,MT,"-languageele,-",outcome,", facedsetting0u",", {",2025-06-22 04:05:00
mostlyee-ef06-447c-a9fa-eaf03fa3914b,finance,Hausa,urban,symbolic_logic,symbolic_ ,locationlife,"S kwa kwara,0.",primary,recorded_life,"2024_-119141_.1903,.21.837, ",2025_used,M ,2024-04-08 09:37:00
mostlyfa-a59c-4fcc-8f19-9f132458a32d,finance,Zulu,urban,challenge_,"2024- wa0,-T- ",: ,outcome,description,}-0502,"Igbo.,a","2024-T11TT, then a0.7, na0.1.6,0.814,-0.67691,-0.9, ",Ku vya,2024-09-28 01:24:00
mostly97-a123-4766-a044-68d42c91284e,transportation,Zulu,peri_urban,"0.-057.,-0.0654601,0.7,0.14,-01-,00070.4.1856,-0.1,",I,S} {,} {,", ",Ukosefuscenario_life vya,: {,transferablefaced,: ,2025-09-15 23:35:00
mostly48-12ac-4af2-b1a0-5daba6a9c597,healthcare,Igbo,urban,challenge,: ,setting,: {,", ",outcome,} {,Miappliedti ya- us wa.,: {,2024-08-27 16:39:00
mostlyb1-45ed-4382-a25f-04f4e1e81757,environment,Amharic,urban,", {",", Nigeria",transferable_life,:00,recorded_i,solution_used0.,symbolic-0.,", ",urban,2025-07-14 01:32:00
mostly2d-eb14-48f6-8794-30200f9aec43,finance,Igbo,peri_urban,resources ,"-03,-005.8031.21.16277,-0.2317,.",real,primary: , ,A_-,primary_language_u,setting,solution_domain,2024-03-14 12:16:00
mostly5d-4173-4a1b-8fb2-289d74f66ac4,education,Zulu,urban,", ",",0.2T17,0.",challenge1: ,real_life,outcome,", ",_domain,setting,"challengeata:001-.73,-,0.7,-0.0612,1-.6535,1.0986,-0.3.9176,-108.44,-22.584,.28285609,0.12016.",2024-07-08 21:53:00
mostlyc7-6570-4548-ab47-7b58fe8ffcce,education,Amharic,rural,scenario__logic,",",urban,primary_faced,location,outcome ,Zulu,finance-,I,2025-03-24 04:23:00
mostly01-a987-47c7-85cc-cb7cbde7c090,transportation,Swahili,urban,resources_logic,solution,recorded_insight,"outcome ya wa za wa,,.",_language,},recorded_used,neural_embedding,real_life,2024-11-27 02:35:00
mostly28-a875-44a1-b340-09cf62e93cf2,transportation,Igbo,peri_urban,neural_used,location,UT,real,rural,S ya,description,Ku_urban,transferable_domain,2024-01-21 13:25:00
mostly72-f7c9-41b0-9ae7-0b532d93bdfc,logistics,Swahili,urban,outcome,"coastal wa i-0 ma,-1.24,0.82,-0.02,0.08,-1.128,-0.5,0.12,.,00 ",recorded_},setting,transferablelocation,2024 {,recorded_applied,} wa nai na,"-124,-0..48},090,0.-10.6",2025-05-18 07:32:00
mostly7a-aeba-4bb8-a630-2238a6d74632,education,Shona,rural,", ",transferable_insight,: ,transferable_logic,neural_,recorded ,Ku ,primary_: ,description,2024-10-06 08:53:00
mostlyfc-f2b7-47c9-8044-05870e48c894,environment,Igbo,urban,If_ ,solution,primary_insight,"2025--0.,-4 ya-0.56,-0 ",recorded_applied,primary_2025,resources_languagedomain,urban,Iinsight,2024-04-30 17:34:00
mostlycc-e639-48dd-873e-1f4e05530ce9,entrepreneurship,Amharic,coastal,setting,coastal_logic,M_ ,"Asmrr, Ethiopiakage ya",A ,primarydescription,healthcare_at,If00,solution_domain,2024-09-18 20:23:00
mostly5a-5eb7-4237-abf1-a013b2126cae,finance,Hausa,peri_urban,neural: ,resources_urban,I,solution_faced,: ,U_logic,outcome,", ","U, ",2025-03-12 15:03:00
mostlye4-fd4d-4f76-a92f-6ef89bbafb06,healthcare,Shona,urban,-0.0026 ,location,: ,",.",,setting,scenario,neural__faced,symbolic_life,2025-07-18 05:37:00
mostlyb5-36a1-4cd0-a49f-1a4020b0f7d3,environment,Oromo,coastal,"Ikiwa-ka, wa",primary_used,Ku_i wa,transferable_language,,challenge_language,: ,2024-0.,"-0.827,-0.,,0.18,-T.37,22,0.-1.6, ",2024-07-01 05:02:00
mostly0d-fe09-4aea-ada1-3e02bee3b1c5,healthcare,Igbo,urban,Mre:,,Uscenario.,location,challenge_used,recordedat ,"2025226-.1,,-0.-08 4",description,real_life,2024-08-14 18:13:00
mostly24-f894-4b88-b59a-17e5e6802e16,education,Shona,urban,2024_applied,"Dta na waure i,-ti wakili, ya ka",: {,: {,scenariowa_domain,: ,real_,challenge_life,: ,2024-09-04 19:36:00
mostly02-562a-4415-966d-b996be4bca1b,transportation,Hausa,peri_urban,scenario_life,",",: ,scenario_applied,"recordedwa, ",Zulu,M ku kwa naikaan,resources,symbolic,2025-06-11 02:43:00
mostly08-d5f9-4555-b77c-b178631ce113,environment,Hausa,coastal,setting_applied,"IgboTta,",challenge_ eused,: ,Milogic,transferable:,urbanku,primary,: ,2024-12-11 10:50:00
mostlya1-c60a-4663-993a-35d26a476ead,finance,Yoruba,urban,", ",,"--080.58,: ",resources_language,D_language,solution_logic,"D waji wa u,.",location,: ,2024-05-01 18:21:00
mostly8a-e8e8-44a7-ac86-b772f183df7c,environment,Shona,coastal,: ,transferable_insight,A,"primary, ",2024_embedding,coastal,Manta na,Sa,transferable_at,2025-08-28 18:05:00
mostly60-cf20-421b-b6dd-13a5ab36835a,healthcare,Oromo,urban,scenario ya: , {,"urbanta, ",environment,", {",scenario_domain,S,S: ,urban,2025-03-19 21:54:00
mostlyfb-226f-4bc0-8e62-b374aca51eea,environment,Hausa,coastal,: na: ,"Ukosefu-14,0.050.041,100.82.1,0.164-0.1504,-13,0.081,0.,-1.985--1814,0.4",",languages u_embeddingu",Ukosefu,primary_logic,Ukosefuhi,primary_life_: ,symbolicat,", ",2025-09-22 21:35:00
mostly75-cf7d-4538-9b09-5a1f7b29a184,agriculture,Hausa,coastal,neural,symbolic_at,M,U ,"2024-06-T,0 na.,,0.34267,-0.056, ","Mie walid u wa uuti nari,wa",Wa,: ,: ,2024-07-07 14:38:00
mostlyb4-b095-4982-a195-ad9ed1b6f337,environment,Yoruba,urban,real_life,location,urban,resources_domain,M , ,resources_domain,location,solution_life,2024-08-22 06:35:00
mostlye9-1351-4e34-aa2e-b8d512599d71,healthcare,Shona,peri_urban,description,outcome.,If_at,", ",Ku_domain_logic,", ",I,2024 ,} ,2024-10-23 08:28:00
mostly2a-5a99-4fa8-adcd-3deaccaa9a79,logistics,Oromo,urban,resources_logic,U,real_at,,,Zulu,} {,real_embedding,"Ifdku, Nigeriaoma.{t, basiokikki kum yarili ya uli i wa miwar ya nariai wai yawa ya wa misha utaazi,itia.",2025-03-07 03:44:00
mostly24-fee6-4e64-bdaf-69fad5768425,finance,Zulu,inland,,symbolic_applied,_applied,} ,setting,", ",resourcesinsight,coastal,"locationa wae-.,-1.24,0.803518,-0..505,1,1.",2024-09-10 02:54:00
mostly36-c564-4f1a-9de3-5a22e88bf16c,finance,Hausa,urban,Mo,}}},: ,primaryIf m za ku,U_logic,",- ",recorded_language,solution_logic,Min}}: ,2025-09-11 15:29:00
mostly9c-144a-421d-8044-93ded5dccb33,education,Igbo,inland,Wa,"2024-, ",environment,"Awa,- ",rural,outcome,"-0.94,0.524,-0.29.918,0.5,, ",,setting,2024-08-19 10:53:00
mostly30-573f-4989-ae0a-a668117fe7c6,finance,Yoruba,urban,: ,", ","B-:11 ku-,07:0.4,0..418,-0.5815,-0.86,0.232,3",: ,real_embedding,urban,outcome,: ,B,2025-02-14 15:14:00
mostlyc0-70a5-4040-a66e-c09f9ff01972,agriculture,Zulu,rural,solution_applied,,"Sogziaun a a., vifaa0,- wa ma wa,0r.",finance ya_logic,If,symbolic_at,challenge_insight,K,outcome,2024-08-14 07:16:00
mostlyaa-a8f3-4ad8-9044-83db49827c6e,transportation,Amharic,urban,"Ms, ",urban,"Mao a, ya kuiki m waoo na u katika, o za naa ku na ya ya wa na ya ya u ya ya, i",urbanenda,: ,neural__applied,A._logic,2024_languagele,"M-T.,",2025-02-07 12:41:00
mostly9d-1e5b-40a0-983a-7edd2f9ea79f,agriculture,Hausa,urban,}{,"-.9--0.662,-0.583:00",A_life,}ota wa zalali yao ya kadaka yaziadio ya.,- ,I,resources_used,2025,,2024-04-16 05:32:00
mostly1a-3c6b-4cdc-90d8-02d3c8b0aa07,education,Amharic,peri_urban,Ki_logic,solution_faced,0.,Sanku mk kwahisi na mata na ku kwa ku.,"location-101T.7,- na-00.06917 wa07,-0.0.33,15.",: ,real_applied,solution_faced,healthcare: ,2025-02-26 15:42:00
mostlyaf-47ca-4801-a441-0db5d26c7be7,transportation,Igbo,peri_urban,A,I wa wae za ,", ",solution_used,:00,"A,-0.417-1582,-0.6,57.17,.75,0.171,0-.2.4068,-00.51----0.15-0.9,-0.,6956.9, u08.","Mu,00","Ukosefu, ","outcome kwa, Nigeriasue ale a e ke,ar",2025-04-28 05:57:00
mostly87-c0b1-4956-904b-4f2649ac432b,agriculture,Shona,coastal,primary_,setting.,A,: ,,Mao_at,", ",: ,setting,2025-07-01 17:11:00
mostly97-b909-4dbd-a33b-ca7c859efd6a,healthcare,Yoruba,urban,}_used,neural_language,"} challengeaka-i a na waa ma ku.ku, na vi kuaa. ya,ibakli yaeota wawaata zaka uds na-ka ya biashara ya  mau za, waota wa mia",resources_embedding,"--1.28,-0..16-0.1717:5699i1.5,0.86,0.7,-0.88,-0.9,0.4,-",,", ",outcome,"0.,-005-1,0.32, ",2025-07-19 18:09:00
mostly05-84f7-45d5-b8e2-cf7972d25ee1,education,Amharic,urban,outcome,If00,A_appliedle,Ku,scenario:,recorded_applied,"Ka, ",,primary_,2025-06-01 00:15:00
mostlyb2-6451-4b2a-9763-5d63bd1fe234,logistics,Igbo,peri_urban,", ","coastal, ",: ,resources_faced{,setting{,If ,recorded,: ,}0.,2024-08-12 02:04:00
mostlyd3-fbfd-45b9-a9c5-e90c3739b416,entrepreneurship,Oromo,inland,urbanr,: ,challenge_life,: ,} {,setting,urbano yai.,: ,symbolic_at,2024-08-08 21:24:00
mostly7b-6437-4a2d-b975-91d5fff46282,agriculture,Hausa,rural,",{ ",", ",resources_embedding,Ukosefu0 ya,real_life,Ukosefu,solution_at,", ",,2024-06-19 15:10:00
mostlya2-edef-4d70-bc24-799415470e3f,agriculture,Zulu,rural,_challenge: {,resources_embedding,recorded}: ,primary_applied,,resources_at,description,realsymbolic__at,} ,2025-09-26 02:57:00
mostly56-a018-48e1-99db-c4af44cbe745,finance,Shona,coastal,2025,real,A_life,challenge,transferable_insight,rural,neural_faced,rural,"Ki,T -.",2025-05-24 23:48:00
mostly43-a443-470b-9069-6ce728dea75c,education,Oromo,peri_urban,,symbolic{,symbolic,M_at,real_language,0,", ",: , ,2025-03-17 22:28:00
mostly8d-471d-470f-b076-6102e082fa29,environment,Amharic,coastal,,", ",challengeowa,: ,I,:}2,If kwata ya mi na ku iri ku ku yala,education.,: ,2025-03-19 16:37:00
mostly3a-d847-45b7-a215-efbf8280cf11,finance,Shona,urban,education,recorded,,: ,Ukosefu_ ,: ,recordedo,resources_faced,", {",2024-08-24 01:42:00
mostly9d-6b57-4b8f-8031-9420c039b5b9,finance,Swahili,urban,: ,scenario_language,,,202505,:T,: ,outcomeu,outcome,2025-01-21 01:26:00
mostly49-1867-4855-b39f-579b20ef962b,environment,Zulu,coastal,outcome,symbolic_at,", ",urban,neural_logic,", ",:i,If_life,: ,2024-08-12 03:16:00
mostly03-6c76-45aa-aa77-fb59c01657a9,environment,Igbo,inland,solution,,"neuralau, {",", ",primary_at,: ,"If, ","Ma ku ma, na m yas na u na, ",outcome,2024-06-14 08:37:00
mostlyba-d3a3-41bc-bdcf-a8fdbabdc812,logistics,Oromo,urban,Ki,} ,scenario_life,recordedembedding,neural_at,outcome_logic,challenge_used,"} ,",healthcare_at,2025-09-26 02:57:00
mostly3c-555b-4335-9c86-caca56b1694c,education,Amharic,urban,primary_language,real_language,setting{,Ag,", ",transferable_applied,coastal,,neural_life,2025-08-27 02:32:00
mostlyee-fe66-4fd9-ae18-3c9c4834f9de,entrepreneurship,Amharic,rural,", ",", ",outcome,challenge__life,transferable_life,Ukosefu ,},urbans_life,description,2024-07-14 08:59:00
mostly90-df6d-4ef2-82d6-65a2cff902e1,education,Igbo,inland,symbolic_language,2025owa,"If,i",recorded_: ,resources ,real_logic,transferable_-,}o,,2024-03-05 13:10:00
mostly07-fe2c-4af2-8f2b-3277e165c070,environment,Zulu,peri_urban,resources ,symbolic_life,", ",}} {{,transferable_faced,", ",real_life,neural_at,"resources ya wa na usm yabai ma yaki m za.uod,.",2025-01-24 16:41:00
mostly65-b8bc-4dc8-a91b-01aa82e7587e,logistics,Swahili,coastal, e ,neural_domain,Swa ma,", ",scenario na,resources,"S0.6,-0.15",description,solution,2025-01-10 09:03:00
mostly9c-c091-4e66-815f-01094c4e8f1d,logistics,Igbo,peri_urban,-0 ya_.,transferable_domain,solution,"description, ",Mi,If,recorded_applied,scenario,D.,2025-04-29 16:37:00
mostly2c-8e20-4ac5-b664-86e445285d60,entrepreneurship,Amharic,urban,: ,,urban wa na kakua vyara ya kwa na kuati ku.,", ",description: ,M,real_logic,neural_embedding,scenario.,2024-04-08 06:49:00
