id,subject,subject_type,predicate,object,object_type,context,primary_language,relationship_strength,temporal_aspect,symbolic_representation,neural_embedding,recorded_at
mostly71-4cb3-4208-87f0-42c8e11f8d21,strong,person,neural,context,event,", ",Yoruba,strong,historical,,neurale,2025-09-29 17:32:00
mostly1d-8321-4f53-8aa9-81f81f46a5d9,A,place,} ,symbolic_representationth,person,place,Swahili,weak,historical,Mar,":-0.0309,-07.23:,0.2516, ",2024-04-03 19:13:00
mostly07-4c0d-4b8a-a3d7-eba0e8f92a9b,context,concept,historical,object,organization,:  ,Igbo,moderate,historical,person_aspect,",",2025-04-28 01:12:00
mostly1c-b113-433d-951f-6a236bc42db6,context,place,predicate,moderate,place,relationship,Yoruba,moderate,historical,neural_type,concept,2024-05-08 19:50:00
mostlyc0-760b-47fb-9a5a-52137110211b,Swahili,cultural_element,knowledge_graph,C ,place,symbolicrepresentationralys,Shona,strong,historical,", ",temporal_embeddingic ,2024-01-27 12:20:00
mostlybe-9c78-4054-baf5-bc919e2f5069,: {s,cultural_element,: ,conceptsg_language,cultural_element,P,Yoruba,moderate,historical,",01..2516.42,0.2,--0.5053,0.8,0.075,0.680522,, ",2025_at,2024-04-05 03:11:00
mostly0d-2b59-4966-84e8-83f4021e0feb,personras ,cultural_element,predicate,temporal_graph,concept,knowledge_representation,Swahili,strong,historical,primary_i,strong,2024-08-17 23:15:00
mostly30-d98b-41e4-bc32-41be912a0ccf,symbolicr,place,organizationtype,symbolic_strength,organization,relationship,Zulu,moderate,timeless,predicate,context,2024-12-11 16:48:00
mostly52-b6b6-4c3b-b297-8496d1de0ab1,Zulu,person,subject,G ,place,temporalradomd,Swahili,moderate,historical,is,place,2024-08-26 19:44:00
mostly4d-0754-465b-bd96-359b5e7a4a0d,Igbo_graphoraspect,person,: ,temporal_representation,event,place,Amharic,strong,historical,relationship_:,Amharic{,2025-04-07 21:21:00
mostly0f-dcbe-4b11-b80d-56041990201b,subject_strength,organization,subject,place,concept,object,Swahili,strong,historical,,recorded_embedding_language,2024-06-20 07:54:00
mostlyca-f865-4286-b319-888d05d92659,place,person,symbolic,symbolic,organization,"20250.5821,-1.0331201,}-11.857,0.1543,1.188,0.6.5628,0.064855,-0.9,0.05749,0.,4:021,0.362}2-0,007-1.35,1.2,-10.156:18_0,-0.8,0.4568,0.215,0.9416,0.60.162208:23,T1{",Zulu,strong,timeless,2024,", ",2025-04-19 16:00:00
mostly76-a3aa-4c85-a71c-d691da6b23e3,Amharic,person,: ,concept c,organization,recorded_type,Swahili,moderate, timeless,relationship,historicalth_,2024-02-11 07:26:00
mostly5d-fb81-4ef7-86e5-94f9fd709d26,concept,event,Swahili_representation,Karp of,organization,symbolic_language,Shona,strong,historical,predicate, ,2025-09-10 21:45:00
mostly63-3559-4103-9a3e-7624cf1aa132,P{,place,, Cdnaou so Africa ,object,organization,Shona,moderate,historical,neural_ ,strong,2024-01-10 10:28:00
mostly33-a92b-42cc-b602-13c7503e4568,person,concept,: ,G,concept,"T.25T,-1.41,1.1.96,-0.16:146,-16.4836,00_0.338,:1.42,0.17431-18802,-0.942,-0.512,-0.229,,1.24,0.870046,.017T42,0.39.12,0.51,0.1905}23,100.4767",Swahili,weak,historical,}: ,Etype,2024-11-03 05:53:00
mostlyfe-70d2-4586-a650-0e99ac2abccf,temporal_type,object,isd,", ",concept,relationship_typey,Hausa,weak,historical,object,_graph,2024-02-16 13:34:00
mostlyb7-9f98-4a21-ab24-b084dd49d0d9,context,place,: ,moderatecatt sues,object,historical,Yoruba,strong,historical,}ol,recorded_aspect,2024-04-14 12:55:00
mostly3e-0aab-4508-a1e6-c02c3e20d7bc,object_representation,place,G_strength,,place,moderate_typeyo: de,Swahili,moderate,current,S_embedding,primary_,2024-07-04 17:33:00
mostly8d-6664-4148-9b12-4e4dffb12773,"placel---1.1649012,009.4496,-0.,51",object,temporal_aspect,neurale,concept,Yorubaic ,Shona,moderate,historical,place,", ",2024-09-19 06:55:00
mostly16-3e07-4eb1-8cfb-c0f4692d8b92,historical,place,:  ,is ,organization,recorded,Amharic,strong,historical,context,object,2024-08-17 06:09:00
mostlycc-5fee-45ca-97f2-5761d4bea622,2024-u ,place,2025_embedding,: ,place,context,Swahili,weak,historical,predicate,subject,2024-10-27 22:34:00
mostly63-30d7-455b-99d8-fa973b334c20,Zulu,organization,place,N_at,concept,predicate,Shona,strong,historical,: ,", ",2025-04-25 03:08:00
mostlyc4-fa51-42f9-b5a7-1539b3a3db99,N,place,Swahili,predicate,place,"2025-10.947,-0.176,1.409,0.,-0.083,1.053:",Yoruba,moderate,historical,object,temporal,2024-01-16 12:00:00
mostly62-e26c-4ed7-b1f8-eca42ff05bda,historical-1,place,strong,", ",event,predicate,Shona,strong,historical,person,subject,2025-09-23 15:10:00
mostly03-8536-4fd4-b41e-be195b3b96dc,historicalnra,place,:} ,moderate_or,place,conceptarm,Swahili,moderate,historical,neural_graph,"concept, ",2024-03-22 22:10:00
mostly71-785a-4a2e-ae24-bc46760d4f40,", ",object,subject,historical,event,moderate,Yoruba,moderate,historical,}} {type,", ",2024-01-17 18:47:00
mostly04-2b38-49ce-84ec-8a081bfd7dfb,Zulu,person,: ,", ",concept,context,Swahili,moderate,historical,",--0..057921,1.7,-1.6,0.842,1.4975,1.1743.4,0.4336,--0.37.06,2.480428,6-0.576,-0.26,0.2743,-0.12,0.0107141,-1.42,0.3,0.0318,-0.280415,0.9023676, object",place,2025-04-25 05:23:00
mostly6a-deb9-4008-849f-ec9b6a699a0b,neural_strength,place,place,C ,concept,subject ,Shona,weak,historical,"relationship.19,-0848.21809_,-121.7.,0.587,3-0.42431,2.1,-0.25,1.,1.81222,",influenron,2025-02-20 06:49:00
mostlyd8-94e5-43d1-bc70-b8fc05b7160f,", ",concept,2025_type,concept,concept,C ,Zulu,strong,historical,influen,place,2024-05-20 01:40:00
mostly8e-3dd7-48ed-858d-59cc70e58b8b,Ei m,place,cultural,: ,concept,relationship_atrepresentation,Amharic,weak,historical,object,: ,2025-09-29 17:32:00
mostly5c-0149-4bc5-96b5-2b3f16fd350e,object,place,place,A,cultural_element,moderate,Zulu,weak,timeless,", ",A,2025-09-16 00:19:00
mostly23-ae88-4eee-afa1-a0e9e27dc567,subject,person,C_ ,place,organization,conceptbaraldar,Yoruba,moderate,historical,strong,K ,2024-12-26 06:46:00
mostly70-89c3-4708-9dbb-24c65f1d1bb4,historical,organization,,temporal,concept,context,Amharic,strong,historical,2024 ,,2025-04-19 19:57:00
mostly97-fa0b-45c0-9dd4-38757c817cfc,", ",person,"2024, ",object,place,,Oromo,moderate,historical,context,Yorubaau,2025-03-10 18:23:00
mostly93-9443-4759-b194-96fb280f3e06,neural_embedding,object,", ",2024--012:00: {,organization,historical,Igbo,weak,historical,relationship0,predicate,2024-12-21 15:29:00
mostlyd4-8298-45ba-b3b3-d4f672b718b1,: {,organization,neural_representation,: ,concept,object_aspect,Igbo,strong,historical,influen,knowledge_0,2024-05-01 02:46:00
mostlyf4-2db5-4165-b8e4-96e352843f3d,object,organization,temporal_type,subject_type,concept,", ",Swahili,strong,historical,object,timeless ,2024-09-21 13:58:00
mostly34-e929-4cdd-a536-6deaa7383e9d,subject,person,context,neural_embedding,organization,: ,Igbo,strong,historical,object,,2025-05-10 01:51:00
mostly49-6ffc-4dda-94b5-6ef6d1214f68,historical,person,subject_type,} {,concept,", ",Zulu,strong,historical,place,M,2024-07-06 04:50:00
mostlyf9-0c51-4c22-8b9a-cba9ad16f9d5,", ",person,concept,: ,concept,historical,Yoruba,strong,timeless,temporalns,: ,2025-09-29 17:32:00
mostly17-711f-4f70-9bc4-9929b5088c99,concept_at,place,: ,  ,concept,concept,Hausa,moderate,historical,person,subject:,2024-04-05 17:51:00
mostly56-1e68-44d2-a75d-8ce1bc127050,: ,cultural_element,", ",relationship_strength,concept,M}_at_,Yoruba,moderate,historical,primary_strength,conceptas ofli,2025-09-29 17:32:00
mostlyc9-fdfe-43ae-a6c1-fa31359e67b0,} ,place,concept,", ",place,temporal,Amharic,moderate,historical,object,primary_type,2025-06-05 09:02:00
mostly7f-56b8-4667-8671-83c0d3c8af8b,cultural_atrein,place,symbolicat: ,symbolic_embedding,place,neural_embedding,Amharic,moderate,historical,historical,: ,2025-01-01 08:29:00
mostlya4-ca06-4ae7-9556-94d002f3d3e7,: {,concept,K_graph-ormicationv and and ,historical,place,knowledge_at,Swahili,strong,historical,temporal,knowledge_language,2025-02-24 21:07:00
mostly88-9941-42eb-9a77-73d44db7dfcd,: ,place,strong,concept,concept,recorded_representation,Amharic,moderate,historical,:,subject,2024-08-30 12:18:00
mostlyc3-7c86-49e2-91cc-c9501d541ded,knowledge_graph,place,_ ,strong,event,historical ,Yoruba,weak,historical,historical,neural,2025-05-01 10:36:00
mostly08-9753-4046-bb20-6089da912fbc,",-_, {",cultural_element,timeless_graph ,knowledge_type,cultural_element,neuralced_embedding,Zulu,strong,historical,: ,,2025-04-28 01:07:00
mostlye4-b274-4ade-85e3-247b0bd8ecfb,neural_type,organization,neural_embedding,: ,concept,strong,Swahili,strong,historical,-:00e,subject_type,2025-02-01 21:06:00
mostly84-e33f-4a4d-9171-4958a2391f63,primary,person, ,}} {,cultural_element,"culturalari of,k Africas",Igbo,strong,historical,object}s ,", ",2025-04-04 18:36:00
mostly47-2b89-4d41-8caf-050bafbc0bfe,is,person,context_type,place,concept,-,Zulu,moderate,timeless,object_embedding,", ",2024-09-19 10:09:00
mostlyd9-493a-4ec4-9828-ead42aba2311,knowledge_type,person,historical,,object,2025,Hausa,moderate,historical,historical,subject,2024-12-17 14:07:00
mostlybe-deeb-4f4b-a4a1-d2dd38a2b29e,subject_type,place,concept, ,organization,object,Yoruba,strong,historical,G,isor ,2025-01-24 02:04:00
mostly21-922d-415b-b1d0-ced504089560,", ",cultural_element,I,strong,cultural_element,placer ,Shona,moderate,historical,: ,", ",2024-05-20 19:36:00
mostly7b-ec28-43a3-b4b4-94e45a8ae2af,", -arbTc:aeking inaouscmbyes",concept,2024,knowledge_graph,concept,temporal,Shona,strong,historical,symbolic,} ,2025-04-26 22:59:00
mostlybf-85dc-4880-ad8a-f1a6dab15fa0,"subject, ",place,neural_type,: ,concept,cultural,Shona,moderate,historical,"knowledge_,",organization,2025-08-18 09:07:00
mostly44-5adf-456e-8ee4-d4cd380bc381,moderate_embedding,person,,,place,,Swahili,moderate,current,symbolic,concept_om,2025-09-29 17:32:00
mostlyd1-7189-4382-85d0-00e4031588af,"2024--0.7:1.8,1.04,-0.428,-080.306,0.07,-031.7,08-0.081.5,.-1.4,0..2546,-18,-0.07288,0.46,.5915,0.1962,0.25,032276091.0889,41.57,-317:40.0705,0.08242,20.16-76,0.87,0.0105-343,-8468},}30.7600,1.576,-0.20319,0.0176,1.2,-1-.06028,0.1571617,-0.762,0.8234,-0.60300,-0.06,0.02:1.8,- T,-.66,80.228,105T0.79,0.260508,-1.569-06T: ",place,primary,} ,organization,knowledge_aspectn andy,Swahili,strong,historical,objectt: ,,2025-09-29 17:32:00
mostly18-7871-4118-855d-77b51ce1aeba,"2025-1.1638,0.135,-1.07,--0.7801:00, {",person,", ",predicate,event,", ",Swahili,strong,historical,concepticth c,", ",2025-03-25 06:36:00
mostly2c-fc60-4168-96c9-6842ae7ee904,temporal_s,concept,recorded, {,place,C,Shona,strong,historical,", ",neuralebyalcrit,2024-06-04 19:25:00
mostly47-fd3a-4d01-8b78-9b1eccd54c95,E,person,subject,: ,place,historical,Swahili,moderate,current,: ,", {",2025-09-29 17:32:00
mostlyb4-7537-4fad-bab2-0908128936ee,: {,person,strong,object_type_ation,event,place,Yoruba,strong,historic,Sce po d,P,2025-03-12 10:43:00
mostlyb1-dbca-444e-bc0a-6edf7cdb29a9,object{,place,context,", ",concept,predicate,Amharic,moderate,historical,:oan,place,2024-05-18 22:12:00
mostly3f-f797-41c3-b170-1f3ab491a31b,place,organization,predicate,subject_graph,place,A,Igbo,moderate,current,_,subject,2024-01-19 12:47:00
mostly62-3592-47cb-a525-6a75cc51464e,organization,concept,Swahili,:,place,person,Shona,strong,historical,temporal,strong,2024-11-29 06:12:00
mostly6a-42ee-43fa-84b7-f4549e59bbaa,2024,place,object,2025-2e-,concept,temporal,Igbo,strong,historical,object,: ,2025-03-22 18:39:00
mostly32-d33f-4057-92d3-bae7da9d01b3,",",organization,: ,moderaterat,concept,subject_language,Zulu,strong,timeless,M,}_embedding,2025-03-01 18:53:00
mostlyfd-384f-4c01-ab64-31aa5349b21f,Swahili_subject,place,,"temporal-0.630,-0.347.08",place,subject_at,Yoruba,strong,historical,E_embeddings,-003,2024-10-24 02:56:00
mostly2f-aeb6-4a05-a78e-7c9e86f3e44f,moderatethk,concept,,object,concept,"2024,--0.4242,-000.28,0.4,-T1.77364, ",Amharic,strong,historical,", ",: ,2024-05-30 01:52:00
mostly9f-0491-4512-ae47-23bffce508e5,A,object,temporal,: ,concept,cultural,Zulu,strong,historical,conceptk,S,2024-09-19 15:50:00
mostly5e-36e5-4045-a5cc-de81917517c1,"2024-0.065,0.297,0.08,-1.4T079,-0..22769,.19,0.8235,-1.2,-0.6578,.4,2T, _object",organization, ,object,object,object,Amharic,moderate,historical,", ",Swahilisald ,2025-09-29 17:32:00
mostlyf5-867c-48ff-a54f-151b740e42da,_,person,subject,historical ,concept,2025ria-0 caalm: ,Shona,strong,historical,primary_embedding_type,place,2025-04-07 04:32:00
mostlyd4-bb9e-49d9-9fea-fbf8f1bc2f44,context,person,strong,predicate,organization,",_representation",Hausa,strong,historical,"A, ens",cultural,2025-08-13 01:40:00
mostly2d-4144-44a2-8f2b-f311c3cad300,_aspect,person,Mk {,: ,organization,object_embedding,Shona,strong,historical,concept,recorded_atlanguage,2025-09-16 17:02:00
mostlyee-d675-4531-ab1c-2f0602a89e40,subject_type,person,strong,}} {,cultural_element,: ,Yoruba,strong,historical,object,: ,2024-06-17 21:47:00
mostlya5-1952-45ef-85ff-f82c0449ed48,: ,place,recordedT_type,context_type,place,primary ,Swahili,moderate,current,place,predicate,2024-06-23 09:09:00
mostly72-1ffe-49c9-a475-45bdb1263c15,predicate,organization,{,N_aspect,place,Swahili,Igbo,moderate,historical,: ,", ",2024-02-03 14:51:00
mostly08-0a27-4530-b082-8095912abd75, ,person,context,primarylanguage,organization,2024ut,Zulu,moderate,historical,2024,subject,2024-05-25 01:16:00
mostly2e-5a88-4b65-8188-617523337c7d,symbolic,organization,: ,temporal_aspect,event,place,Shona,strong,timeless,M,I,2025-09-29 17:32:00
mostlyc7-3e16-4b14-8df6-d905d4490ce1,: ,place,,recorded_graph,place,place,Yoruba,strong,historical,concept,", ",2024-06-28 04:36:00
mostlyaa-fc7b-4488-90d9-d94c44b1f4b6,isks,place,C,M  ,place,M_strength,Hausa,strong,historical,temporal_representation,object,2024-05-20 03:47:00
mostlyc6-072d-41bd-abbf-9a4fd83a524d,", ",concept,Swahili,SouthT,concept,2025type,Shona,moderate,historical,subject,Isu,2025-09-29 17:32:00
mostly20-aaff-474a-a5d5-af4c0c5e045c,:,concept,",-0.9:-226T,-0.800",object,concept,",, ",Hausa,weak,timeless,} ,context,2025-08-04 07:57:00
mostly63-4d9f-4294-877b-d7d0af181c12,Zulu,place,concept,place,place,object,Shona,strong,historical,predicate,2025,2024-08-10 10:08:00
mostlyc1-5b38-4a53-b29e-cfd8edf8731d,strong,object,", ",object,object,,Zulu,moderate,historical,historical,subject_type,2024-06-14 08:22:00
mostly97-905d-4e52-a9f1-81e95001ae20,relationshipor_graph,place,",-00 c_aspect",strong,organization,concept,Amharic,strong,historical,{,temporal_a clanguage par and and,2024-10-20 21:22:00
mostlyf7-7bc9-4397-a9d3-63cd8994b3e0,predicate,event,"E.o.800, ",primaryicra,place,",-TTT11T5:00.71.1712,1.63,1.06,-0.5162,-0.084,-023.04895,0.06,2.086,--0.07,-12123:00",Yoruba,moderate,historical,recorded,predicate,2024-04-02 01:22:00
mostlyd6-72c3-426c-b7ab-5acd0e444c71,: ,place,G_ri,", ",concept,"knowledge-0.5712,1.8064842,-1.9,-9,0.646,10.28,-18.3,0.817,-0.2519-15,1.230,-0.4,-0.6.9903,-1:0.17607subject: ",Swahili,moderate,historical,primary_ c,S,2025-04-09 02:11:00
mostly1e-ff0a-4c6d-a281-41cb63b25ff2,} {,place,", ",knowledge_representation,place,N,Swahili,moderate,historical,Eo,S_at,2024-03-14 19:49:00
mostly4d-ba7c-4833-8a75-4cccb17926d0,moderate,concept,Igbo,concept,concept,context,Igbo,strong,historic,primary_graph,primary_embedding of,2025-04-28 21:07:00
mostlyb6-50ff-4ce9-bcbc-8ba31710fbf6,",",person,relationship_aspect,South,cultural_element,object,Shona,strong,timeless,subject_strength,primary ,2025-01-12 02:57:00
mostlyc7-1216-4faa-9bd2-0267fd354d35,neural_ ,organization,", ",: ,concept,subject_type,Yoruba,strong,historical,current,subject_aspect,2024-09-17 05:29:00
mostly1f-9b18-4dbd-87f7-d311b22ee2e5,"E, ",organization,", ",: {,concept,subject,Shona,moderate,timeless,E,Ro {,2024-02-15 12:00:00
mostly32-14ff-4a8a-b241-433a14a49245,object,concept,"0.2,-0.0513,1.7174,-10.96,,-0.08.154,0.516,1.493,--190.2737,-0-.552508042,1.286,1.97-1.17195,1.38.122,-0.651705,-1.0602.96,-0.656,1.012,0.02:42_0:.2249,8,-0.0218",temporale,concept,Sar_representationme,Zulu,strong,historical,",0.925,190,-0.1643,-1.39.02",predicate,2025-05-28 15:34:00
mostly7f-3660-4d15-a6e1-eee631d5a5d6,subject_,place,temporal_aspect,context,organization,moderate,Zulu,strong,historical,P_graph,N cn inanch-dt,2024-10-08 23:44:00
mostlyf8-250a-42fd-9630-e23cd1cfee62,place_type,person,"primary_at{0.5342}0.963, {",subject,place,},Shona,moderate,historic,,cultural,2025-03-02 21:38:00
mostly3b-e1a0-41e3-9176-69b5c4b2a14f,}e ,place,predicate,predicate,place,strong,Shona,moderate,historical,: ,Zulu,2025-06-27 05:37:00
mostlyaa-e755-4f0a-893f-0899c5f3d442,neural_aspect,organization,temporal_ri,recordedara_ ,concept,context,Zulu,strong,historical,}} ,object,2024-12-21 18:24:00
mostly29-a471-49a0-a833-15df45c1a116,Swahili,place,concept,object,place,Yoruba_embedding,Yoruba,strong,historical,strong_an p,2024_language,2024-02-01 06:58:00
mostly1a-a4d7-42b3-9523-0843f5a3b5e7,predicate,person,strong,objectic,concept,historical,Zulu,strong,timeless,: ,", ",2024-05-12 12:18:00
mostly74-1805-4e22-880c-26f617870875,"neural, ",place,", ",predicate,organization,primaryar_,Oromo,weak,historical,historical,: ,2025-07-06 22:54:00
mostlyf4-a44b-4c34-9f9c-8b14b788f8b1,concept,concept,object,predicate,cultural_element,temporal ,Zulu,moderate,historical,subject_type,neural_embedding,2025-09-29 17:32:00
mostly50-26e7-4b61-93e0-d1d5d1f5c204,moderate,concept,: ,primary_language,concept,N,Hausa,strong,historical,", ",primary_at,2025-09-29 17:32:00
mostly8a-5679-4f99-9fc3-a1c214eefc0b,: {,organization,subject,object_aspect{,concept,strong,Zulu,strong,historical,", .",: ,2025-06-28 03:43:00
mostly0d-ab11-45c9-a905-c251805d51af,object,concept,,historical,object,: ,Shona,moderate,historical,historical,place,2024-05-25 19:26:00
mostlydd-621b-45ac-9794-b30b16fc3494,object,person,recorded,subject,place,object: ,Oromo,strong,current,", ",primary_,2025-08-23 04:23:00
mostlya9-bd5e-41d6-a822-a8af6f788680,N_u,place,"historical, ","E--.2903,-0.0.44,1.1609,0.87,0.607,-1.23201,20.3,0.48,0.224,-0.173,1.47.636,0.0336,0.47,1.96,5.4342,0.2,0.08806,0.60.227,.37,1.6,0.2806,0.501,0.75, 0.02-041043:00:0:00,00",place,G,Shona,weak,historical,Yorubas,", ",2024-04-18 12:40:00
mostly25-175a-451a-a424-bbc2c05372c0,relationship,object,moderate,place,cultural_element,cultural,Yoruba,strong,historical,primary,{,2025-09-29 17:32:00
mostly47-e2c6-47ed-9a27-3e028b091bfe,I_at,person,N,strong_type,concept,organization,Swahili,moderate,current,, ,2025-01-30 19:38:00
mostlyd0-e95e-4065-bd13-5fe38a810950,place,concept,", ",: ,concept,", ",Amharic,strong,historical,recordedo,__strength,2024-10-11 09:32:00
mostly0e-f198-4dd8-b38a-bd068abf05c4,concept,concept,object,concept,cultural_element,} ,Amharic,strong,historical,neural_graph,object,2025-06-19 17:43:00
mostly51-af9e-4e7e-847a-179e2e551e08,subject_strength,concept,"2024-0.64,-1.2323,-",A{,concept,place,Shona,strong,timeless,_type,: ,2025-03-18 10:45:00
mostly4e-70b3-49b5-970f-18462a21fc5c,,concept,"2024-TT21-00..3650,-0.322492,-0.43,-1.1600,-1..420,0.4,-0.0.715,0.4,-0.5,420.548,-005T12,1.17519,-T,1.6-0.01865,-1.17.4,-1..5742,-49.,0.160,10.5619,1.72209,-0.62,0 1.1676,0.36,-0.24,0.0.17,0.943,-0.9.7628,, ",: ,concept,neural,Oromo,strong,timeless,", ",influening,2024-01-01 15:20:00
mostlyee-1af2-4f4f-b97c-2341fc02a003,"A, ",concept,", ",strong,place,"temporal, ",Amharic,moderate,historical,}_graphrepresentation,}} ,2024-06-19 10:51:00
mostlye2-60d2-4588-bf2a-655729c8e9ea,subject,place,concept,object,organization, ,Yoruba,moderate,historical,,subject,2024-07-10 05:19:00
mostly1e-b611-49c5-9c60-0ed6fadaa9c6,historical_at,organization,historical:ni,primarym,concept,,Amharic,weak,historical,object,primary,2025-07-20 14:49:00
mostly8d-65f7-469b-974e-99ad00f4886d,", ",place,context,"Yoruba, ",place,,Oromo,moderate,historical,} {,historical,2024-12-14 06:28:00
mostly39-1b5f-4037-9d34-dd1e5a893515,- ,organization,object,place,concept,strongy,Shona,strong,historical,", {",subject,2025-03-21 19:05:00
mostly32-e1ff-4657-aeff-2ced8df670c8,} ,place,2025,object,place,I_at,Amharic,weak,current,historical,objectanor ,2024-06-11 09:29:00
mostly17-b31e-49a9-b7d4-8fbb3708c819,", ",place,S,subjectrepresentationcorn,concept,,Hausa,strong,historical,S,primary_embedding,2024-04-28 22:40:00
mostlyc0-2610-4fcf-b12e-8c7808985c07,object,place,S, ,object,place,Hausa,strong,historical,neuralra,Zulu ,2024-04-08 19:47:00
mostlya4-8982-4d8c-a74b-039ec7bd61ab,"Zulu.13, ",place,knowledge_graph,"N0.4829,0.16T,0.08203,-0116-0.73,1.432,-1.19089,-1.3,00.6070.09,-1.964,-0.766.433,0.059",place,strong,Swahili,strong,historical,context,concept,2024-06-01 14:07:00
mostlyd5-63ae-433d-bdeb-dde03f719913,":u  ofs s-0, ",person,: {,subject,concept,: {,Hausa,strong,historical,subject_st,temporal_language,2025-05-09 16:39:00
mostlyc5-c14c-4877-a3b3-1efd73ca285d,G,place,primary_language,neural_strength,organization,G_,Shona,strong,historical,neural_type,-}0,2024-05-06 16:23:00
mostly44-9e97-4e29-b8bc-deba5b58f658,knowledge_representation,place,: ,place,concept,predicate,Swahili,strong,historical,", ",recordedrelationship__,2024-03-12 08:56:00
mostlybe-0ebe-423e-b8d0-250470fbd702,object ,person,context,,cultural_element,place,Yoruba,strong,historical,", ",,2025-02-21 00:03:00
mostly3e-7857-48d3-bbd0-0b83b6bfbeaf,predicate,object,moderate ,S_,cultural_element,subject_type,Igbo,moderate,timeless,2025_ ,recorded_at,2025-09-29 17:32:00
mostly27-12aa-4a93-949b-8b56a79ee277,K_.at,person,} ,primary_language,concept,primary_language,Zulu,strong,historical,: ,: ,2025-09-29 17:32:00
mostlyad-6981-4b5d-98b0-a9e06afdb24c,temporal_aspect,object,recorded,Ci ,concept,recordedg ,Shona,strong,historical,symbolic,"strong0.8,.0471,0..71,-,1.50600:01,:22",2025-09-29 17:32:00
mostly01-db28-4bc2-8d82-e4aac4d7b646,S_aspect,place,M,}00,organization,: ,Swahili,strong,historical,C_aspect,"neural-0.18103,-0.10057,-0.623,0.82439, ",2024-03-14 15:34:00
mostly46-a295-4226-a8ed-4114b040355e,temporal_aspect,place,: ,strong ,cultural_element,", ",Igbo,strong,historical,subject,strong,2024-05-27 15:27:00
mostly8d-c1d9-4575-9d3d-201082752376,"knowledge_graph}, ",object,} ,neural_representation,concept,predicate,Igbo,weak,historical,{,strongvl,2025-09-29 17:32:00
mostlyd0-25be-4810-94c1-853070224938,G,object,primaryau,knowledge ,concept,Yoruba c,Amharic,strong,historical, ,concept,2024-08-14 18:09:00
mostly12-5403-4262-9bf5-eb5bc9c916a7,place,cultural_element,N,"2024-70.0476,0.47,-0.18,-1.736,1.1349",concept,: ,Swahili,strong,timeless,concept,object,2025-04-09 09:12:00
mostly1b-87fe-4c05-b5fc-7ea763bbacfe,G,place,subject_,historical ,place,person,Amharic,weak,historical,strong,context,2024-07-07 08:00:00
mostly8a-ebcf-4186-9791-93364f14d103,temporal_type,person,neural_type,timeless,object,,Amharic,strong,historical,temporal_aspect,subject_representation,2025-09-29 17:32:00
mostly13-56fb-4ec5-8dc5-34dc01082e70,recordedsubject,place,C_graph ,place,place,moderateo ,Swahili,strong,historical,object_language,: ,2024-05-16 17:52:00
mostlyb5-cee0-4ca8-b9a1-b835843ebf17,relationship_language,concept,: ,object,concept,South,Hausa,strong,timeless,", {",: {{,2024-06-18 01:46:00
mostly01-31fe-4753-a204-1928a3d7976f,personothll ,event,moderate,: ,concept,organizationen {,Hausa,strong,current,historical,", ",2025-01-21 15:54:00
mostly84-753f-44d9-8487-d9864bd67777,: ,place,temporal_representation,neural_strength,cultural_element,: ,Igbo,strong,timeless,subject,: ,2024-07-25 05:36:00
mostlyfe-5e52-4ffc-bdbf-b5cd4fd49e4e,contextaspect,place,temporal_type,", ",organization,object,Zulu,moderate,historical,},knowledge,2025-03-06 05:12:00
mostlye2-77ef-4af3-ad99-d83ee95ef8aa,temporal_type,place,,-{,place,M,Igbo,strong,historical,symbolic-_embedding,primary,2025-08-13 13:19:00
mostlya0-49dc-47c8-8584-37c6f41d7239,"-0.42323:48,-02:00",cultural_element,object,knowledge_graph,cultural_element,symbolic_at,Swahili,moderate,historical,context,place,2025-04-19 19:49:00
mostly87-831b-4270-94ff-14a209ff74a8,: ,place,", ",: ,object,Yoruba,Amharic,moderate,historical,", ",symbolic_strength,2024-04-21 10:07:00
mostly34-0377-4c1b-917e-6dd52309b68c,: ,concept,", ",E_aspect,organization,primary,Amharic,strong,historical,neural_T,Zulu,2025-06-04 21:19:00
mostly19-3a94-4709-a3aa-9955df0e38d1,predicate,place,S,subject,place,neural_aspect,Swahili,strong,historical,2025,historical,2025-04-25 10:51:00
mostly92-623f-40f3-b65a-a2b0e7c07eac,}_graph,place,", ",predicate,concept,,Igbo,strong,timeless,cultural,moderate,2024-10-25 04:22:00
mostly88-7da0-45a7-b403-ca97280fe606,historical,concept,: ,moderate,concept,temporal_aspect,Yoruba,weak,historical,influen ,temporal_embedding,2024-11-29 14:49:00
mostlya9-63ee-4c12-8786-bd566a83ee68,contexta,concept,"2024--31.05:03,:00-0.5-1.438,0.0907,-0.3,1.418,0.7473,-,-0.851923:00,1.07106,-0.0442,} }6-00,0.0607,-0.01,0.76563.2,-06.,030.9516,-0.0616,-0.2274.394,1.48,-1.36,0.38,",context_type,place,context,Swahili,strong,current,", ",person,2024-04-25 23:22:00
mostly88-50c4-48c9-bf78-a39545f662d8,place,object,objectmannd s,conceptv,concept,}ag,Swahili,moderate,timeless,},2025-12 {,2025-06-05 14:57:00
mostly59-b1e3-4cf0-881b-f867482a1f58,South ,concept,predicate,: ,concept,S,Amharic,strong,timeless,predicate,concept,2025-08-25 12:30:00
mostly4d-d388-4355-ba03-5eebae9077ef,place,place,concept: ,", ",organization,T,Hausa,strong,historical,symbolic_aspect,organization ,2025-08-23 21:45:00
