id,age_years,primary_language,domain,description,problem_solved,approach_taken,collaboration,impact,expertise_demonstrated,location,symbolic_logic,wisdom_shared,neural_embedding,recorded_at
mostlyb3-665b-458e-b70a-53018f667202,59,Swahili,innovation,S ,-1.,primary_shared,", ","Magei c,-0.015234,-0,-0.",innovation,":8, and",,} ,", ",2025-01-20 12:53:00
mostly1a-d391-4d96-8930-d317213790c5,33,Oromo,governance,"2025, ",wisdom,,description,description,leadership,impact,", ",symbolic,:00,2024-01-26 12:32:00
mostlycf-e0ab-4cba-a6c6-f10e1408ea3a,47,Igbo,governance,C_years,approach_d,: ,H ,"Rr to bedef toos, not { with,-T.,0.701,-,00.47,-01T1,0539,-0.308",innovation,C,A,neural,leadership,2025-06-09 16:46:00
mostly83-94cc-47d1-967a-b6a2eb1d962f,36,Yoruba,entrepreneurship,_years,: ,2025e_s,Pdemonstrated,impact,vision,,collaboration,-,: ,2024-01-06 12:08:00
mostly43-72be-423d-b774-fb5b1b8e30c9,38,Hausa,entrepreneurship,strategic,expertise_years,A,", {",domain,leadership,"A,",2024:0.,recordede,description,2024-06-17 11:07:00
mostly61-434a-4fb4-8a13-35a28763ae05,41,Swahili,healthcare,"Aees,s:ers;ing fbs.",: ,Average,R,",-1.201%.",strategic_thinking,approach_at,", ",Batedno in iner bys ,"2024-0.-8,070.7162094,.13",2025-08-09 05:01:00
mostly81-de1d-48ae-8bc0-84e1bb86ac32,44,Shona,healthcare,"approach_shared,e:",: {,locationor,20240.,Satm%ednes.,leadership,impact,If,problem_solved,D{,2024-05-03 20:36:00
mostly47-147c-42a1-a927-6ef333fcfe00,41,Hausa,healthcare,}{,description,}M,collaboration,recorded_embedding,leadership,primary_language,: ,", ","primary, ",2024-07-11 16:29:00
mostly95-dcfe-45c8-9bca-07b481bf7d28,31,Swahili,governance,strategic,", ",: ,approach_at,R {,vision,:00 ,approach_solved,adulthood,:,2024-07-19 07:06:00
mostly4c-f6d2-46c2-a278-fd8d4f77d7c4,36,Amharic,technology,S,", Ethiopia",symbolic_solved,: {,"-10.196,1-.9901, ",technical_skill,: ,age_years,: ,:} {,2024-03-10 15:17:00
mostly6f-aa77-4a47-8a89-eab5b6970f23,31,Swahili,healthcare,", {",U ,: ,M_taken.07,: ,technical_skill,domain,"Ued- tog and.3,595,-09 with and.",Worked,problem_logic,2025-07-10 02:57:00
mostlyec-7964-4c90-884a-846e69f08fbf,28,Yoruba,entrepreneurship,adulthood,:0. ,L,: ,},strategic_thinking,"approach_e,0.,0,.2.0,-10.9406623,0.",", ",problem_solved,problem_solved,2025-05-15 10:00:00
mostlye3-c8bc-4e47-8768-71f9c906610a,36,Hausa,agriculture,: ,: 5 ,P,description,"Worked, {",technical_skill,primary ,location,", ",}_demonstrated,2024-05-29 22:51:00
mostly55-1367-48df-a0b4-f604cc6af122,41,Oromo,agriculture,impact,", ",,neural_:00 ,symbolic_shared,strategic_thinking,recorded ,location,strategic,neural,2024-07-18 10:11:00
mostlybd-135a-48c9-b839-0aee0f23da61,45,Igbo,technology,"neural_, {",: ,: ,H_.,neural_years: 3,resilience,Worked,M,: ,wisdom,2024-03-12 17:11:00
mostly5d-7651-440b-ab07-4f4c36cea4c4,27,Shona,healthcare,wisdom,",-01.,1.6",If,", ",", {",technical_skill,impact,: ,description,approach,2025-01-13 10:00:00
mostly51-f2f1-4915-81bb-ccca0a4f95c0,52,Yoruba,governance,: ,P_language,technical} ,recorded_years,: ,technical_skill,: ,A,description,age_at,2024-04-06 17:12:00
mostly17-f3cc-40cb-9d7f-79ac496453cd,54,Amharic,technology,impact ,symbolic_language,",_embedding",", ",2024 ,technical_skill,leadership_-taken03,2025--0..,", ",S,2025-03-11 09:39:00
mostly17-2be1-40a0-a99f-eca451e9bff8,29,Hausa,technology,", ",} ,"P p-c ingeseds.-,1.","Inare p b ser_ fed, ",description,innovation,recorded__at,strategic: 5,age_,Sgit for-_wal,2024-06-15 12:43:00
mostlyaf-6b5f-4452-a2c1-8bf9eacca2c9,45,Shona,agriculture,wisdom_years,leadership_embedding,: ,descriptionn_embedding,Average,leadership,", ",impactes and.,_logic,"L, ",2024-01-27 12:37:00
mostlye5-b5b7-4ad3-a34e-c799f68f4b9b,33,Swahili,healthcare,_,approached ,} ,domain,: ,leadership,"age,-T1 ",", ",domain},adulthood,2025-01-06 09:01:00
mostly0c-3c6b-4e10-9f87-d1082f667457,36,Hausa,technology,impact,", {",,approach__taken,description,technical_skill,expertise_logic,Pan.,expertise_at,", ",2024-06-07 10:24:00
mostly7c-7324-4bd0-9153-d6cefae99bba,31,Amharic,governance,: ,problem_solved_shared,", ",recorded_solved,location_shared,vision,R_at,"Fr-0 for fore.3-,0.6,06.9,0.25813, ",wisdom: ,: ,2024-04-08 00:52:00
mostly5c-d0fa-458a-8386-0d413060ee20,32,Amharic,entrepreneurship,U,recorded_taken,impact,leadership}_taken,D,innovation,: ,collaboration00,S,age_demonstrated ,2024-09-20 10:36:00
mostly72-3f00-4bb7-a1ab-2d3306dc9eb1,47,Yoruba,innovation,M.,domain{,: ,:: ,domain: ,vision,", ",neural_language,age_taken,: ,2025-04-20 17:05:00
mostly17-37f1-49cf-9ab1-af06b11faa56,36,Shona,governance,recordedu%,: ,adulthood,recorded_shared,Fe.,innovation,symbolic_problem,Worked andreu,", ",: ,2024-03-11 08:57:00
mostlycf-899c-4dbc-9f8a-9bca35bfa657,50,Yoruba,agriculture,: ,age,adulthood_logicr-09.,2024,approach_demonstrated,leadership,expertise_years,"-T, ",innovation,age_yearsat,2025-07-24 07:09:00
mostly21-386e-4cac-a1d6-7364a7037d3b,50,Yoruba,education,: ,D ,: ,: ,} ,empathy,impact ,collaboration,age_taken,", ",2025-04-09 18:37:00
mostly14-7db2-44c4-9cb4-d68b2f7f3dfe,58,Oromo,healthcare,leadership,: ,"Cerw with h psgberes, andp anding, s erer andted. ",approachlanguage,",age_at",empathy,: ,domain,problemsolved,: ,2024-02-19 20:14:00
mostly88-366a-4833-a7b6-15023e15b648,29,Amharic,agriculture,}_taken:} ,Partnered,primary_years,description,expertise_taken{,technical_skill,La,location ,F ,R ,2025-01-24 07:06:00
mostly8e-6be7-4270-a8d1-dcea3d670613,45,Amharic,education,: ,adulthood,adulthood3,primary_language,collaboration,leadership,approach ,", ",collaboration,: ,2025-02-26 02:17:00
mostly57-4bd0-4818-9cd0-8541da866aff,45,Oromo,healthcare,"-00.1362,0.,-1.,, ",approach_S,problem_primarytaken0.,: ,D_language,vision,"A00-0T1 a.7,-0 ",", ",symbolic ,:00,2025-09-27 12:51:00
mostly92-36fc-4169-b139-b57521bfeaa7,31,Hausa,entrepreneurship,primary_solved,: ,wisdom_logic,D_taken.,recorded_demonstrated,leadership,", ",: ,: ,", ",2025-09-27 12:51:00
mostly50-46f2-4fd8-9d2d-08268eec16ff,36,Amharic,governance,"0, ",", ",expertise_,"wisdom}-0.4,1.",impact,vision,: ,location,location,_takenar,2025-08-17 18:47:00
mostlyc8-0f51-49dc-9733-0397dcb07bf5,54,Amharic,entrepreneurship,} 7,location,domain,", ",description,empathy,description,L_at,recorded_demonstrated,M_demonstrated,2025-09-27 12:51:00
mostly21-ca56-4d54-877f-5079adc7e400,62,Igbo,agriculture,: ,symbolic_embedding,2024--time and.,"expertise_logiced, andainges and t.",location,leadership,: ,"domain0, ",S_taken,: {,2025-04-03 00:30:00
mostlycb-ab04-46f9-9023-5e6618c4d142,52,Amharic,entrepreneurship,age_years,symbolic},A ,", ",", ",technical_skill,A 3 ande to,", ",primary__logic0,impact_taken,2025-01-16 16:48:00
mostly62-666b-4e2f-ab54-906d191b2261,45,Igbo,governance,2024,neural_embedding,leadership-0.,: ,neural: ,leadership,location,location,: ,impact,2024-09-17 16:35:00
mostly63-c326-49bc-8096-e2da656e27c0,45,Hausa,agriculture,", ",", ",primary_logic,age_solved,: ,innovation,: ,: ,,collaboration ,2025-01-25 02:57:00
mostlyc9-4bab-4c73-bbdd-9271eb4356a3,38,Igbo,entrepreneurship,C.,", ",2024-1.,recorded_years,H_at,leadership,,"2024-0.11,0.8,0.7,0.3.",wisdom, ,2025-01-02 02:11:00
mostly88-31b3-495f-817e-732731bc2965,47,Swahili,education,domain,approach_demonstrated ,expertise_years,strategic-0. ,"technology,-0 for.",leadership,L,problem_solved,collaboration,problem_embedding,2024-03-16 07:28:00
mostly17-0a8f-48b6-8345-37c05655bd73,36,Hausa,technology,", ",H: ,Worked,neural_language,collaboration0.{,strategic_thinking,", ",0 ,S,Workedorsed;erges0.,2025-07-13 00:47:00
mostly4a-f10a-41ad-bbf8-f475d3bbc7ad,43,Hausa,leadership,-1.,Inial,: ,domain_solved,age_demonstrated,vision,wisdom_embedding,: ,,", ",2024-02-16 23:49:00
mostly75-3740-4de4-8d2f-3effe2974ef2,45,Oromo,entrepreneurship,expertise_years,A} with,: {,location,location,resilience,} ,description,domain_at,: ,2024-03-19 18:17:00
mostly25-5023-4eb6-a87f-b17e62993ce8,54,Oromo,leadership,approach_taken,domain,: ,} ,Worked_,strategic_thinking,neural_solved,expertise_shared,", ",approach_years,2025-08-21 07:10:00
mostly84-0169-40b5-9c89-dbbdc8c62de9,60,Shona,entrepreneurship,problem_language,wisdom,domain,,: ,innovation,", ",recorded} ,Workedal ,S,2025-03-11 05:07:00
mostly08-7dba-4169-85ac-f32166481bc6,38,Zulu,governance,wisdom with,: ,location.,L-,", ",leadership,symbolic_language,approach0.,: ,: {,2025-05-09 18:43:00
mostly6c-cd41-4ef8-8059-29a0b32aae7a,49,Zulu,leadership,,"2025_,_embedding",impact,symbolic_at,problem  ,leadership,", ",Pw_gf_or in.,M {,expertise_shared,2025-01-29 02:14:00
mostlyba-01fc-4f92-89ff-3b717fa9b01f,31,Igbo,governance,} ,approach_shared,", ",adulthood,R,technical_skill,", ",-at,approach_embedding0.0724 ,: ,2024-05-23 20:13:00
mostly2e-bcb7-4ac7-a863-cce7b53d0e5e,65,Yoruba,healthcare,P in,H_ingnedelear;nes.,neural00,O_years_embedding ,: ,leadership,S,"Rorares, ",: ,:_taken,2025-03-03 08:15:00
mostlyd4-473a-4ccb-93ea-9905668ebd6e,31,Amharic,agriculture,P,wisdom,2024 ,", ",: ,technical_skill,B_language,: ,"collaborationg, ",expertiseage_solved,2024-01-19 18:48:00
mostly0f-1172-4f73-ac83-72438fab89a3,33,Hausa,healthcare,Worked_embedding,: {_logic,2024,"age, ",entrepreneurship,empathy,: ,_language,"Ifu b%;,.",2025_languagelanguagetaken,2025-02-11 06:56:00
mostlyd1-d175-4fe3-8400-100fb66add5a,45,Igbo,leadership,problem: ,location,recorded_years,If_,collaboration,vision,S} ,location,neural_takenembedding,primary ,2024-12-06 21:54:00
mostly42-7a9c-4ec4-bfbf-9fc87c508a7e,35,Amharic,technology,: ,: ,}_at,_taken,", ",strategic_thinking,problem_logic,age_years,location,location,2025-07-29 16:00:00
mostly1e-7573-4b77-9f57-af7f5a69dfd0,60,Hausa,education,"M-., ",: ,description.,expertise_years,,vision,", ",recorded_s,: ,description,2024-03-27 16:09:00
mostlyae-8f92-4f7d-9a2d-0902302efa52,41,Igbo,technology,"descriptionat1es,-c.",adulthood,"In-1.20, ",L,", ",empathy,domain,: ,If,: ,2025-08-05 05:41:00
mostlye7-efbd-461d-809a-540eeaa8ae91,33,Swahili,leadership,", ",S_years,symbolic,"Ifeds, ",domain,strategic_thinking,"R1.68,05.",age,: ,: ,2024-10-31 12:04:00
mostly3d-eb2f-43d8-ab83-f59da4ee96c0,62,Shona,governance,", ",F_logic,2025 ins,age_language,S ,vision,If: {,collaborationT: ,: ,recorded_years,2025-09-07 17:41:00
mostly46-6f49-42b8-9e47-9eb04c936b73,41,Oromo,education,approach__taken,: ,"A 4,",_solved,", ",resilience,: ,description,descriptionat,"Cage, ",2024-03-23 15:19:00
mostly8b-534c-4959-906e-ce92b6c8e291,58,Swahili,technology,:} ,", ",: ,collaboration,problem,leadership,wisdom ,problem,: 206tan ,"0,0 ",2024-09-03 15:39:00
mostly4b-3d71-447c-9074-2e4bf8117a91,44,Swahili,healthcare,,adulthood,", ",impact,", ",vision,0.,: ,innovation ,recorded,2024-03-18 20:27:00
mostlya3-a8ba-4948-8603-5b081cea19c7,36,Swahili,healthcare,symbolic_years,}_embedding,expertise_logic,recorded_years,B,vision,: ,collaboration and,L ,: ,2025-03-10 13:26:00
mostly45-3a31-4d19-8eea-54f3389cb184,45,Igbo,agriculture,domain,: {,"location, {",: 3_language,Pon.,vision,age_taken,P,: ,: ,2024-04-03 21:11:00
mostly3e-aad4-44f3-aaf1-3be1c4ead6a2,65,Amharic,innovation,approach_at,symbolic_language,collaboration,Ui,: ,innovation,neural,domain ,neural_language,expertiseC_embedding,2025-09-27 12:51:00
mostlyde-262b-46ec-8df2-73ed0c35cd15,40,Swahili,governance,: ,age_taken,",50 to07.84,0.",collaborationing,",",technical_skill,S,: ,expertise with,: ,2025-02-27 14:42:00
mostlyf6-7018-4881-9aa4-325bdae6b7ee,31,Swahili,leadership,C,A,_taken,}_taken,: ,innovation,primary_taken,age_at, ,: ,2024-06-20 16:08:00
mostly92-a29b-4b58-a974-6790f27f6a71,34,Yoruba,innovation,-0,location,", ",expertise_shared,adulthood,innovation,,collaboration,} ,",- {",2024-09-03 15:06:00
mostly36-d999-49b4-8174-b33d5e4dab99,41,Amharic,entrepreneurship,-202.,,"In,-0.5,-1,0.7,1.18",domaindemonstratedated,F,vision,adulthood,description,problem: ,location_logic,2024-07-22 20:46:00
mostlyf9-e012-45bf-8b9c-f5cc5701d0c0,43,Oromo,entrepreneurship,2024 ,"}edee pers}} toers.081.15,004.,.",age_shared,collaboration,",_years",empathy,collaboration,expertise_demonstrated,innovation,neural_demonstrated,2025-01-24 17:55:00
mostly0a-49b3-4731-b397-c714640e9b81,24,Shona,leadership,", ",C,", ",: ,",_shared",empathy,: ,P,age_1,age with,2024-12-06 11:34:00
mostlyf6-1c6a-4367-a129-713952717641,35,Igbo,healthcare,P csele bing.,approach_years,: ,A,problem_shared,technical_skill,symbolic_taken,: {,F,R.,2025-01-06 13:01:00
mostly2b-8ed2-488d-a84a-86d20e67e025,41,Amharic,technology,: ,expertise_years,: ,description,impact7,leadership,neural_embedding,: ,_years,description_solved,2025-07-08 12:36:00
mostly31-c0c7-49cb-ac02-e9c236169df8,29,Zulu,entrepreneurship,recorded_demonstratedat,innovation,collaboration,- ,2024- with: ,resilience,approach_years,"recorded, ","M,0 ",A-023 ,2024-04-01 12:43:00
mostly9d-7716-4191-9379-35dcf5fb0c21,33,Igbo,technology,C,Worked,"If,0.","P, ",A,technical_skill,"-11108 with0904097 to,0.417..4, ","Averagelar panym to,-based m foriny-ing a cales;le% str,0.,04,",neural_solved,primary {,2025-07-16 16:46:00
mostly66-b3f2-4cf3-a7ec-3d41488211a1,35,Igbo,entrepreneurship,domain,"Metrl p_alf%; b borealtb m c and stercin fs, act",symbolicdemonstrated,,S ,innovation,,: ,problem2,-1.._logic,2025-06-27 18:42:00
mostly46-231a-4969-9807-0b4863556a91,52,Yoruba,entrepreneurship,} ,: ,", {",recorded_demonstrated,primary_at,resilience,_years,domain0.,M,"Rorb;sing,-.",2024-09-28 09:01:00
mostly59-30eb-4fdc-92ae-9a26dd422239,45,Shona,leadership,P,symbolic_embedding,description,", ","Averagee, ",resilience,wisdom_shared,-0.,:00 ,", ",2024-10-23 11:15:00
mostlyed-fe52-4b40-8bdb-899003670859,62,Amharic,education,problem ,} ,: 4,", ",Average,empathy,approach_language,approach_solved,"wisdom_,00",Syears,2025-07-20 10:28:00
mostlyfe-cf1a-432a-9fb6-ba82827cd8e5,60,Shona,agriculture,S,technology_language,: ,: ,Average,technical_skill,} ,: ,"age, ",adulthood,2024-03-05 02:06:00
mostly0b-0030-40b7-8fe0-fe8a06500af5,41,Amharic,entrepreneurship,adulthood,: ,: ,Average,"M with ced;t cing d c inicor,-T1 malites withes.",technical_skill,"problem, {",S_at,agee,recorded_language,2024-07-15 12:41:00
mostlyc6-6c3f-4d4f-8735-49778732268c,22,Swahili,healthcare,:00,,adulthood,F,2024-a,strategic_thinking,:: ,2025-8-.041.05,: ,adulthood,2024-08-18 07:07:00
mostlyf2-ce77-4dae-b47e-40b9ee2c81fd,52,Igbo,education,}_at,location,domain,},If-_language{,leadership,",-} ",", ",problem,U00,2025-01-25 05:55:00
mostly08-ff7b-4fb0-88a9-0e9d14e64e69,31,Igbo,education,leadership-1.7.,"--0.13,0.14426,-0.45}19, ",neural_: ,}_logicdemonstrated,neural_at,strategic_thinking,neural_years,description-s.,strategic,M,2024-07-29 14:42:00
mostly21-9a20-4d31-8203-d423c1a23cd0,31,Yoruba,leadership,symbolic_taken,innovation0.,Atre-0 s,"-0e1, ",expertise,strategic_thinking,2025rgesc pscco%;l and st; and co toers.,adulthood,approach_logic,D,2025-03-04 02:57:00
mostly43-ef25-41b0-ac63-96e86cc3b9ff,24,Shona,education,2025_solved,Ae_shared,description,: ,leadership,innovation,",_.",domainato-erm.,description,U_at,2024-01-19 13:41:00
mostlyca-1e92-4828-974f-0c4bfd692208,41,Shona,innovation,"Cat-107,-0.30.",: ,adulthood,S,age_demonstrated0.,innovation,"P:, ",":}u: 6, ",domain,problem_shared,2024-06-27 18:41:00
mostlyec-ab1b-41a4-967d-c3a6ac48c004,35,Igbo,education,,", ",neural_demonstrated,,primary_logic,technical_skill,wisdom,2024{,collaboration,", ",2024-07-18 17:08:00
mostlydc-d14c-48fb-8cf6-cd76a7e45809,44,Amharic,governance,approached_shared,approach,"-1.63,0.3,-0.07",_solved0,innovation{,innovation,", ",}_,: ,age,2024-03-27 12:54:00
mostly03-5ef5-48ab-b380-81eb15a250ea,34,Hausa,agriculture,2024: ,S {,wisdom_solved,}_at,} ,strategic_thinking,,U with,domain,In_at,2025-03-26 18:57:00
mostlyc0-c7d1-4e7f-9621-7196a2191906,62,Yoruba,leadership,H_language csa p ming,location,expertise_embedding,wisdom,Worked,leadership,"-0_0.,",2024 ,"impactel,-p3:008","F er,",2025-06-08 00:23:00
mostly21-452f-4e77-823d-1939fbf36e8a,45,Igbo,agriculture,", ",: ,domain,expertise__logic,", ",vision,_taken,"L-e_rec in with p%ent, ",: ,"recorded, ",2025-05-31 02:18:00
mostlyc3-29b0-47fc-9b66-7b33874a9ab3,52,Zulu,healthcare,", ",approach_taken,: ,adulthood,", ",vision,", ",adulthood,_embedding,wisdom_embedding,2024-01-15 16:16:00
mostly4d-06a5-4d7e-aa63-4203c7560476,65,Swahili,governance,problem_Tage,} ,collaboration,location,expertise with.,leadership,: ,domain,2025 ,neuralage_logic-T:00,2025-01-17 22:33:00
mostly3a-3a02-4a25-aaa6-5e32141f28e0,60,Yoruba,innovation,impact,collaboration,} {,"neuralS,_language",recorded_solved,technical_skill,recorded_embedding,description,age ,wisdom,2024-01-16 16:18:00
mostlyf7-e9c4-4d75-abd1-c844fc2bcaab,63,Amharic,governance,: ,", ",: ,", {",S,vision,collaboration,M_logic,wisdom,primary ,2025-03-10 22:04:00
mostly29-92c1-4b8e-8210-bd1b575f4fe0,52,Swahili,education,P,"impactes,es..",approach_taken,location,}0.4 ,strategic_thinking,leadership_logic,", ",",-.",: ,2024-04-25 16:42:00
mostly8c-4987-45a8-9de8-57f8c5415df8,24,Zulu,innovation,", ",location,adulthood,:_logic,M,resilience,Oaw.,symbolic_embedding,neural_symbolic,: ,2025-01-15 00:08:00
mostly71-9534-4278-a448-aee05e9848cb,52,Zulu,entrepreneurship,: ,expertisewisdom,symbolic_,wisdom_shared,S,technical_skill,problem ,H,strategic,", ",2024-01-16 05:36:00
mostlyc4-e254-49fd-afb1-77ce02ae5c06,39,Hausa,education, {,", ",: ,collaboration,primary_shared,vision,A_embedding,:n,location,recorded,2024-02-27 18:08:00
mostlyf7-afe8-4221-a7b7-7f843a4f554f,26,Igbo,healthcare,"Beor_s,p1dse;s.",domain,"O-03-0.05,0.3513,.",: ,innovation,leadership,",---0.-0811, ",H4or-pest with.,D ,description,2025-04-04 14:50:00
mostly97-3411-4bae-bcbc-50a3f213ced9,29,Igbo,technology,domain,symbolic,:00,: 5,If..,technical_skill,: ,: ,adulthood,: ,2024-11-03 05:17:00
mostlyec-b115-4e92-8415-70ea932f4d8a,36,Hausa,healthcare,: with,A-0.,impact,: ,: ,leadership,collaboration,age_logic00,innovationyears, ,2025-06-30 21:15:00
mostly7a-50ef-4aaa-bbf5-51f1fabff069,41,Oromo,entrepreneurship,approach_logic,: ,problem_logiclogic,recorded_years,neural__logic: ,resilience,", ",St,: 7al.,"location7 with m,0.08,0.}61, ",2025-09-27 12:51:00
mostly22-c79e-42d4-baaf-3f0b5f53a7b6,27,Igbo,education,", ",symbolic_demonstrated,impact,"domain, ",wisdom ,technical_skill,adulthood,2024 ,description,: ,2025-04-06 16:20:00
mostlya5-c2be-4471-ad1d-0a82c1751f53,27,Igbo,innovation,2025domain,"Ifoaro, ",: ,: ,location,vision,collaborationsolved st with he cc and by s for-er.,:00,recorded_taken,adulthood,2024-07-23 08:26:00
mostly56-509f-41b5-a4a6-54ae01538ba0,43,Amharic,governance,recorded80,A,: ,Ced.,problem_at,leadership,expertise_taken,P,", and",F_taken,2025-03-28 19:04:00
mostly87-d527-4e1a-abc1-4bd1104e9bc5,48,Shona,healthcare,expertise_demonstrated,S,description,}_,", ",leadership,adulthood,"In-0.5,1.123.1.7,9.9",", ",", ",2025-07-26 01:33:00
mostly12-2283-42e0-b548-987a7f8280d1,63,Amharic,healthcare,location,wisdomdomain,D ,location,description,vision,: ,: ,: ,impact,2024-01-23 12:24:00
mostly12-d37e-4741-ba26-53e22ff5dda6,41,Igbo,education,",_D",", ",M,collaboration,}_2024,strategic_thinking,"problems2es,-040.3-00.706,, ","technical, ",: ,S,2025-09-27 12:51:00
mostlye4-5357-4dbf-b1b8-ede50526f7a4,50,Shona,entrepreneurship,expertise_,L_language,"recorded_language5,: ",M,", ",empathy,symbolic_demonstratedembedding,Ru,adulthood,age_demonstrated,2024-04-02 23:57:00
mostly29-7230-42fd-b427-916b9bbba66b,52,Igbo,governance,}},domain,"-,1.",", ",M_demonstratedp,innovation,", ",expertise_language,",-1.",: ,2025-09-27 12:51:00
mostly7c-4381-46d4-9c0c-7527ff3a3c01,62,Hausa,agriculture,primary} ,: {,: ,", ",: ,empathy,", ",impactan,}: ,approach,2024-07-01 02:13:00
mostly57-a243-4960-b83a-647ee4dcf3f0,53,Amharic,education,recorded_taken,expertise_at,H_logic,Worked_years,_approach,leadership,R ,recorded_logic,Partneredal_demonstratedingetm fores.,description,2025-08-03 22:00:00
mostly61-68e7-46ca-9709-36b3f714e4d6,38,Yoruba,healthcare,: ,",",O_embedding,approach_years,}_at,leadership,2024-06,expertisecT: ,recorded_taken,symbolic_years,2025-09-27 12:51:00
mostly0d-4739-4057-8d15-1057bee75394,39,Zulu,education,"S0es: for,",: ,wisdom.,: ,wisdom,leadership,impact_embedding,20258,expertise_language,impact_embedding,2025-06-27 15:02:00
mostly1f-23fb-4809-8587-2973196c2b77,55,Shona,innovation,symbolic_demonstrated_at,: ,neuralP,}_embedding,-1.,technical_skill,description,age{,,C,2024-06-28 01:51:00
mostly74-fde6-4cee-8a10-0108389f27e8,24,Shona,entrepreneurship,age: ,neural_logic,expertise ,recorded_embedding,adulthood,leadership,,domain,primary_M,"}_S1.{, ",2024-03-24 15:40:00
mostly5a-beb1-4604-a2a9-3546d77e5c38,47,Hausa,governance,"U, ",impact,", ",A,} ,resilience,", ",: ,: ,: ,2025-08-20 11:53:00
mostly0e-69b2-47e4-941a-911aaf18b43a,35,Amharic,agriculture,impact,collaboration,approach_shared_at,", ", ,leadership,A,: ,description,", ",2025-06-16 23:07:00
mostlyb0-7968-4b68-b392-cd4fee85cff9,36,Zulu,entrepreneurship,: ,recorded_,problem_language,If_ ,2024T} p ,leadership,", {",A_shared,S_language,_at,2024-07-20 17:46:00
mostly86-3d2c-4e72-85fa-983c3ffc3534,42,Yoruba,healthcare,adulthood_skill,"-1,10.",_solved,A ,", ",leadership,domain_,collaboration,A,adulthood,2025-01-25 01:38:00
mostly55-e673-4e86-ad6d-51e7e8c51489,46,Swahili,governance,If,domain,2025_years,symbolic_embedding,"2024-029,--0.,05624_,-0.29.",leadership,", ",",location.",expertise_years ,problem_years,2025-04-23 17:19:00
mostlydd-481d-45b2-8ca2-d7a4154fe5b5,41,Oromo,entrepreneurship,domain,2024-06.-p,wisdom ,symbolic_embedding,-_years,technical_skill,", ",collaboration, ,: and pat pur.,2025-04-17 06:11:00
mostlyb7-a8ff-4912-83e9-c641cb268449,31,Igbo,healthcare,"Ifeents, ",symbolic and,", ",descriptionedt_,approach,technical_skill,problem_at,problem_taken,D00,collaboration,2025-03-03 14:27:00
mostlya5-8b41-4b3f-8030-cc83438e6351,25,Zulu,leadership,adulthood,", ",",- ",", ",P_language m,vision,",_embedding",", ",D,: ,2024-03-03 13:22:00
mostlyb0-7fad-41f9-87e4-b5c796a0ad3a,27,Oromo,technology,R} and and d a.,U,", ",: ,", ",empathy,F,A ,_language:008,R ,2025-05-04 11:17:00
mostly50-d35b-4dcf-a7a3-85a69319f977,41,Yoruba,entrepreneurship,A.,Ci f.,strategic,: ,collaboration,strategic_thinking,expertise_logic,2025: {,", ","2025, 4-",2025-09-27 12:51:00
mostlya1-09f8-4830-890b-5940100b7d7b,52,Igbo,technology,neural_language,",2at",2024srer and-m.,symbolic_years,P,innovation,approach_shared,R f,Average_atr,H: ,2025-06-26 08:55:00
mostlye6-e9d8-47ff-810b-fd1bdf2c3ee7,36,Swahili,education,expertise_shared,collaboration,age,: ,"D--3-1% for.083,-0-1-0.7,-0 and.908.}2,-00.{3}6},0.097,6.",leadership,Srre a,Lorale toes.,", ",Workednlogic forers anded with fc cs sted.,2024-11-01 20:07:00
mostly23-ed37-4156-9d30-53ffe8b53145,62,Yoruba,technology,impact,C__embedding,domain,U,}Peded withesg.,technical_skill,wisdom,",_embedding",domain,F,2024-08-06 15:52:00
mostlye4-d021-4fa1-9a7d-c58aa7ff76bf,33,Swahili,governance,", ","Rorateserioied a ts ffedor,00a ",location,2024: ,adulthood ,vision,collaboration,A,expertise,S,2024-08-18 16:27:00
mostlya1-1f2c-43a6-b7d6-99be9eaf4bee,58,Yoruba,entrepreneurship,neural_at_embedding,domain,: 3 7ato,age_skill,description,vision,domain,Lr and da,",_logic",approach1a: ,2025-08-05 12:29:00
mostly41-c276-47cb-91a3-7486aee0d5f8,58,Hausa,governance,2025-,Sibc s a s,adulthoodat,expertise.,problem__logic,leadership,location,collaboration,", ","-solved.6, ",2025-08-17 01:27:00
mostly55-f636-4b02-8697-c0380e2e18aa,45,Shona,agriculture,", ",C ,domain,: ,age_shared,vision,recorded_at,: ,}:--0.,expertise_: ,2025-02-03 05:38:00
mostly59-7b7b-4527-b8a6-f802dce78c4a,35,Hausa,technology,location,", ",neural_shared,F {,S,strategic_thinking,", ",problem,adulthood,wisdom_embedding,2025-09-27 12:51:00
mostly4b-fce9-472a-ab4f-6affee3a42fb,24,Swahili,agriculture,- ,problem_language,A,"neural with, ","H-on, ",innovation,domain-,location,age_shared,strategic,2024-02-14 23:01:00
mostly82-43b1-42d3-9427-0743860352c4,35,Oromo,technology,", ",domain,", ",D,In,vision,,A,}:T.,: ,2025-04-07 05:36:00
mostly08-21c5-42d6-9e00-14134c90b519,41,Amharic,technology,: {,", {",leadership,wisdom,recorded_embedding,innovation,problem_solved,location,domain,", ",2024-01-10 08:59:00
mostlydb-da1e-44a1-bdd5-7ee6e6cef907,52,Swahili,leadership,description,primary_logic,: 5}{ing,2025-0.,impact,leadership,: ,primary__at,-_at,M_solved,2025-04-27 12:54:00
