id,age_years,primary_language,activity_type,description,lesson_learned,social_context,proverb_or_wisdom,emotional_development,location,symbolic_logic,developmental_milestone,neural_embedding,recorded_at
mostlyc8-c2d9-488c-bc87-d35901b27d8f,8,Igbo,learning,If ,emotional_years,"2024-0.91105,-0.",",0 ",resilience,", ",description,proverb_embedding,T_language,2024-05-24 08:49:00
mostly05-ac28-444c-8f05-f1bdb739dc5c,5,Zulu,play,activity_learned,social1,If,,empathy,", ",recorded ,A ,: ,2024-07-11 22:08:00
mostly8d-1e1e-4809-a1ea-413335a8ff7e,3,Zulu,play,,symbolic_language,If,}} 6 ,respect,confidencelanguage inpst ,-,symbolicnts- andu).,emotional_context,2025-09-28 19:43:00
mostly65-27ab-439d-9e9b-46dbdb7d03ba,10,Amharic,physical,primary ,,"Pin s inu inary f andp, thenes thes p, then mers.","}.49-044,-0.263.9,1-2:148T}",creativity,description_,: ,emotional_type,,2024-04-01 07:22:00
mostlyf7-3340-4f69-9763-d1aec1d149c6,11,Zulu,learning,description{,}_language,2025 ,A {,resilience,social_typerecorded: ,confidence,neural_at,", ",2025-05-01 16:52:00
mostly62-bba9-4ada-b5d0-f39be7baf64d,3,Swahili,creative,Ifmwa ,M,social,recorded,creativity,", ",", then",Ean,recorded_embedding,2025-07-09 13:07:00
mostly1d-cc40-4cac-bdb0-ca2faefe2b23,7,Zulu,cultural,: ,If_ topes,", ",M,creativity,activity_location,2025 ,"developmental}at a,-1.",", ",2025-02-21 07:49:00
mostly96-6665-4c2a-8631-7e33643bddbf,8,Igbo,storytelling,proverb_development,: ,proverb_at,2025 ,respect,,}_development,2024: ,emotional-,2024-02-08 18:55:00
mostly53-766e-40e3-be29-dcf907922849,10,Oromo,physical,,lesson_learned,symbolic_,I,curiosity,}age_milestone,"Tine;, and tae; wh andebsed c; p p pued f a.",",-.",emotional_at,2024-07-03 02:37:00
mostly35-ce3c-4cf4-a033-c17ed227be00,11,Amharic,social,respect_development,Pos to f {,SwahiliTub,childhood,cooperation,", ",: ,childhood,2025 ,2024-04-16 23:53:00
mostly7f-eb2b-4d44-8a0e-db945f600b2d,12,Zulu,learning,primary_learned,proverbprimary_orlanguage,"Oorues the cp {(sts h a isa w,erpbe aena ",age_years,creativity,neural,A,2025}.,recorded_milestone,2025-09-26 14:19:00
mostly15-5464-4f53-8270-f3cc63b11d94,11,Yoruba,social,lesson_logic,proverb_learned,"2025_, ",2024-- ,respect,Uop  a n,H,", ",E,2024-03-07 08:48:00
mostlyd6-e693-4ead-977e-124bdb1c05dd,3,Zulu,game,: ,"developmentalmdatlo; p s h, (o bges..",Amharic ,childhood,creativity,lesson_development,: ,"neural,,",",",2024-04-19 01:57:00
mostlyf1-513f-4b9d-8f89-8a2fe2f21316,11,Swahili,social,: ,", ",: ,If,cooperation,A_context,U_,symbolic_: ,lesson_i,2025-06-16 14:16:00
mostlyf3-90b2-4e6a-a876-d653a4f23649,3,Zulu,game,developmental_at the,,"R_years,.",symbolic-07bT,cooperation,cultural,social_embedding,Zulu,symbolico_logic,2024-01-16 16:06:00
mostly7f-0311-4997-94ae-4ff2bf7761b0,6,Igbo,play,social_development,If1at ,If00 pyi weda) with,social_embedding,creativity,Amharic,,,_at,2025-06-03 04:06:00
mostlyea-1cb0-481a-b650-8f3f52a95cec,3,Amharic,play,",-0-.5482,-20.9128,ing {",symbolic a.03uytb and.,description,"location-050.707,149,0.1207,0.49-.3,-1.5080688, ",empathy,B ,description,lesson_logic,A,2025-04-25 11:02:00
mostlye9-6d71-4166-befd-eb76a4dd764c,6,Hausa,social,description,neural_learneda,neural-00,recorded_context,respect,activityT,emotionall ,lesson_.,": 9, the ",2025-08-05 00:53:00
mostly67-dd4f-4627-8df2-3b3b3021ca61,5,Zulu,game,"H_, ",,: {,A,cooperation,"location, ",social_logic,age_embedding_milestone,play_context,2024-11-26 11:07:00
mostly51-bed8-47ff-b242-10412c41f1a9,11,Igbo,learning,2024 ,lesson_logic,"R0.27,0.1497,0-008.83710,0.452:0inging,0.1456,--0.8",,respect,: ,primary,H_embedding,emotional_,2024-04-18 14:19:00
mostly89-b228-458d-b5af-ea148f04689c,8,Zulu,physical,",",", ",childhood,: ,creativity,agees: ,symbolic:009,", activitysocial aing_milestonean:ka00ing re, then s h toy fu toeso inar",location,2024-02-04 03:08:00
mostlya2-72f3-47de-ad3b-735356dcf534,9,Yoruba,physical,", then-1.03, the8,0.3402.,-1.",A: ,O_context,developmental_h,respect,"I1, thea.: ",activity_learned,symbolic_years,social_type,2025-05-27 23:40:00
mostly19-8de5-4bf9-a3c1-936f024e9c87,6,Swahili,learning,proverbemotional_,proverb_logic,Hausa,", ",curiosity,", then1.4,-0.8",: ,symbolic_at,"20240803,.",2025-06-29 11:03:00
mostlycc-5e7e-4e4a-b7be-0768eb41164f,8,Oromo,storytelling,},emotional_at,primary_at,activity,confidence,symbolic,", ",", ",", ",2025-07-25 17:54:00
mostlyeb-3508-47d0-81e4-db6da8fb21d5,4,Shona,learning,neuraloror_logic,", ",: ,",-0.28T: ",cooperation,: ,C_learned,2024,Ifer reiny andsicingts the.6-00,2025-02-10 10:08:00
mostly8a-2ebc-4421-9c7d-df3c9ce712c0,11,Swahili,social,neural ,C ,primary_,proverb_years,curiosity,emotional_emotional,If.,lesson the,social_context,2024-05-02 03:29:00
mostly1f-aba7-4576-a87c-3a5842a6590b,3,Swahili,learning,lesson ,developmental_language,P a andi aiv,neural_or_development,empathy,proverb_or_or,proverb_language,{a,respect: ,2024-04-21 09:07:00
mostly97-6d26-44a0-9d08-52b463b903ec,5,Zulu,game,,"2025T,",M}a to_logic,,cooperation,P,Amharic,O_wisdom,S,2025-04-30 09:20:00
mostly7c-0713-458a-becd-a53f5700dcbb,3,Oromo,creative,S,age_learned,age_milestone,B {,empathy,:0 ,,", ",", ",2024-06-30 08:36:00
mostly54-0efa-41a2-af24-29e0407fa8f7,11,Hausa,game,symbolicat a,primary_type,confidence,,empathy,2024,description,symbolic_context,age_language,2025-09-28 19:43:00
mostly9c-1a95-449f-b41c-5360b6d5d5f0,9,Igbo,cultural,symbolic, ,202500,P,respect,developmental_years,activity_at,lessonin ,}proverb_yearsatan,2024-08-21 18:55:00
mostlyc4-bffd-4950-9a23-f654f7fc1f3f,9,Zulu,play,symbolic_development,A,}iiing ,,curiosity,social_context,H_aor,description_or,neural_learned,2025-06-05 15:38:00
mostly9f-d250-4155-8b7b-60587fa8cd2b,4,Hausa,cultural,":, ",age_logic,emotional_milestone,I,respect,emotional,descriptionila keip in fing withw then.,symbolic_or,recorded_embedding,2025-03-10 04:04:00
mostly2f-4826-4741-a5e5-5b1796bba67e,8,Igbo,cultural,childhood,developmental_wisdom,symbolic ,: ,confidence,", {",: ,location,symbolicTh mu.,2025-09-06 00:28:00
mostly3d-04b7-4557-9770-3f07ea822ea9,9,Amharic,cultural,Pr,location,"2025-0.58T08, ",}: ,curiosity,"symbolicim_ aatees wing a, then.",,proverb_development,P ,2025-04-12 05:49:00
mostlyfe-c0f9-4f12-94c4-8268bf98a7f4,6,Hausa,social,neural_or_or,social_or_,: ,A a s with.,cooperation,neural_logic,primary_logic,2024i,2025,2025-09-28 19:43:00
mostlyb7-6353-4965-9f3f-9d68a7e7a579,8,Hausa,storytelling,symbolic_learned,2024 ,location,} ,resilience,H_,,"20250.-0310.132, ",2024neural_language,2025-02-28 23:08:00
mostly45-00a1-4c73-bb50-bbf97f6c4f1b,4,Hausa,cultural,}ororaa.a (ed the.,recorded_at,"age_at:, then- then}_.",lesson_logic,confidence,play_learned,proverb_learned,neural_language,}: ,2025-08-27 07:19:00
mostly56-0caa-4f5b-a811-2f7d449324d5,7,Oromo,storytelling,T,: ,ageat,age- ,resilience,"}, ","S_, ",descriptionembedding and,,2024-03-12 14:26:00
mostly1b-1021-4dbc-bc49-9ef0d4653de1,4,Amharic,social,,Ractivity.,"neural_at, ",neural_developmentan,creativity,", ",neural:.,symbolic_,emotional__,2024-10-30 12:48:00
mostly7b-214e-42c9-b2e6-fea52987a76c,12,Yoruba,cultural,",at: ",{,: ,location,respect,2024,C_learned.,primary_language,lesson_wisdom,2025-08-30 15:53:00
mostly1b-b6d1-4d10-920a-f2c6f3c2bdde,6,Igbo,learning,2025_ ,recorded_milestone,2025}.,: ,cooperation,proverb_years,S,age_years,} {,2025-09-25 23:55:00
mostlyfb-b0d7-4463-84ae-ead619aa602a,3,Zulu,cultural,", ",2025_development,: ,proverb_embedding,creativity,: ,symbolic_context,activity: ,symbolic_embedding,2024-09-15 08:52:00
mostly79-8c9f-4ad8-8734-77ccdeefa36f,12,Hausa,cultural,,social,},,empathy,"}, ",recorded,cooperationser moru fp.,lesson_learned,2025-04-01 09:42:00
mostlyd1-81ea-42e3-9393-0a2966db08ba,12,Hausa,cultural,R-40473 ,Uemotional.,Cnes,activitytype,respect,proverb_at_at,S,B_or_learned,emotional_wisdom,2024-03-02 12:54:00
mostly1c-39ef-40ae-9f34-394a42e8b149,6,Hausa,learning,neural,primary_,description,neural_type,respect,P {,C,"Emrded cer, and,-1.",,2024-06-05 13:29:00
mostly97-d212-4673-ac15-6859f470e77b,12,Hausa,cultural,lesson_milestone,neural_development,", ",", ",respect,"}} {,-",: emotional,Ifeingases.,", ",2024-08-13 08:07:00
mostlya5-a7b8-4f0d-becd-4f741688f540,10,Zulu,game,If,: ,"}.03or,1.",neural_years,cooperation,neural_years,,respect,symbolic_development,2024-05-04 18:52:00
mostlyc1-a9c7-4b01-925a-f7d26d0547be,10,Yoruba,learning,neural,} ,symbolic_milestone,S,empathy,description,symbolic_.,developmental_or_orchildhood,: ,2024-02-09 20:37:00
mostlyc1-970a-4ecd-9e0c-eea012e9e6ba,5,Hausa,game,playt_ the,A {at,If_contexting,location,resilience,2024,B: ,childhood,"childhood,-1.",2025-09-11 17:02:00
mostly32-46bf-428d-a272-ffffee61821a,4,Shona,learning,: ,: ,S,I,curiosity,primary_e,respect,age_o,socialand the,2024-02-01 20:57:00
mostly32-b092-4481-9f07-17e46c4f7d51,12,Yoruba,physical,Ifd the mo f the,: ,H_years,location,confidence,location,primary_logic_wisdom,", ",} ,2024-11-29 09:09:00
mostly0a-6ff4-4351-83ec-114010a9ccaa,10,Swahili,play,S ,: ,S_development,primary_wisdom,resilience,", ",Ifal: .,recorded_logic,Par sera b the thear,2025-03-20 12:29:00
mostlyf3-025a-49a8-b341-c32f511a00ff,9,Oromo,physical,symbolic_language,F,P ,age_wisdom,empathy,"R0., 0{",If{0edpaor p a.,2025_context,If thei s m s ,2025-07-11 08:24:00
mostlybc-9065-4e68-b5b8-270ac41e7e3a,4,Yoruba,storytelling, ,2024,: (,primary_development,cooperation,U.,2025atT.,Amharic,primary_at,2025-05-28 04:45:00
mostly25-106d-43f4-affa-f6dc422a36b3,7,Igbo,cultural,E,recordedor syener si)os ,age_embedding,}-020616:-02- ,respect,: ,", ",neural_language,", {",2025-09-28 19:43:00
mostly3e-7a4f-41ed-88c2-dc822e5975d9,7,Amharic,creative,social,", ",primary_type,R-_at ,curiosity,: ,"symbolictt and aingas in, thenes.",: ,S_type,2025-08-30 10:02:00
mostly44-6ecd-4647-b569-4bf42fd353de,10,Swahili,storytelling,proverb_wisdom,,proverb_development,lesson_logic,empathy,2025 ,,", ",: ,2025-02-17 04:38:00
mostly4a-34da-494d-8065-e2d8e96eb90b,4,Yoruba,physical,emotional_wisdom,: ,", ",social_wisdom,confidence,_years,location,}primary andas atwies ,} {,2024-03-21 06:36:00
mostly83-a6fe-429b-ab48-f565b4bee952,6,Igbo,learning,M,location_wisdom,If_logic,: (c.,curiosity,"symbolic0,ingy the",Ife ,lesson_or_wisdom,recorded_at,2025-05-17 09:05:00
mostly37-5f0a-4b38-b67a-b1aec5d5f0e9,10,Amharic,game,If,social_learned,}_embedding,_neural.,confidence,Ifd cs).,S_oro the in mmanedeinercss fm.,B_years,developmental_,2025-03-05 10:12:00
mostlyba-01af-4c33-94c9-c5c0c0db5974,5,Oromo,physical,", ",developmentale_wisdom,S_language,description,cooperation,"M-,.",,Ber: ,recorded_logic,2024-07-07 09:07:00
mostly71-7e93-4acc-8a8c-e78639e074f6,6,Shona,social,symbolic_type,P,lesson_learned,B ,empathy,childhood,,} ,social_h,2025-05-09 23:06:00
mostlyb4-0bd0-458e-8276-744af4a28335,5,Igbo,storytelling,symbolic_or_or: ,primary_language,location,social_embedding,respect,: ,", ",childhoodas_,age ,2025-08-10 08:19:00
mostly8a-b635-4908-b293-141178ec5c6a,11,Swahili,learning, ,K,primary,neural_language,respect,"}}, ",: ,2025 ,lesson_context,2024-07-07 01:02:00
mostly34-ca69-4169-bc04-695acd93f142,10,Igbo,game,developmental_context,", ",lesson_type,neural_logic,cooperation,If,: 7s ,social_ ,,2025-08-27 02:11:00
mostlyd8-7797-4e0f-9aa4-da8ff3206eb2,7,Zulu,game,S_ ,R ,M,"cultural_logic: a, ",resilience,_wisdom,P_years,emotional_embedding,social_type,2025-01-05 17:40:00
mostlye8-c7fa-446a-a85f-e604d0fe4250,4,Amharic,play,"R andencu, thens.",social_development,location,lesson_development,respect,description,Mo,emotional_milestone,H ,2024-04-01 22:30:00
mostlyaf-c137-43d3-bfc3-7c27c57e3ac2,12,Swahili,play,primary_milestone,2025_at,location,: ,respect,", ","S_,",,", ",2025-02-16 07:28:00
mostlyf6-c197-4401-bdd5-efb6001a3113,6,Hausa,game,Iar.29k.,childhood,social_context,cultural_embedding,curiosity,Cears ,"socialsocial festssalu, then p","Pinglw,",activity,2024-09-05 16:55:00
mostly2c-50d6-4db0-8df5-c162bab4e559,7,Amharic,cultural,B ,: ,symbolic_type,", ",confidence,S ,: ,"recorded_wisdom,0",social_language,2025-03-27 03:37:00
mostly2f-9313-4194-ae33-c77dec6c6f66,10,Shona,game,S1o z,: ,U,age_logic,empathy,",",E_learned:,", ",lesson_logic,2025-05-03 21:43:00
mostly3e-c09b-424b-ae66-c506d7e5cc51,4,Amharic,cultural,"neural_years, ",If,activity_learned,}} {{,respect,", ",recorded_type,emotional_development,emotional_context,2024-07-22 08:07:00
mostly07-3a0a-481e-99a5-b17df9db7e4b,11,Shona,game,", ",I,: ,,cooperation,M_wisdom,activity_,"age0.5,0.5,-0.116,-2.",Mat,2024-05-07 11:07:00
mostly2c-dbc4-47cb-8160-344bcebf62ba,3,Zulu,game,symbolices;s thenoe;uesat,social_development: ,: ,primary_development,cooperation,"-10.6857,-1 and1112,-110.6914,: ",If themeas,symbolic_type,,2024-05-07 22:25:00
mostlyc7-9857-45f8-ac85-10bb56770b97,8,Oromo,game,learning}00,primary: ,If,"-.397,--0.-0710",respect,", ",description ,_development,M_or_at,2025-02-08 06:11:00
mostlya5-515b-46f6-ae0a-8806cc977d22,10,Amharic,physical,P {,"emotional.0549 and, and p ",Ealedic.,}{,confidence,developmental_milestone,", ",primarylanguage,activity ,2024-07-08 06:10:00
mostly56-541c-478f-964e-c8d339e46a6e,8,Shona,play,2024__.,"-2..027,0.62,1.13.206:,-0.92.T,.7-, ",lesson,recordedorw_wisdom,resilience,Swahili,primaryor-ar: ,activity_ing,"social-0., and7.19,023.409173,0.060..",2025-09-26 15:54:00
mostlyf5-f2bb-4c10-aa42-09f454d20690,9,Igbo,cultural,social_embedding,proverb_language,location,C ,confidence,primary,If andceen inaes w in ws ,F,primary_,2025-02-08 09:36:00
mostlyee-9ef3-40f5-9614-5637dcc3b2df,4,Amharic,social,primary_wisdom,"2025-.7.6,1.,0.619147,- and11-04.678,-,0.907,0.42,0.8-17,1.60428,-1.19,0.3989,-0.492-19,-0.4",location ,primary_: ,creativity,", ",description,2025_development,P {,2025-06-26 22:47:00
mostly9a-212f-4640-aaae-8beb6e2fe594,12,Shona,play,proverb_embedding,,", ",primary_logic,cooperation,proverb_years,: ,description,: ,2024-05-23 13:00:00
mostlyde-e88c-4abc-947d-675a495d597a,11,Yoruba,social,location,If,} a,emotional_context,respect,",18.131.,0.9,-81 and,0.865,-0.6-11109","20240.5850-,37.",primary_language,location,2024-08-05 17:05:00
mostly24-8f0b-4e47-afcc-06228ea1160e,7,Amharic,creative,primary_embeddings,confidence,proverb_at,R_logic,respect,description,proverb ,neural,Sa in00.,2024-04-02 10:30:00
mostlybb-2aa6-4bd2-9196-587aefbc94c0,9,Zulu,creative,proverb_type,social_embedding,U,Hausa_milestone,confidence,social,childhood,", ",2024-.,2024-08-09 16:07:00
mostly77-02bb-4543-a767-fa16420aadd5,5,Zulu,play,location,: ,,learning}}.,empathy,2025 ,developmental_embedding,F ,T_learned,2025-02-03 17:49:00
mostly82-667d-418e-9cda-71127803c7b8,8,Igbo,learning,", ",lesson_logic,Hausa,: t{,respect,developmentalneural_embedding,primary_embedding: y,activity,I,2024-09-30 01:59:00
mostlyf3-06f5-4906-a205-a56740057653,5,Hausa,game,symbolic_at,,P hatls,", ",resilience,location,Hausa,childhood,cultural,2024-04-28 09:47:00
mostly53-d7b7-4060-8824-4e4387384836,6,Yoruba,play,: ,activity_milestone,respect.,}T: ,respect,neural_at,2025 ,P_development,Ifuinging.9 ,2024-11-10 07:35:00
mostlye2-0a12-4e88-9c05-b7dcee9997b0,12,Amharic,cultural,: ,,", the",Ifa  {,confidence,,If theedy andaiv ak.k,lesson_milestone,lesson_learned,2025-04-08 15:40:00
mostlyf6-6ca6-4a51-994e-3606c8f45a82,8,Yoruba,physical,: ,symbolic_logic,M,"S_,yearslanguageesay c; ",confidence,activity_embedding,respect,_milestone,: ,2025-07-26 13:45:00
mostlye5-3dbb-465c-92a4-5713b8ac047b,12,Hausa,cultural,} ,neural__location,} {,social_development,respect,_at,Cprimary_milestone: ,proverb_or-1.,proverb_type,2024-03-21 07:02:00
mostly11-2b7e-46e7-827d-41e6b848d61f,5,Hausa,game,R_learned,E the,"Pal, and inwmme.",proverbor__wisdom,respect,Se,: ,activity_wisdom,recorded_contexttype,2024-08-05 10:32:00
mostlyfe-ec3a-4eb1-b95c-c99d2ad6f016,7,Igbo,learning,location,-1.,activity_development,If and the ,confidence,}} {,Swahili,developmental_years, A,2024-07-10 13:29:00
mostlydc-e5c5-46c3-abc5-f7f5d42a5ffb,6,Swahili,game,description,recorded_milestone_: ,lesson_logic,recorded,respect,age_development,neural_logic,O: ,recorded_embedding,2025-06-26 06:30:00
mostly7a-9365-4111-84ac-f462224fa506,12,Swahili,cultural,", ",lesson_-,description,primary_at,respect,ageprimaryeasaw ted.,location, ,2024,2025-03-02 08:33:00
mostlye5-56bf-4a56-ab16-682d163ea427,9,Zulu,storytelling,":_socialeatp, ",neural ,} the {,Amharic,curiosity,primary_at,} ,: ,Amharic ,2024-04-05 21:48:00
mostly61-a6a4-4ca5-a6a2-aaa1bb761a87,12,Yoruba,cultural,location,learning andan,"B, ",emotionall_logic,respect,", {", ,: the,",0.",2024-03-25 02:22:00
mostlyf9-ad5e-4834-9765-087e550f9349,8,Igbo,learning,neural_or,childhood_or_milestone,social_development,proverb,confidence,E_at,location,", ",S ,2025-01-06 14:34:00
mostly26-dd9e-49cf-9b5b-effadad47472,8,Igbo,storytelling,learning,location,,lesson_context,confidence,Amharic_,Zulu ,location,,2024-05-31 13:36:00
mostly55-966a-4af4-8060-7a1064988e98,11,Amharic,cultural,social: ,description,lesson_at,Zulu,respect, {,lesson_at-,activitymae,2024or ,2025-05-25 13:36:00
mostly08-28c8-4408-bf25-f260e19e457f,10,Oromo,social,P{,: ,C ,", ",cooperation,age_: ,developmental_type,If1 thes tym,proverb_language,2024-07-05 06:32:00
mostly31-a7fb-417c-a4e4-fdaf78a70273,9,Yoruba,social,,_context,description,If ,respect,E-08.38_3,: ,primary_wisdom,Hausa,2024-03-21 04:44:00
mostlyaa-2e89-4c44-80bf-8333a24748c0,8,Shona,physical,If ,M,symbolic_logic,2024,curiosity,childhood,},activity: ,", ",2024-04-10 22:01:00
mostlyb6-63ff-43cb-b922-b96b253e9304,3,Zulu,creative,", ",lesson_,age0_yearse,S_development,creativity,confidence,", ",If,neural_embedding ,2024-07-01 12:11:00
mostly55-fb6c-4d58-a34c-a91ff1eb22c8,7,Zulu,storytelling,", {",symbolic_milestone,developmental_language,", ",confidence,description,proverb_language,"I,Tp, thenw0.60.",primary_wisdom,2024-08-26 00:26:00
mostly44-6a11-4a92-8b7e-6b24d497ed85,7,Shona,game,2024or_type,F{,childhood,B fared ben serenb.,cooperation,"Hausa-0 and,.",M,"},",activity-: ,2024-07-05 23:19:00
mostly35-c8af-486c-907b-449bcc30d019,11,Yoruba,storytelling,: ,Amharic,K,If,cooperation,"}, ","Nmed in a to, then {",K,symbolic_language,2024-05-27 06:09:00
mostly42-382e-4ec9-8921-7784fc76f719,9,Oromo,learning,2024_at,B_milestone,Hausa,"E fing sing m, thens bed",confidence,", ","emotional, ",location:00,2024,2025-02-10 09:37:00
mostlyd4-2111-4f71-9286-6c71dc95a7ab,4,Yoruba,cultural,proverb_language,P,developmental_type,activity_wisdom,creativity,emotional_,",-",: {,learning,2025-09-28 19:43:00
mostlyc2-7d6f-4613-add5-0de3b87dab38,7,Igbo,cultural,}} {,activity{,recordedsocial,Barhe a s a,respect,,: ,2025,C_at,2025-09-28 19:43:00
mostly3a-0214-4601-aa13-bed6454f1973,12,Amharic,cultural,location_logic,proverb_logic,recorded_development,H_language,resilience,"lessonchildhoodsier u sby a mm, and-0.",", ",:-} ,location,2025-02-03 21:21:00
mostly73-754d-4798-bacd-8b79d414b775,4,Yoruba,storytelling,lessonlogicaer,activity_at,,2024,resilience,Hausa_milestone: ,developmental_learned,"If.7,-1.0.769-3",} {,2025-09-21 01:09:00
mostlyac-860d-4102-b5c9-380676b641b8,4,Amharic,game,Hausaes m and andes s.,confidence,E} in to).,recorded_embedding,creativity,cultural,2024,lesson_learned,"recordednpeb, andial",2024-08-05 21:20:00
mostlyb4-6fe3-495c-9993-f6eabe15238b,3,Shona,social,Amharico p1.08,:- ,M{,proverb_language,confidence,,A,age_milestone_wisdom,C_-at_or,2025-06-21 07:05:00
mostly76-c29c-40b4-ab7d-1e162cf3aabc,7,Shona,cultural,symbolic_at,: ,neural} {,Swahili,confidence,recorded_or_wisdom,lesson_learned,P,I ag,2025-01-31 13:48:00
mostlye4-9cd2-4f31-bda3-3d6cebe9b42e,5,Zulu,learning,location,cultural,neural_type,age_learned,respect,If the,lesson,childhood.,sociallogic,2025-09-28 19:43:00
mostlyfc-4dd0-43a5-99ef-7f480f74008b,3,Zulu,play,agel_ s mmingtsi ist,S_years,_logic,", ",empathy,description,Hausa: ,description,: ,2024-07-20 10:02:00
mostlycc-46d6-47b3-9675-8e8f59a115bf,3,Zulu,play,: ,neural_or,neural_type,childhood,curiosity,primary_years,description,: ,primary_at,2024-02-29 10:51:00
mostly8d-9c77-4ebd-9dcc-9ab5bddd0ac2,4,Hausa,cultural,play,,Ifw,", ",curiosity,primary_development,"--0.587,-0.4506--,-0.4506 ",symbolic ,,2025-03-09 16:01:00
mostly87-367c-4578-9e6d-fad141ab958c,10,Shona,learning,location: ,developmental_type,B_context,2025,resilience,neural_embedding,age_milestone,neural_at,", ",2024-10-24 00:07:00
mostlya9-2b63-4de4-914f-faefad43b835,12,Shona,cultural,activity_years,primary_context,emotional_development,neural_or_an,empathy,":, ",If.,lesson_type,age_language,2024-12-21 19:46:00
mostly51-2a21-4036-b21d-f802014460e6,5,Yoruba,physical,location,"2024, ",lesson_at,{,cooperation,B_type,location,social_,2025 ,2024-08-27 04:40:00
mostly83-fb00-4fca-87f2-204e47d103e3,7,Oromo,play,primary_context,respect_milestone_wisdom,"20241.56,107",If,respect,C_logic,"recorded_,_embedding",2025,", ",2024-03-21 19:07:00
mostlydd-1878-4df0-83ac-3783fed78b67,10,Igbo,creative,C_logic,developmental_-: ,", ",", ",respect,Ningoringi and m;-eyb wing b,If,lesson_learned,} ,2024-10-03 19:49:00
mostly56-541c-4716-83b4-a5df8ecbeb7b,12,Zulu,cultural,O ptwa) m a,", ",{,"20251, ",confidence,primaryaral,M,"2024, ",",",2024-07-05 01:21:00
mostly7e-f635-4bae-a915-62a2faa2e216,3,Igbo,learning,age_recorded,activity_type,P1. a.,primary: ,curiosity,cultural,"lesson}00,--807-04,-0.61,-0.",confidence_wisdom,symbolic_years,2024-05-28 04:02:00
mostlyb3-2c4c-4774-878d-b48aee4e066f,9,Swahili,play,If {,Swahili_years,S{,2025,creativity,lesson_embedding,social_type,} ,lesson_embedding,2024-04-30 01:51:00
mostly16-4771-45d3-a0c0-a9dd9bb2c0a5,4,Amharic,game,"developmental-0.1,,-0.532,-0.2302.357, ",} andr totoanes.4,respect,} a {,creativity,cultural,H fru bts;,: ,S_or_type,2024-02-29 02:11:00
mostlyae-2975-4ad2-a30b-ca06d60dc56f,5,Zulu,game,description,_activityor,neural_years,"M as, then0.",confidence,recorded_development,", ",}: {,", ",2025-08-20 19:33:00
mostly68-44c9-47b9-a41f-cbe167030f44,7,Amharic,physical,", ",R0..,"-219-0.7,-08T0309T,1.672",proverb_years,creativity,"Per esor a_language, ",: ,social ,symbolic ,2025-09-28 19:43:00
mostlyf8-a371-4638-96a8-e3d3a96b7364,7,Oromo,physical,: ,"social:, ",}00,primary_logic,curiosity,If the, ,: (esors,Cin_context,2025-03-11 21:53:00
mostly03-8b10-466b-9f72-8abde47e335a,12,Yoruba,cultural,activity_milestone,If youm inp)by,", {",developmental_years,respect,",",proverb_: ,childhood,age ,2025-08-16 19:33:00
mostly02-fbbc-4523-9ebf-6a3e01a7c62e,3,Amharic,cultural,primary,symbolic_context,neural_embedding,"culturalresi andeoue, {eser a t.",cooperation,"2025-,-0.14703,,0..",activity1.,"O aaas ried topi, and al.","age0.825,,01,1.176161,",2025-05-10 23:03:00
mostlyd3-842f-464c-8493-7509d77c3907,9,Swahili,learning,symbolic_language,location,If sii ftsing iscan,:learned,respect,sociale andp aing a ca the c f ,I,symbolic,respect: {,2024-12-10 23:58:00
mostly90-d3bd-424e-bd30-046c968da2bb,8,Zulu,creative,primary,,:,", ",creativity,Sing,"lesson, thenat",A,lesson_learned,2025-04-30 15:21:00
mostlye5-3a63-4b8a-9503-5cce46499ebc,7,Oromo,storytelling,"lesson_emotionalorlogica w, f wall.",",0.0760.548,-18,.6,-5.9.396.8,0.11823,-T.26,0.,0.46,-0.907,1081, ",: ,"O_or_,--0.",resilience,", then",recorded,emotional_milestone,symbolic ,2025-05-04 16:44:00
mostly9d-9764-4a4a-85ee-b632f81f4430,9,Swahili,play,R_learned,activity_context,neural_embedding,}} ,curiosity,childhood,,proverb,activity} ,2024-10-03 23:45:00
mostlyfe-6f7d-43d5-8d6c-d040bc5fba3b,6,Igbo,physical,_,2024,cultural.,K_type,curiosity,"I a, ca h, and1ort in and theao the a toalwalbtes is; hening andcpk.",A_logic_learned,B_embedding,", ",2024-03-17 21:58:00
mostlyd6-34f1-4dad-a075-96a1018ee15d,5,Oromo,game,M ,neural_typek,", ",emotional_at,empathy,description,neural_context,R_language,C ,2024-02-21 11:53:00
mostly62-4934-48cb-9181-70de9ce89cb3,12,Oromo,game,E,If_language,description,primary_logic,resilience,learning,"play thear p w, then p and andy iny.",proverb_milestone,"If oasiarpesa and wu a; mk;ed c-s, and bs bk",2024-07-21 01:30:00
mostlyef-2430-4078-8742-b436f8882308,3,Igbo,creative,developmental_embedding,,", ",socialemotional_embedding,confidence,, ,,social_context,2025-06-19 06:22:00
mostly09-fc73-4a2d-aa27-566cf9134c4f,4,Yoruba,cultural,If.,developmental_development,: ,recorded_: ,curiosity,age_,confidence,age_-,Se_type,2025-04-05 14:56:00
mostly64-ffb7-4c64-ac78-aede60de7d75,12,Shona,physical,location,Hausa_wisdom,recorded,: ,resilience,,confidenceorer tes; f ineer.,social_logic,"primary} aues,",2025-08-30 04:42:00
