id,primary_language,cultural_element,description,meaning_or_purpose,historical_context,modern_relevance,transmission_method,region,symbolic_representation,wisdom_encoded,neural_embedding,recorded_at
mostlyfc-32e6-44f0-b245-d5e7e7295e11,Amharic,dance,description,modern_relevance,"2024--202T2.23,-09.701,7,0.741.0.7637,","2024symbolicencoded,ing, socialar, and with.",modern} ,primary_0,symbolic_language,"descriptiona,u",recorded_at,2024-06-30 14:22:00
mostly38-a07b-4cf5-9587-a311b9c64d96,Zulu,music,East,"Eastines, cultural and communal s in, festivals","-1.1843,0.61,0.900,-speaking0.59,464.8092,0.9208, ",",",recordedelement_or_encoded,To ,descriptioning.,recorded_element,transmission_purpose,2024-03-28 01:11:00
mostly55-6b03-4648-9c25-d09056b879c6,Igbo,proverb,primary_language,wisdom_element,: ,: ,2024 ,music,: ,: ,Swahili,2025-05-22 06:02:00
mostlyc0-f5ae-429e-9da7-b5d3d8e480cd,Oromo,ceremony,descriptionor,: ,culture,transmissionb,cultural_atan,S,: ,wisdom,: ,2024-11-26 16:11:00
mostlyc9-4e12-4e45-8e4e-b56735ff0ebb,Oromo,festival,Oral,Ind,,: ,2025 ,: ,,Amharicor_-e, ,2025-07-07 00:26:00
mostly50-a76a-422f-85f9-3fef5069bbd0,Igbo,dance,region,: ,region,neural_element,To Africaaar anda,neural_representation,"wisdom_,",wisdomcultural,: ,2025-07-25 05:06:00
mostly67-912d-4a38-a961-1e8594cc3cd8,Oromo,music,description,Igbo,modern_context,Oromo and socialaeotse san and socialre ini c p:yy with ser.,", ",: ,Shona_region,neural_relevanceelement and,: ,2025-06-08 21:52:00
mostly13-c698-4802-8bf0-1113b73cd47d,Yoruba,folklore,{,culture Africaania,C,transmission_encoded,neural_encoded,} and00o1 ,"2025-1-0,-0.305,01.6.1940003-0.4003,0.",description,culture,2024-05-17 07:39:00
mostlyf0-c2d7-4cf3-b8ba-8fe1bc7bf987,Amharic,music,W ,M toalre,description,,modern_e,: {,:00,symbolic,modern inerity,2024-06-07 07:37:00
mostly45-391e-48e2-a911-b80a6f981bdf,Zulu,music,meaning_relevance,", ","Oromoah p, and family cultural.",", ",E and community_at.,C,"modern_ Africau, ",historical,"P0..08, ",2024-02-11 17:01:00
mostlyc0-eb6a-4ba3-952b-eec0dba309d6,Igbo,proverb,"A-speakinged to and inv cingice ofation w cdestanan inoce and ofes, and religious.",region_representation--36 ,,region,C,neural_relevance,", ",wisdom,neural.,2025-09-02 04:44:00
mostly4c-f564-4c0e-87fc-c5b2405a9cf1,Hausa,craft,2024-0,description,Sear ,Igbosa,,: ,Easte s.,: ,,2024-03-09 07:01:00
mostly43-c983-48b9-96c8-b797b4b7fe28,Hausa,festival,recorded,P,",, ",2024element,", ",dance,"Poerea cpus in and d andedp pct pmpg, re",primary_,Yorubapurpose,2025-03-13 12:51:00
mostly28-0bad-4d70-9033-85efefba807a,Hausa,folklore,transmission,,modern_context,neural_purpose,2024 ,: ,historical_ore,Toeso,} ,2025-09-20 19:39:00
mostly2a-5558-47de-af74-5eed0441350d,Shona,folklore,recorded_or,"primary and.7,.",transmission_purpose,neural,cultural_relevance{,wisdom_relevance,: ,", ",Oral,2025-09-20 19:39:00
mostly01-9bd2-4950-9ad5-31834856b019,Amharic,craft,neural_representation,", ",East,Amhariceacleg community pyinl thes to communitym,", {",2024-7-0.11,modern_.,To,_context,2024-05-18 07:25:00
mostly21-225d-4313-82ca-9ab1ba2e8118,Amharic,craft,", and and",: ,"cultural_purposeues and a and cultural family the and gs., _",meaningcultural,"historical-1.1870.,-05-0.4,106,-2T",,meaning_language,2025-0.183.,transmission_purposey,2024-02-10 10:34:00
mostly8d-5a7c-4f88-aeef-d986b3782660,Swahili,folklore,", ",cultural_language,: ,:,}description,: ,G_or_context,East_relevance,,2025-04-19 22:33:00
mostlya7-d134-49bf-bd18-086cf6b6d07b,Yoruba,festival,,primary,modern_at,In_or,primary ,, ,", ",neural_: ,2025-04-26 11:37:00
mostlye9-d78c-4e28-a659-f3dc0c20f44a,Yoruba,ceremony,symbolic,: ,historical: ,meaninglanguage,culture,", ",Zulu,In_ ,C: erre,2024-01-25 11:11:00
mostlyf7-7446-4dab-8259-88ba7c017bad,Shona,art,modern}00},modern,historical_encoded,"To-aw in toicicied theaa, and socialtm and cal.",wisdom Africa,description{,region,historical_element,: Ial ,2024-02-18 02:11:00
mostlya3-29ed-477f-874d-227393dcbdd8,Hausa,dance,,Yoruba,}: ,: ,", ",neuralsyed the ,,",Sti m and s community.{", ,2024-09-03 09:43:00
mostlye4-a0db-4318-9b00-dd8e8eda2d50,Zulu,craft,Ao,historical_element,Yoruba ,recorded_embedding,2025-.,Oromo ,", ",: ,transmissioncontext,2024-01-23 16:40:00
mostly90-45ce-4d4c-816a-39b570d6ce4a,Igbo,music,primary_context,East,historical_context,P,: ,: ,neural_encoded,transmissionlanguagee,"-00.2,0.0531.56,{",2025-05-23 14:22:00
mostlyae-babb-42a6-ae15-d1fce03d969b,Zulu,craft,Zulu,culture,: ,S_method,P,historicala,: ,modern_language,region,2025-02-18 14:54:00
mostly3b-0358-42bb-a080-cea32e568f5b,Swahili,craft,description,"P,ings.",}_representation,: ,Pd,"wisdom, and.18","Cer andesedens,er.",Yoruba ,-001.11,2025-09-06 18:48:00
mostlyf8-e265-4936-917d-43f84edb9633,Oromo,dance,,festival: ,recorded_context,Deta,Igbo_encoded,", ",culture,Amharic ,,2024-03-13 18:30:00
mostly11-cd7c-48a0-bd0a-b95f00225d4f,Igbo,music,culture,} ,transmission_element,"Akf and community theed mingo and social sotses aingei, and communalblepm mt and communal.",S,-_23,2025-speaking8,"neural_0-030.61208,,0.-05081.919-,-0.3,-0.4T.",neural_encoded,2024-08-25 00:08:00
mostlycb-ceac-4045-84ce-171c60b77d3a,Shona,proverb,"neural_encoded-03or,-1.336,-041.365,-0.0913,27,1608,1-062-0.,1",,wisdom,:,W,: ,region,meaning_aencoded ,historical_context,2024-03-26 01:57:00
mostlyd0-3490-43c9-8707-0adcd1f20c77,Zulu,art,symbolic_embedding,: ,2025 and w.,transmission_language,description: {,"Swahilid and s cultural cle, ",}00,{,",--0.94,0.091.",2025-03-15 01:28:00
mostly70-af02-42a3-a4d6-5507836106dc,Swahili,folklore,cultural-,WT,meaning_element, ,"meaning_recorded-1.,0298,--125.5607-22T,-0.6,-0.946speaking-1.07,0.204speaking-0099,-0.,0.08170.","Oromou, ",Oromo,M iningingtssera: erg in community a.,2024embedding:,2025-01-28 03:42:00
mostlyba-3eb0-46e5-a3e2-4b7b496f25b5,Amharic,art,: ,: ,Hausa,"-0.38169,-0.,-06,0.416,-23,-0.11,0.12,-0.1918,-0.","- and.T3,-0.0.318,-0.4805,-0.5",culture,cultural_element ,wisdom_method.,wisdom:{,2025-06-26 23:03:00
mostly93-083f-4dec-803b-5589d7a65735,Igbo,proverb,"Southwest,.",neural__language,",or,-0.387,-10..11577,,0_encoded.",Southwesty,,regione ,primary_embedding,S,"A, ",2024-05-11 22:00:00
mostlyfd-e91e-4a50-b5e8-7e4d82d7bc4d,Igbo,dance,region,modern__purpose,East_purpose,primarylanguage,cultural_relevance and.,historical_relevance,Pesin inv.,}recorded_relevance,cultural,2024-04-09 15:10:00
mostlyb3-8456-41b9-8aad-07822054d779,Hausa,folklore,"B Africaor, and cultural,-0.0095,1.",dance: ,S,M ,neural_embedding,,meaning_language,", ",B_language,2024-11-12 08:17:00
mostlyc1-01d0-40c5-851e-0a9e60a5f01a,Igbo,dance,Oromo,symbolices,: ,Son,symbolic_method,wisdom_encoded,Southwest_relevance,neural ,wisdom_or,2025-01-10 05:15:00
mostly88-4fb2-46e2-a0b7-d242796c8316,Yoruba,craft,culturalelement,"-0.05087,0.3901329",,-1.,"neural-TesT:00 Africa,-. ",transmission_.,wisdom_encoded,: ,"primary_-at-1.033605, and2.184,1.03,0.01,-020",2024-05-08 06:33:00
mostly52-d1e6-4eea-8155-67ced21c1a7c,Amharic,dance,,primary_or,: ,: ,wisdom_relevanceain,neural_encoded,cultural Nigeria,neural_ates,:,2024-08-02 04:00:00
mostly81-0849-4561-b884-42c1349a30e5,Hausa,festival,description,transmission_,"-1.02, ",: ,East,} Nigeria,Hausa,Oromo{.,Amharic,2025-06-17 19:46:00
mostly88-450a-489b-8842-c6030ad7a34f,Igbo,art,", {",transmission_encoded,: ,primary,description,To ,To,Shonatransmission,2025,2025-01-27 15:02:00
mostly27-dabc-4724-876e-6e9d74b9db0e,Shona,festival,cultural_language in,meaning_-,: {,In,description,Hausa as,neural_purpose,music,dancear-speaking.,2024-10-21 12:19:00
mostly25-7a38-4250-8a75-4332a957398e,Amharic,festival,"2024-11T, and,-0:.",Yoruba,S,Zulu,", _-",historical_context,transmission_context,primary_,music,2024-01-25 16:43:00
mostly73-e4a6-4460-924b-eb449ddf1d31,Zulu,folklore,"Igboiae c and.i,",region,Mawn cts with andtu with.,: ,E,primary_modern_context,historical,G,meaning_element,2024-05-25 09:37:00
mostly95-240d-4c4a-92c8-eb4e6ff3c1dd,Amharic,dance,: ,description-1-,Igboa and.,In,region,modern_purpose,", {",primary_at,C__relevance,2024-09-15 07:00:00
mostly32-f26b-4d63-a158-1f16aa662035,Oromo,dance,W,historical_language,"Oromoe ines mescyin, sy p withenal,esored and social,, s and and reyal toerann socialensy and to",: ,C,: ,2025_ Africa-.,Res ,cultural_language,2024-07-06 23:52:00
mostly14-9ce9-4743-abfa-3d00567d56a5,Amharic,folklore,P ,: {,wisdom_encoded,primary_language,neuralea-speaking regions with,_encoded ,recordede,"Igbo,",: ,2025-08-19 02:12:00
mostly95-fb3d-4a53-9d27-6c43ee360e34,Shona,folklore,: ,recorded_languageerar inop.,description ,modern_or:: ,} {,P in,historical_at,symbolic_representation_context,"Tokity fpedalebeuf, and communal",2025-02-11 22:00:00
mostlyf8-a0c9-48ee-bab3-41eb4b22627c,Shona,craft,neural _context,: ,culture,culturalcontext-speaking tole and,: {,: {or.,culture_encoded,Orale and dal.,neural__relevance,2024-01-20 03:04:00
mostly48-fe67-4d32-80a5-04266026c5e6,Igbo,folklore,cultural to_language,: {,-_ in,:00,P_eer,neural_element,: ,},recorded_at,2024-02-28 11:02:00
mostly4d-81c6-4787-a5bf-1c408b7afd07,Swahili,dance,: {,culture_encoded,W ,description,"A, ",", ",2024-0.,A,Ping.,2025-03-16 15:06:00
mostlyf4-f7d6-4f0d-a77c-bca837bba0e4,Oromo,dance,description,S_context. of,"modern, ",: ,G_orrepresentation,"D,or-0.925-2631.23,-0.1.927,0.20.12 and,-230.381068,1.00508,160.,0.5..410.281.",}} ,region,culture,2024-11-17 16:42:00
mostly77-86db-43ae-90cf-84efe3b18788,Swahili,dance,",-1,-0.190.57.04,0..",: ,"B, ","Toing ining of and ines social, and re,y, ands, ",modern_element,,CTy,: ,neural_: ,2025-05-15 05:00:00
mostly41-8d1d-4b27-a6bf-ecedfba29572,Swahili,art,symbolic_embedding,C_,: ,"Ak, ","Toests, andtien-oo.",description,"Toal ofy, ",Zulu,culture,2024-09-14 14:34:00
mostlya3-7965-4175-a41c-8818a4db4a22,Yoruba,art,culture,symbolic,region,transmission_method,R: ,"} Africa, ",", ",dance_context,", ",2024-06-01 14:38:00
mostlyba-2210-442c-9a2b-18c3e4fc1dbc,Amharic,festival,symbolic_or,:,,: ,Igbo,C_relevance,: ,dance in andpr.,culture,2024-11-25 15:32:00
mostly73-81ac-4bc0-a961-be187f70dabc,Igbo,festival,meaning_language,region,To,P: ,description: ,: ,"neural_-embedding2.8, ",Swahili,Oromo_-02ing,2025-06-16 21:00:00
mostly02-a241-4a0e-afb3-4252542b8bcc,Swahili,festival,", ",historical_relevance,"2024-_1.17,",Oraleicnes.,{,Mer as andala.,Zuluakededar and family.,recorded,A,2025-09-20 19:39:00
mostly54-3f96-4893-80f7-86ebce450c24,Hausa,music,}} {,moderns_context,S_at{method,D_representation ,Hausa-t,East_ ,", ",: ,"}-1.1216, and559-0.791825,0.483,-0.0..6-,9,1}0.9,01..",2024-07-20 02:19:00
mostlyd4-a014-4ad6-9c9b-08ec61351197,Igbo,dance,region,2024atd.,A.,: d(ing pyranannot socialton a.,"S,s,-0.6,0.","To_at,",primary_encoded,cultural_representation,modern_,2024-02-05 16:57:00
mostly6e-e67d-44e5-a3a4-087dc5fe74ca,Swahili,folklore,Zulu c.,"primaryeering, and wither",primary_purpose,festival,P,", ","moderner_, ",primarylanguage,music,2024-04-22 04:24:00
mostly94-e6d3-4838-bb19-7b89ee0bc997,Oromo,ceremony,symbolic_purpose,", ",:00,"cultural,-0.1233,-0, ",,P_context,", ",Yorubae,Amharic,2024-03-06 12:33:00
mostlye6-b0c1-4c3a-8747-56be2b3a8869,Shona,music, ,: ,Oromo,recordedb,", ",,regionor,region,region,2025-07-01 03:22:00
mostlyae-19b8-4268-b0be-4026198753b7,Amharic,dance,C,,primary_.,: ,"Md,d of cf and of a ofusufere in, and- p,",Soral.,culture,"2025-speakingT,-0.","recordedT to, ",2025-05-13 07:57:00
mostlyc7-9106-45c5-b6d2-f94b94d05e00,Zulu,folklore,description,"2024-061.09, {.","El , l1.",2025 ,cultural,", ",R_or_element,P,Oralonon: {,2024-02-28 01:08:00
mostly2d-5132-46eb-90d7-2413ce52f97c,Amharic,ceremony,: {,transmission_method,"recordedinge and s p,",Igbo,region,", {",meaning_at,Gk: ,region,2024-04-27 04:24:00
mostlyf5-4b52-456d-9051-2673a7f1bec7,Shona,art,B ,{,M,-,C,,"-0502,-0.",_ ,: ,2025-01-27 16:48:00
mostlya0-7c5b-4ea0-9639-2232a31df12a,Amharic,art,Gdescription,primary_language,"P and to and c of set andy, and",East0.,AyT,"meaning_embedding-1.7,070160.",: ,"Shonas andalu cts and the and, a and a",culture,2024-10-12 18:41:00
mostly6e-2e4f-45d0-8f08-5dafcb1b088b,Swahili,music,: ,region,region,primary_purpose,transmission__encoded,recorded_purpose: ,"moderningen, ",: ,Zulu,2024-04-15 04:34:00
mostly57-7bd6-4ce8-994a-37928751e334,Amharic,ceremony,: ,recorded_encoded,"Igbo Africa-speaking0.46,02-11406,-170.91.151,9,0.","Zulu_or-0.2501045,0,-19-1,0,,00, and.0668,--0.99,00",transmission_element,"To Africaeot and and socialfg pers and ping ande communityual and res.an,.02 and1.",symbolic,recorded_purpose,Hausat ,2024-08-05 16:49:00
mostlyd0-4dca-4995-9c2a-9b05f01983fd,Oromo,dance,meaning_element,To: ,primary ,cultural_,meaning_or_relevance,cultural_embedding,Pe.,2024,historical,2025-03-11 18:01:00
mostly81-d976-4034-a346-6b8004674c86,Zulu,craft,recorded_relevance_method,: ,cultural__,culture,description,region,},: {,region,2025-02-05 09:22:00
mostly84-67a9-415c-9e0a-65276979a64e,Igbo,music,symbolic_element,wisdom_purpose,_element,,,D_language,R ,wisdom Africa,"E and,00",2025-08-11 20:09:00
mostly4f-fbd0-4f05-b04b-fe28a377f431,Swahili,festival,culture,"2024_,01t4T",E_purpose,2024-170109aT andT00,", ",culture,"S0.903,0.",}. ,recorded_or_or,2024-02-04 16:25:00
mostlyb3-6a62-47b3-8ef9-b52764583deb,Amharic,dance,Shona and.,transmission_method,Igbo{,transmission ,symbolic,region,,dance_element,culture,2024-01-09 18:19:00
mostlyca-973d-43dd-8b49-9eedc302839c,Oromo,proverb,primary__encoded,modern ,neural_: ,:00,primary,meaning_method,"Oraled mi ofmar in and community c community in, and sal.",", ",P_,2025-07-13 03:03:00
mostly6f-f558-4d36-b1ed-d6c7c1630588,Swahili,festival,"culture-ed3s, and a c communityo and community","neural,",modern.,description., ,wisdom_encoded,{,G of c.,neural_encodedembedding,2024-12-05 13:14:00
mostly08-8a48-4dc8-90b8-6be38185467d,Hausa,festival,music, ,: ,music_at,-0T18 regions2 {,neural: ,Sal_method,"Zulu3, ",: ,2025-06-03 07:47:00
mostly27-ffe4-4a21-844a-25c9a4e71d38,Igbo,music,"cultural_or c, and slened andtp ser, me",symbolic_ Africa,: ,symbolica,"--speaking0.543,speaking1.27,-10.5180201,0.286,-1113.131",symbolic_purpose,modern_at,"Hausa-0.11,0.03, ",modern_relevance,2025-06-12 07:08:00
mostly97-1372-4d1a-ae49-ef0d081037a9,Amharic,craft,M.,Pa ,{,description,"RTed-,-T6d community.",recorded_representation,,Ain.,: ,2025-01-13 04:14:00
mostly1a-d289-4883-97ac-cb926ced046c,Hausa,proverb,symbolic_or_relevance,primary,Zulu,"description-speaking,-","2024, ",-23040_-T,description,modern_relevance.,symbolic,2024-03-28 21:27:00
mostly4a-d3f9-4992-88fe-0f4ebd8491ad,Shona,ceremony,modern_context,Yoruba,dance,_at,Insymbolic,P.,2024 Africa-0.28.281..4705,Swahilide, ,2024-12-20 14:58:00
mostly80-15c9-4c38-b1c8-204d2923f831,Igbo,festival,modern_relevance,: ,historical_purpose,Hausa and sal to.,symbolics and tot cultural l socialer and family toing cation to andc tof p,B,", ",", ",primary Africa in,2025-09-20 19:39:00
mostlyc7-27cf-4cfc-9201-d08fe7b90e35,Zulu,festival,transmission_transmission,: ,"Des-speaking and communalc community,,a andal dd,o s and andv,es with and.",Cd ofeleing ,C ,,E_at,: rou,: ,2024-04-30 10:52:00
mostly8e-2ae3-4d49-8fac-e03b0da36714,Zulu,dance,}: ,"B ofs and s withing,d.6,-0.070.83",recorded_or ,culture,wisdomingk:p c f,modern_ ,East ,,"2024-0.6-0.32859, and.090771,3,0.15,-0.11-0.1402,0.4706,0.0808,0..3,--0.89.062503,1 and.039,,-0.3626111,0.8.0604",2025-09-01 06:22:00
mostly80-233a-4345-af60-1f4321b370a2,Hausa,folklore,symbolic_purpose, ,dance-,wisdom_,Shona: ,modernelement{,: ,wisdom and socialuitylinreiyes.,wisdom:s,2025-05-22 11:59:00
mostly56-4ebb-4b05-8d03-6583539bf59d,Zulu,ceremony,Oromo-al}o,transmission_context,: ,", ",description {,modern_context,{,D ,historical_purpose,2025-07-06 12:20:00
mostly72-fb36-4d61-b008-7d52e01973d1,Amharic,dance,: ,description,neural_,Yoruba,recordedmeaning_at_purpose,,Eastg.,recorded_relevance,wisdom_purpose,2024-06-08 11:23:00
mostly79-6193-4260-addc-ef447d28f215,Amharic,art, ,2025,"Swahilis, s,.29",",-",2024 in-1.,wisdom,C,meaning_or,neural_ata,2025-09-17 01:00:00
mostly9f-2866-4158-a94a-c8961d475bae,Yoruba,proverb,"A to, sociala,1",transmission_ ,region,transmission_language,Hausadescriptionen,primary,symbolic_relevance,symbolic_encoded,region,2025-01-08 14:12:00
mostly84-982c-4832-aa4f-d119e1afaac5,Swahili,music,Toe ,"modern_or,1.",wisdom_at,meaning_,Igbo,In ,region,2024-0e.,2024symbolic0.,2024-10-09 03:31:00
mostly35-238e-43b2-bd9b-9a4473267629,Yoruba,art,primary,neural_encodedcontext,P,: ,: ,W,description,", ",: ,2024-01-20 23:36:00
mostlyd5-4c77-40dc-a94d-82e7faf2f2c1,Shona,music,culture,region,- ,transmission_encoded,: ,: ,transmission_context,",--.84,-00.8, and.712,-0-speaking16,0.1.",region ande.,2024-12-03 06:26:00
mostly41-33ca-40a1-aa1f-222801ffda67,Zulu,dance,symbolic_encoded,moderna,description ,symbolic-06,,2025embedding,neural_at,wisdom_embedding,recordedh,2025-06-11 16:33:00
mostlydf-2f09-4948-9547-478242a8d824,Amharic,proverb,transmission_method,modern:element,recordedor ,2024,neural_embedding,2024,-speaking {,neural_relevance,-speaking:00,2025-04-08 06:13:00
mostly5b-b107-4fcd-abd5-d79d8e907d54,Hausa,ceremony,"cultural_element, ",M.,,neural_context,primaryembedding,modern1.,culture,Amharic,"2024 Africa,-0.",2024-03-26 17:01:00
mostly03-654f-4f31-bc99-77bbad7d85c6,Hausa,folklore,"symbolic.inging andeen ins, s and.{ ",: ,descriptionrecordeds and,"wisdommodern,s",wisdom: ,Zulu,: ,: ,: {,2025-03-19 10:37:00
mostlyb3-2bd3-47ad-b4a4-2281d53088d2,Swahili,folklore,Southwestk: {,A of ,A-speakingT,Ma,} {,Swahili,symbolic_purpose,modernts.,transmission_at,2024-02-13 02:46:00
mostly9d-961a-44b7-8f8b-eed6cfdd20b9,Oromo,craft,_meaning,dance,"M and communalt p, andes cultural theaeaalar.re-05.",Oromo,region,"Meesal and s with f the,d community_", ,", and and and h a a inleing.",: ,2024-07-28 19:34:00
mostlye2-2699-4c31-b24c-50c595f85ec5,Hausa,festival,Hausa,region,region,To andes.,Southwest Africa,wisdom_relevance,"Syin-, ",historical_,Swahili,2024-04-12 03:23:00
mostlyfd-7d9b-4bb7-a6d7-36429f2af708,Shona,craft,", ",description,"Amharic1.,-_0.477199,0.600, and.",,C,recorded_ate:00,: ,meaning,,2025-01-13 15:41:00
mostly02-6012-445b-8ede-6b13174791ec,Amharic,ceremony,: ,"-06:06-33,--0.14307,., -50.7188.4-07,-0,0.",dancecontext,neural_:representation,,region,P--23T1.,,neural_context,2024-03-27 07:29:00
mostly2d-b0fa-41bc-9d42-37bc48e44c9b,Swahili,festival,"As, andtalss-",symbolic__method,"descriptions, {.9.",Southwestg: ,":.-0.10421,047,0.398.,19,0,-0.7.,---0.938,00016,0.",culture,modern,", ",wisdom.,2024-09-17 11:27:00
mostly87-1533-40ba-968e-e0a60c585f9b,Amharic,art,description,: ,: ,meaning_purpose,}}} {,wisdom_purpose,dance_ in,: ,M ,2024-09-29 22:12:00
mostly96-7d53-4fba-a3e7-9894388c7c69,Swahili,dance,description ,culture,"neuralrelevance0.07,0.98-0.9.88,.07",primary_relevance,: {,recorded__at,"meaning_purpose, {","wisdomesreorTin social and ce.7, and communal c, and communityt.11",C,2025-02-01 15:27:00
mostlye8-7c03-4fab-9b8a-70c30284e9c7,Yoruba,festival,historical_or,"2024-0.94176,3107-05,-0.48,0.-, and.09114, ",cultural,B with.,cultural_embedding,recorded_.,{,culture,2025,2024-07-04 00:41:00
mostly77-bf4e-40a2-a923-ad2bf62af76e,Amharic,craft,"festival_,-1.80515,-0.813-1.31, and.{6,2716,.",2024 ,,primary,neural_purposeat,In,: ,"-1.2,-1,06 and4.0,0.38050052,0..13,-0.2504870,-",cultural_context: ,2024-03-13 12:01:00
mostlydb-65fc-4245-8611-cd8197aab7cd,Amharic,proverb,modern{,G-speakingT,M,primary_-04.17,S,S_element,Gee social,To,"Toal, ",2024-02-14 04:47:00
mostlycc-b7ac-47c1-a699-8bfcf47c9971,Oromo,music,C,} ,", ","-0.49323290.00,,0.",,"meaning_context,",,cultural_context,regioner,2024-06-30 07:32:00
mostly96-a85d-497e-81de-6f2e48853d3d,Igbo,festival,,dance,region,"description-,3-5 and.",}primary_representation,",00",2024--speakingT.,", ",Amharic,2024-12-19 23:05:00
mostly4a-c6bd-4dec-87bc-5224034e3112,Amharic,festival,_at,: ,culturall,", ","Inb of in, community wes andensle, and m-steingts with communal,.-",culture,}_,historical_0,cultural_,2025-02-14 02:43:00
mostly9f-6898-44d0-bdd2-4fe2869eda8a,Hausa,proverb,modern_relevance,:}} ,{,historical_context,2025s,", ",P,} ,symbolic_encoded,2025-09-20 19:39:00
mostly6c-8924-41c9-89e9-dbdf4212dfab,Oromo,dance,C,neural_symbolic,} ,: ,transmission_relevance,culture,meaning_language{,descriptionT,"Zulues,-1.,00 (003.3,0.63,.39-0.9412,-0.88,380.",2025-03-05 07:09:00
mostly44-64e2-4339-9e4e-7c04b4a498f5,Yoruba,proverb,C_.,cultural_element,region,", ",C,primary_encoded,region,modern_encoded,cultural_orcontext,2025-09-20 19:39:00
mostlyf2-ce4b-41b9-8874-70d30a5faa55,Igbo,dance,cultural_,description,"2025ing.18,0.622,0.7230107,0.4908,-",neuralcultural_encoded,", {",,"Asols,a ",", ",P ,2024-09-30 07:08:00
mostly51-eb04-4fe3-8d50-5e79d398dfa6,Igbo,craft,: ,neural,-_encoded,In_encoded,2024,", ",: ,region,: ,2024-07-15 23:56:00
mostly9c-36c3-4474-8824-7c7044637877,Swahili,proverb,music,Igbo,{,"dance,--0.13,0.",-.,cultural_representation,,symbolic_representation,cultural_,2025-01-13 05:11:00
mostlya5-5510-431f-962c-28415bbf5bae,Yoruba,ceremony,} ,recorded,": and schoolseled social.-speaking,-0.6093,20.512,.1736,.1630.0254,",,: ,S,meaning_relevance,",{",description,2024-06-22 08:48:00
mostly82-7768-4f5b-a808-eca0febd8fda,Yoruba,craft,Orall, ,"Oromo,--.15,700,0.88,0.35619,-1.", ,Oral-Tt a.,To ,"2024-104,-T2320.186.",: ,,2025-09-02 07:08:00
mostly50-8f7f-468f-85a6-a462dd7ab43f,Igbo,craft,meaning_encoded,historical,ShonaTes,historical_element,neural:,wisdom_element,"Oromoaol,-speakingle, and a-.,-0.",festival_method,-_purpose,2024-09-07 04:34:00
mostly58-3895-44c0-bfde-524e043a6d2a,Zulu,folklore,transmission_element,"2025-08-0.25336 and in.9,",culture,P oft m slere m ande.,",encoded Africa.",wisdom,: {,Oral_encodedy,Ea.,2024-08-06 18:36:00
mostly7e-11c9-48dd-8a7f-49578fed8612,Amharic,folklore,meaning_at,: ,:,Hausa,festival,: ,To,modern-_T,cultural_relevance,2024-04-03 15:44:00
mostlyb9-9ef6-4002-8b11-471af8f5be36,Zulu,dance,meaning_or,", ",Col,Oralc m and wedo andsu cernes fation.,",",neural_.,Igboeg wedenales.,meaninga,{,2025-04-13 03:39:00
mostly27-8a90-447a-8475-e80c9aea2988,Igbo,craft,"Ae_aringu and wing indmep and family and unitydsd social, ","Igbo Africa, and community--",meaning_context,transmission_embedding,wisdom_relevance{,B_ and social--0906 the.,"transmission-13-1,0.62,0.519,033.1114.3,",:{,"symbolicese, and a.",2025-06-19 03:34:00
mostlybe-20a5-439c-ad00-952939e64aff,Yoruba,music,2025_at, ,wisdom_element,}},symbolic_element,D,: ,Swahilitsi and and.,"202415speaking7,1.",2024-11-13 08:47:00
mostly06-d4c1-4f67-bdf8-8e38996be00c,Swahili,craft,A Africa,,: ,culture,S,modern_meaningcontext,wisdom_method,modern_a,: ,2024-06-05 01:28:00
mostly1e-4c92-445c-ae4f-269166f3d109,Yoruba,ceremony,Swahili,meaning_purpose,modern_embedding,,wisdom,transmission_,Swahili,2025_element,: ,2025-03-09 00:05:00
mostlyef-c220-4637-bcba-532f3529aa36,Oromo,dance,recorded ,music,B_,transmission_representation,} ,_encoded,primary,"modern, _-T0.3116,0.25.",meaning_representation,2024-07-12 13:17:00
mostly8f-2250-4652-8b28-a0e6a524fc96,Amharic,ceremony,Amharic.,transmission_at,modern_purpose,modern_languageor: ,", ",W,modern_or}} , ,"symbolic,-0.059183,-0.612,-06-0627,.",2024-06-23 15:32:00
mostlycf-4455-480c-b648-6ecc9a103dad,Oromo,festival,: ,", ",symbolic_language,historical,Mupu,"Aerl, ",Shona,modern_representation,description: ,2024-11-28 13:41:00
mostly7a-7965-4b1a-a533-fdf9d3f9f1fb,Zulu,art,recorded_,cultural_element,recorded andeg,B Africa,S{,wisdom_context,"musici, ","Easts.9a,","To d: andf-speaking and social setagerenity and hgu in,a c ina.",2024-01-10 07:22:00
mostlyed-2c55-4a07-9d9d-e52dee382666,Zulu,ceremony,2024 {,"-:1203 and, ",: ,"}A, ",recorded_representation,neural: ,region,cultural_at,Ming andalr.,2025-06-26 17:36:00
mostly6b-ace2-40a6-b314-a9c956bc60c8,Amharic,festival,"Oral, inc san.",region,description,,", ",Aalc.,: ,Amharic00,2024 ,2024-08-27 07:06:00
mostlyda-afe0-4f61-b77b-e10ca9a76e98,Igbo,proverb, ,In,M,region,,description, ,region,: ,2024-07-23 20:40:00
mostlydf-2368-483b-80be-51af58a03054,Hausa,proverb,historical: ,transmission,region,2025,transmission_method ,To_embedding,primary_at,} ,P_representation,2025-04-02 00:51:00
